avg_secchi,roaddensity_density_mperha,MIROC5.avg.ann.gdd
5.780635016,47.3939,2206.7037335757373
3.480729867,44.4474,2102.05932079264
3.981916522,31.7553,2209.7266963943944
2.204148546,27.5452,2188.350956325344
6.205624896,32.2192,2096.5829194673142
6.676301156,35.6761,2089.2201712515016
3.513416918,32.0405,2143.2305131736357
2.86512,44.4474,2102.05932079264
2.851681712,30.9364,2079.5772828602817
4.105107076,35.4491,2112.822629059619
4.974238992,34.2435,2113.1784196223343
5.075180135,35.2293,2121.409893089927
4.28554742,28.9729,2128.9314165291826
5.079912681,51.9574,2034.6786458251795
3.16920375,29.4997,2200.7165569466806
3.15,25.0936,2169.4576613916083
4.293231034,40.2743,2126.5349460397597
5.735125412,34.0585,2102.8664114403778
1.976865455,26.3014,2208.9921935084217
3.31378406,65.2463,2149.9099866824413
1.421428571,24.014,2268.4395426068395
2.39050416,42.174,2237.7953059217243
3.197126667,36.901,2235.653274908293
3.42765977,59.0366,1973.3554143262204
3.132495738,41.7292,2106.0800175951904
2.595694864,51.6239,2127.9747638746985
4.370063079,54.5075,2108.1478404664854
3.750885167,54.5075,2108.1478404664854
3.586146963,50.7404,2273.350844204924
2.453629091,54.1411,2221.5058148892986
3.218995556,43.6683,2255.2569072406404
3.358389167,40.3624,2157.4468301887537
3.872203999,54.5075,2136.1797136387995
1.65656,14.4212,2298.8014549247464
3.543620901,38.3779,2198.073755250977
3.038622857,43.0403,2067.4320295610573
1.373084,13.0995,2375.9810704473875
5.90242268,23.6048,2132.2135254279483
2.836363636,39.522,2192.1270521827414
4.411078259,62.6014,1959.4409801937832
3.193642554,95.3389,1927.3151391464744
1.119950374,72.6859,2335.535022437169
1.065306409,32.746,2333.3818325100488
2.971349792,37.534,2083.325721314098
2.869531341,53.8255,2283.748438744549
3.770220354,71.178,2195.9419555567674
1.50344411,34.3127,2426.070425550422
2.393301245,23.7331,2259.0414975882086
1.497417492,51.2577,2287.032098422459
2.902281501,73.0834,2275.01380064984
3.154992868,18.0044,2318.8183698795715
0.581468485,8.2124,2383.162726999653
2.010295533,140.4056,2578.0341066242136
1.620207402,69.9818,2627.844861815971
1.374132653,73.4949,2744.2996201100755
2.126621639,77.2807,2623.685537447291
2.384916201,94.8291,2702.4990509967747
3.153934872,104.7023,2573.764157470834
1.92020973,124.5107,2735.470382201842
2.342758621,133.4108,2435.442630017558
2.790909091,59.5418,2545.5877652354607
2.67641519,99.5063,2643.3642187318565
2.015166045,88.5351,2598.5132105619814
2.258035189,127.258,2558.2071056613495
2.541080272,76.2798,2517.5567998120773
1.723939394,53.7737,2631.916536508988
1.7272,89.8342,2612.67808570934
3.168385215,67.6812,2542.4020685009314
1.1176,72.6197,2710.627556430441
2.366608125,112.2431,2664.918201909854
3.436627517,102.9454,2465.8338542073016
0.855167312,79.6483,2648.7225463685977
0.699489412,79.6483,2486.8957540309007
0.865005755,44.5706,2531.774289340226
1.500496886,29.5844,2571.7852093553793
1.126929388,35.8611,2659.4522272312884
1.207806486,50.3438,2645.471286709815
0.848666667,10.1321,2606.776894222826
1.121986,51.2453,2651.5327313848943
1.088043192,46.6683,2598.716090483559
1.409765113,31.6218,2612.1631135871735
5.924982534,32.1603,1713.595157895472
2.9508,0,1901.9514583231871
1.7272,2.7606,1883.1779048659864
2.740208,0,1917.0048851350343
1.530096,41.919,1817.3286560527504
2.77368,32.8126,1794.0387519307442
2.440792,0,1879.9295464776224
4.846602398,101.6158,1784.1353437192429
1.572768,17.3516,1823.9794251988285
0.70104,15.5561,1832.7655935544703
2.214110173,0,1902.5374171647104
2.533787666,7.9064,1902.5374171647104
3.114285714,39.4119,1859.7898934224647
7.12762,64.2083,1712.64295795367
1.953601905,61.9324,2647.0817592197063
2.729698473,93.0776,2622.754619560269
1.247815916,41.2879,2709.215474939984
1.325889039,93.2801,2554.4121867205627
0.704748603,32.4735,2837.558866498862
1.539803687,43.8676,2563.01798871758
0.771435176,62.7059,2567.265620906757
0.878836842,74.6211,2510.3225033332633
3.109710029,82.5471,2366.198311773251
3.640015453,108.5129,2366.198311773251
0.797677122,52.4309,2474.515928348277
1.261177994,42.1856,2496.696206545414
2.877812766,33.9525,2419.0905955089993
2.437601058,28.7857,2464.4452164969043
2.737209937,26.0638,2420.9820675552473
2.237557391,38.189,2414.9999523918623
1.621288066,51.0528,2423.4736772088904
2.057823622,70.0172,2392.963012883953
0.726117231,40.748,2392.963012883953
0.775563806,34.9456,2392.963012883953
0.775023333,19.313,2392.963012883953
1.550211185,37.9989,2392.963012883953
0.705500787,41.4524,2392.963012883953
5.057482529,39.1103,2354.4811911898855
2.841351565,75.9646,2371.7594844276396
3.336931633,126.7983,2362.829960016735
1.64592,37.8092,2392.963012883953
1.68855,53.9042,2392.963012883953
1.192044414,38.7068,2392.963012883953
2.577018367,18.0155,2380.8025255371163
1.745252932,30.2333,2439.6127505951863
2.912301832,29.7533,2376.916538608006
1.524,84.3502,2588.861073739972
0.669253509,25.0092,2439.4665946507735
5.13521703,32.6291,2242.9821199950165
2.21276,18.6865,2349.5338547627825
1.8288,41.5373,2266.4320143048276
2.969630047,37.4059,2292.0976671585768
1.30048,58.2482,2293.25299139353
1.358947368,16.2764,2313.8583995462595
1.575887536,19.9471,2301.049714520934
1.426077333,22.6346,2352.3707534288733
1.190263158,63.6795,2366.5874396799127
2.118205128,31.6113,2307.1096231019683
2.467977136,52.3506,2232.327494892066
1.979015658,33.1724,2022.4048167433132
1.036931741,20.9465,2224.0310158139205
1.90334624,30.751,2574.6430744037325
1.472353788,64.2588,2602.2583091391225
1.068771454,89.9575,2503.18767339715
2.215771028,36.4059,2486.8072100618083
2.869474286,34.6842,2491.0173190896267
1.449103059,52.3382,2462.3212243915764
1.755896,58.4578,2484.3906832416283
1.281219512,47.1224,2629.196097380455
1.280818713,88.2212,2709.937687079719
2.567966935,136.3289,2541.872176304022
0.686613725,86.9062,2754.4886624598435
3.281483695,55.8802,2541.2179234299147
3.111447488,62.1781,2541.2179234299147
4.3383504,49.5797,2476.681698984382
4.36774,49.391,2480.7285787889778
2.342948718,94.3549,2599.5695281760327
2.54657277,64.2225,2515.1192402661973
2.94459364,63.41,2349.240027695347
1.759383026,108.9763,2399.553192961501
1.670827015,100.4841,2582.558029745289
3.863733183,123.0549,2454.024297728285
0.794166667,46.6992,2534.9504868380236
1.881771429,52.8047,2524.57097934469
1.2192,162.4971,2578.61428405822
3.680685714,147.7769,2467.6165188408186
5.300371429,27.5472,2408.199739871746
1.688359355,35.6012,2552.658332116528
1.283333333,17.3691,2563.258457733441
2.091133333,40.236,2570.551111672394
2.3876,93.3329,2493.7996838445474
4.279303623,22.2808,2477.4169574134708
1.2192,55.4047,2519.953123946743
1.005963889,90.8301,2622.940673725356
1.033155963,38.4901,2586.085789632403
1.678093333,31.6255,2458.821335002493
0.9906,31.6255,2458.821335002493
2.29630339,86.2246,2479.350998785976
1.74554,39.647,2457.7409916658926
4.4196,28.4431,2545.911056429802
3.401868063,42.4546,2363.647284366851
2.026778351,42.4546,2363.647284366851
1.393406897,49.5692,2484.8873273770178
2.5689768,22.4853,2444.6084211777606
1.246065882,59.9248,2500.8000430662332
1.554487167,28.2537,2503.83663377351
1.336613091,72.4792,2427.3916019234375
0.824904706,34.5867,2645.562249180182
1.250472727,33.8989,2623.8867769749904
1.615491654,80.1355,2589.3792722031167
1.935138137,34.4344,2542.965156103812
2.059700699,26.973,2511.8520816934033
1.631305691,46.5788,2512.193336853955
2.371124731,36.6185,2487.240038390627
1.268472394,30.9686,2594.1722851194963
1.542212912,30.9686,2594.1722851194963
3.137513311,43.3619,2348.5869553577168
2.662142857,16.4028,2433.3350272790917
2.923392453,46.632,2280.7531757375054
2.673425688,64.1911,2444.386746213408
1.3716,40.7474,2422.015726238302
1.385613675,23.5266,2532.7440119036874
5.607286355,51.8816,2356.8740323406423
1.71440995,38.0776,2439.637211729907
2.489380117,36.697,2434.327172237218
2.65544,42.4865,2460.1895334326614
5.37935631,51.8816,2356.8740323406423
