avg_secchi,roaddensity_density_mperha,IPSL.avg.ann.gdd
1.124089712,32.0378,2180.507759207207
1.63068,53.1972,2413.8619367676383
0.971640764,127.3471,2587.1309882386236
3.357442975,130.0251,2479.820646651663
1.475342122,94.7058,2543.1293333904555
1.316197023,126.6005,2573.890531139588
0.431818182,118.2152,2718.886089246206
3.894768047,110.5677,2452.102408313235
2.136626812,89.2272,2488.351911701871
2.385199375,133.9321,2508.536086739877
1.68919,129.0236,2557.202335927966
1.5494,99.9197,2581.6393112829887
3.035027778,60.0751,2464.1507173598316
2.112583333,59.3242,2476.4655635455215
1.708861489,120.0002,2537.972211844623
5.115182524,104.7277,2533.7522611593654
0.83356175,64.0861,2626.0190272178825
1.64,70.0713,2567.2314180818476
1.528961814,88.0577,2540.6523838867224
2.160246154,100.1694,2523.590141695784
1.794937626,90.5821,2503.195077228296
2.7703374099999998,94.9614,2429.4031934322757
1.996732921,84.6445,2463.7594510607582
1.193841667,31.8155,2501.5046445850953
2.827128125,97.2299,2383.091756844671
1.629018901,95.5601,2482.782464085759
2.8738576,82.026,2542.836121855728
3.488418079,62.8254,2432.6061845215795
3.556056338,60.6226,2432.6061845215795
3.756381579,92.5015,2432.6061845215795
5.84948878,73.3938,2380.3522276883687
1.151054217,35.1995,2581.196861451087
1.4,110.2328,2633.832964921972
1.227880588,81.9259,2522.429977577014
1.810116312,28.3148,2410.6561346533504
3.81,24.5026,2381.42279987813
1.300968302,58.0708,2460.126601678782
0.788846154,107.1762,2517.0417632655103
1.0287,14.8031,2515.617665968315
0.47754386,33.2341,2611.4721899519873
0.816864,34.6677,2437.2789604621075
1.542739044,34.6677,2437.2789604621075
1.297797101,34.6677,2437.2789604621075
1.729205602,31.6293,2463.9910596110526
1.528571429,81.196,2520.361170272575
3.522683721,64.0984,1907.8511484797868
3.82049313,58.0623,1884.381408921956
1.528887066,51.9494,2033.7236809160447
2.360611765,33.3566,2033.7236809160447
2.315985,37.9653,2033.7236809160447
1.343525874,11.8574,2044.72198315499
2.614439024,52.4331,2088.996025787698
4.600266222,39.5883,1834.4896080368776
2.05166875,33.1724,1920.2515765710896
3.074604975,55.9394,1980.5091043867071
4.66787234,28.4016,1948.4845626335284
3.175925926,53.3747,1959.4625455311236
1.643534239,51.6175,2236.997979843605
1.7543003129999999,75.0919,2134.2376969253196
0.650674965,70.9308,2437.7793167126333
1.158189091,30.3607,2384.668952824928
4.205536,77.0468,2207.646512790389
1.8519688,61.7294,2260.887510102615
3.105911111,28.5857,1862.3231388059253
3.937785366,35.1247,1943.0684486542336
3.768225067,35.1247,1943.0684486542336
5.239635744,49.3448,1878.823292754256
3.7792,28.8216,1957.7653121587432
2.609725926,68.4633,2012.3462732077865
4.188910112,128.072,1986.0916553538837
4.792315862,64.1234,1960.2053787036389
4.572,9.8727,1759.165855066042
4.6101,55.7086,1879.1591042139237
2.5918,94.2346,2031.093498783939
3.172771111,6.7908,1951.7701854202865
0.61,7.2988,1866.897431384601
4.058147416,41.3129,1868.8305739038608
2.420172308,21.7539,1957.5124212145645
0.91,0,1957.6409931067697
3.03,33.2023,1955.1515810971568
3.239904189,33.2023,1955.1515810971568
2.825,4.3694,1956.7632289071016
2.948106667,3.1314,1985.2302952116595
2.076428571,33.7578,1960.844403125183
0.96,8.5871,1871.4298328799168
2.878559459,36.7086,1883.497845827002
0.91,0,2025.1687345550056
0.522945161,22.616,2386.495900519547
0.612380658,41.5027,2501.8934793901467
0.888031333,27.5183,2404.326379866489
0.66602,35.6086,2203.5583053419073
0.479175789,35.9402,2465.9296977023723
1.061242409,49.6077,2176.3435048349806
1.952318857,46.4028,2362.2788583354936
1.414248763,34.6453,2266.8478852719704
3.74181858,91.891,2266.640336582274
3.755335229,65.1498,2325.0048089989823
3.80675392,52.3481,2250.765054847153
3.862976895,79.7803,2297.133553888286
2.319991258,68.3543,2266.7671793374143
2.218226036,87.0372,2346.9671570034025
2.897784615,56.9242,2355.216242597656
2.932885854,25.9675,2327.0646369144383
2.298534347,39.8062,2256.0037418968973
0.98298,27.6919,2272.1505016829906
0.530352,24.0711,2397.9224422152433
3.309527053,0,1808.437084752479
1.7272,0,1792.2363455209352
1.759186885,37.0853,1854.1476685906669
2.762704033,0,1835.0139720539385
1.3073104,30.4496,2510.8338840983606
1.276628955,68.9313,2495.377310880802
1.787206184,67.703,2462.29744778644
1.237417971,88.5751,2535.206400964162
2.313318222,83.7379,2423.516909811472
1.614943182,48.5647,2516.9407791745907
1.7952689,49.4781,2336.6158621942163
1.106397473,56.1054,2552.153584848056
0.635248,13.9711,2410.5412271144032
3.092527138,38.9627,1915.8163764245464
3.497297297,48.015,1957.1000952627617
0.924678571,29.1729,2474.206400561299
1.24409581,39.5563,2422.262344373855
2.691745653,39.1464,2348.4310368546867
1.717722105,17.4219,2405.6273717360164
2.372684007,36.2851,2337.5633116614217
0.764509613,35.443600000000004,2436.634678410931
2.478166667,33.1617,2274.995970483697
4.245685358,55.1627,2365.68231509795
3.446957241,69.1301,2108.6959427279417
0.859166667,51.233,2154.3713569027127
1.635155556,19.4871,2118.857245217368
1.558461538,10.7289,1979.17713593587
4.776182192,47.5787,2109.0911011417775
4.508631356,42.2559,2086.802870212494
2.805257644,62.5897,2125.5457567749586
3.622018529,49.478,2171.1868967748005
4.001053755,40.1805,2135.5036751342486
0.608394955,31.9657,2453.864511408479
1.205816,19.6368,2319.2622823679662
1.480900046,40.5543,2412.220777566597
1.97898087,53.8102,2160.8406537355872
3.840104497,40.2453,2037.5565553284805
2.011050431,41.6569,2010.8050241142032
2.017871549,56.0003,2125.3317815554487
3.909215145,55.873,2021.7947341412653
3.753651612,27.024,2003.687813416078
5.117642353,25.8161,1997.774618790566
3.536935535,59.7291,2045.10980155755
5.780635016,47.3939,2123.0368087018524
3.480729867,44.4474,2007.9394569576316
3.981916522,31.7553,2115.399251429594
2.204148546,27.5452,2092.448471103009
6.205624896,32.2192,2004.3169778213992
6.676301156,35.6761,1995.6171848181089
3.513416918,32.0405,2051.0315005490033
2.86512,44.4474,2007.9394569576316
2.851681712,30.9364,1980.6833618811545
4.105107076,35.4491,2019.8979502198351
4.974238992,34.2435,2018.0360960011528
5.075180135,35.2293,2026.2539785545043
4.28554742,28.9729,2032.0564926492511
5.079912681,51.9574,1946.2857070332764
3.16920375,29.4997,2113.3054545405107
3.15,25.0936,2075.79703830828
4.293231034,40.2743,2031.928068596072
5.735125412,34.0585,2011.2157741532335
1.976865455,26.3014,2102.239996554778
3.31378406,65.2463,2056.690222090535
1.421428571,24.014,2179.8767119765357
2.39050416,42.174,2148.4166099307104
3.197126667,36.901,2145.022060304119
3.42765977,59.0366,1879.7140378778467
3.132495738,41.7292,2011.2703903296192
2.595694864,51.6239,2031.212620339262
4.370063079,54.5075,2017.3494253170495
3.750885167,54.5075,2017.3494253170495
3.586146963,50.7404,2186.9464655571073
2.453629091,54.1411,2126.3482506455575
3.218995556,43.6683,2155.600330648534
3.358389167,40.3624,2070.5904920479015
3.872203999,54.5075,2039.64679257268
1.65656,14.4212,2199.895012449619
3.543620901,38.3779,2108.303710218355
3.038622857,43.0403,1972.21999301771
1.373084,13.0995,2281.296398962821
5.90242268,23.6048,2031.146645717702
2.836363636,39.522,2089.798124674748
4.411078259,62.6014,1876.2103505593584
3.193642554,95.3389,1844.550945009947
1.119950374,72.6859,2219.4924771278097
1.065306409,32.746,2217.062608042022
2.971349792,37.534,1994.2694444665276
2.869531341,53.8255,2185.107909030491
3.770220354,71.178,2107.697585306791
1.50344411,34.3127,2321.156686399135
2.393301245,23.7331,2164.114485209992
1.497417492,51.2577,2186.1586932940745
2.902281501,73.0834,2179.808201829341
3.154992868,18.0044,2217.924719650987
0.581468485,8.2124,2289.9558365907674
2.010295533,140.4056,2446.506949684743
1.620207402,69.9818,2492.106965865323
1.374132653,73.4949,2606.0041840691524
2.126621639,77.2807,2486.561115530171
2.384916201,94.8291,2565.3077178193557
3.153934872,104.7023,2438.7427440712404
1.92020973,124.5107,2596.4211017163548
2.342758621,133.4108,2309.986261171978
2.790909091,59.5418,2412.7340486648673
2.67641519,99.5063,2505.4905639730378
2.015166045,88.5351,2462.1757696341097
2.258035189,127.258,2426.102971300949
2.541080272,76.2798,2386.714258954119
1.723939394,53.7737,2497.6047946367753
1.7272,89.8342,2475.519981938426
3.168385215,67.6812,2409.909957452981
1.1176,72.6197,2570.4212966182395
2.366608125,112.2431,2526.7302471578064
3.436627517,102.9454,2339.8057860095214
0.855167312,79.6483,2504.769811054214
0.699489412,79.6483,2345.74634207795
0.865005755,44.5706,2390.452240626507
1.500496886,29.5844,2428.406563176074
1.126929388,35.8611,2516.4203384335706
1.207806486,50.3438,2501.631965319506
0.848666667,10.1321,2463.1635622553827
1.121986,51.2453,2512.999061145787
1.088043192,46.6683,2461.1188517927326
1.409765113,31.6218,2472.5007911915504
5.924982534,32.1603,1661.85887755085
2.9508,0,1835.0139720539385
1.7272,2.7606,1811.9515282118684
2.740208,0,1849.5000949969872
1.530096,41.919,1750.8525811824536
2.77368,32.8126,1730.091543665921
2.440792,0,1811.7461492882824
4.846602398,101.6158,1716.36723329396
1.572768,17.3516,1749.659001442473
0.70104,15.5561,1759.1572191754526
2.214110173,0,1835.7425048525847
2.533787666,7.9064,1835.7425048525847
3.114285714,39.4119,1789.8566996347583
7.12762,64.2083,1642.1539174870495
1.953601905,61.9324,2505.7547339728835
2.729698473,93.0776,2484.9546862770667
1.247815916,41.2879,2567.82613058928
1.325889039,93.2801,2420.0088183607163
0.704748603,32.4735,2688.659353866159
1.539803687,43.8676,2427.804509601844
0.771435176,62.7059,2445.599224382746
0.878836842,74.6211,2387.6473105454147
3.109710029,82.5471,2248.9393401091725
3.640015453,108.5129,2248.9393401091725
0.797677122,52.4309,2360.0733322475457
1.261177994,42.1856,2380.004564398231
2.877812766,33.9525,2301.7299636077146
2.437601058,28.7857,2351.9378158829345
2.737209937,26.0638,2309.1560571116925
2.237557391,38.189,2302.196409244821
1.621288066,51.0528,2308.224635761188
2.057823622,70.0172,2276.147020346598
0.726117231,40.748,2276.147020346598
0.775563806,34.9456,2276.147020346598
0.775023333,19.313,2276.147020346598
1.550211185,37.9989,2276.147020346598
0.705500787,41.4524,2276.147020346598
5.057482529,39.1103,2249.02521875472
2.841351565,75.9646,2260.0231923398615
3.336931633,126.7983,2253.6473362395736
1.64592,37.8092,2276.147020346598
1.68855,53.9042,2276.147020346598
1.192044414,38.7068,2276.147020346598
2.577018367,18.0155,2271.91049816922
1.745252932,30.2333,2328.7423713062126
2.912301832,29.7533,2263.258795730831
1.524,84.3502,2472.5268720261774
0.669253509,25.0092,2336.0656320602793
5.13521703,32.6291,2140.5717801486703
2.21276,18.6865,2240.8000424740794
1.8288,41.5373,2168.3928776495845
2.969630047,37.4059,2196.74008920001
1.30048,58.2482,2197.79396137644
1.358947368,16.2764,2204.4828224900493
1.575887536,19.9471,2196.024625961946
1.426077333,22.6346,2246.285650277023
1.190263158,63.6795,2260.7257599547997
2.118205128,31.6113,2204.105803201873
2.467977136,52.3506,2133.720866694908
1.979015658,33.1724,1920.2515765710896
1.036931741,20.9465,2106.8406052456357
1.90334624,30.751,2437.4223924643893
1.472353788,64.2588,2470.1099451913196
1.068771454,89.9575,2373.0775096806337
2.215771028,36.4059,2362.10885428619
2.869474286,34.6842,2367.4033559527356
1.449103059,52.3382,2335.2272034545854
1.755896,58.4578,2358.199783316291
1.281219512,47.1224,2492.685756127428
1.280818713,88.2212,2565.0086653654325
2.567966935,136.3289,2406.4036402776724
0.686613725,86.9062,2611.111253194441
3.281483695,55.8802,2406.628691687144
3.111447488,62.1781,2406.628691687144
4.3383504,49.5797,2345.765852621419
4.36774,49.391,2348.886492063802
2.342948718,94.3549,2462.494625636853
2.54657277,64.2225,2385.050604528604
2.94459364,63.41,2229.821066014304
1.759383026,108.9763,2275.9346130031577
1.670827015,100.4841,2448.762174264939
3.863733183,123.0549,2329.1445878204486
0.794166667,46.6992,2405.226404770384
1.881771429,52.8047,2394.055933006744
1.2192,162.4971,2437.4619698174693
3.680685714,147.7769,2331.794663343247
5.300371429,27.5472,2285.956770994595
1.688359355,35.6012,2425.9505168568703
1.283333333,17.3691,2439.833526639183
2.091133333,40.236,2441.445970676613
2.3876,93.3329,2371.907082799998
4.279303623,22.2808,2350.943071174343
1.2192,55.4047,2393.58006453805
1.005963889,90.8301,2490.051009105813
1.033155963,38.4901,2463.323371571079
1.678093333,31.6255,2337.3165917093306
0.9906,31.6255,2337.3165917093306
2.29630339,86.2246,2360.924396317146
1.74554,39.647,2344.371362175971
4.4196,28.4431,2415.0275917299937
3.401868063,42.4546,2251.3171801609883
2.026778351,42.4546,2251.3171801609883
1.393406897,49.5692,2365.026152759975
2.5689768,22.4853,2331.18706866492
1.246065882,59.9248,2383.8862194813537
1.554487167,28.2537,2385.348709510378
1.336613091,72.4792,2311.149918969641
0.824904706,34.5867,2515.3550682157293
1.250472727,33.8989,2504.989834778408
1.615491654,80.1355,2463.674276017117
1.935138137,34.4344,2420.9826426754275
2.059700699,26.973,2390.6254094607907
1.631305691,46.5788,2389.355007576016
2.371124731,36.6185,2372.7357964299713
1.268472394,30.9686,2469.8927837067004
1.542212912,30.9686,2469.8927837067004
3.137513311,43.3619,2237.787011669888
2.662142857,16.4028,2317.367675725371
2.923392453,46.632,2169.584900457687
2.673425688,64.1911,2328.9775949593627
1.3716,40.7474,2306.371642412032
1.385613675,23.5266,2413.3869068285085
5.607286355,51.8816,2246.5881974776116
1.71440995,38.0776,2321.303226604386
2.489380117,36.697,2317.207144893039
2.65544,42.4865,2342.7279828270975
5.37935631,51.8816,2246.5881974776116
