DOWLKNUM,UTMX,UTMY,LON,LAT,EWMSTATUS,EWMSTATUS_corrRelFrq,max_depth,size_acres,avg_ph,avg_secchi,avg_conductance,avg_phosphorus,avg_chlorophylla,a440.cdom,mean.gdd_wtr_10c
21005600,317887.6703,5088803.493,-95.34889399,45.928656,1,1,25.6032,1800.960866,8.454117647,3.545205446,545.25,0.032266667,7.269074074,0.282112525,1596.844232
21013600,308344.7202,5099831.598,-95.47628518,46.02522522,1,1,10.3632,98.96257118,7.907272727,2.418737778,244.7272727,0.222,21,0.48733825,1695.681003
21032300,292646.5587,5090806.243,-95.67498426,45.9395099,U,0,1.8288,300.1173363,9.412,0.447142857,533.3333333,0.179,83.6,0.9521874,1773.286482
22002300,435218.7902,4836599.332,-93.80369273,43.67958036,U,0,1,719.1003097,8.95,0.28,402,0.2205,83.6,1.237966,2028.610687
22007400,413207.5862,4852371.912,-94.0792766,43.8193241,1,1,5.7912,199.1819026,8.500769231,1.068496063,338.4933333,0.086555556,74.5,0.46566415,2027.114011
24001400,474747.9541,4830854.397,-93.31302759,43.63024949,U,0,1.524,2669.175717,8.953448276,0.432153889,383.8815789,0.298805556,141.7293333,1.514948634,1905.778645
24002500,467122.2397,4830865.651,-93.40755553,43.6300529,U,0,1.5,587.5780277,9.383,0.362507541,263.95,0.276333333,148.4833333,0.7434742,1927.679335
24002800,459546.8393,4821721,-93.50077453,43.54734281,U,0,1,1033.149669,8.285,0.297864078,354.5333333,0.257733333,115.7066667,0.83393405,1967.1288
24004400,454410.7188,4843590.554,-93.56619877,43.74395206,U,0,1,2034.061138,9.213333333,0.166933333,256.6,0.23675,213.12,2.389139225,2010.935807
27001400,479718.8188,4976527.898,-93.25706576,44.94189549,1,1,6.096,11.37983966,7.434447301,0.971640764,534.4384196,0.23913245,48.32287273,3.19166665,2007.371764
27001600,475926.2825,4974312.964,-93.3050303,44.92183855,1,1,26.2128,341.2231108,7.660746826,3.357442975,592.8764473,0.10867655,5.002459016,0.9329231,1900.196834
27001800,481364.3643,4974205.996,-93.23612285,44.92103887,1,1,9.4488,52.93027622,7.602857143,1.475342122,539.822409,0.106807018,20.08083929,4.6735417,1970.349986
27001900,480883.9376,4972829.157,-93.24215798,44.90863184,1,1,9.7536,201.2367719,7.886897321,1.316197023,465.2542725,0.070813609,30.73574074,3.0498623,1997.253616
27002200,478733.0637,4971920.242,-93.26936627,44.90038879,U,0,1,51.70972589,7.455254237,0.646290323,480.3727273,0.160586957,42.49571429,3.28055885,1929.366146
27002900,472554.9237,4968393.863,-93.34742598,44.86843315,1,1,1,18.04456853,7.85,0.431818182,527.6,0.134,59.8,4.046875,2134.868468
27003100,475395.1173,4976539.934,-93.3118689,44.94186734,1,1,27.432,423.8595781,7.653094435,3.894768047,668.5784229,0.083285714,6.09962963,0.9196722,1888.743312
27003501,473325.2551,4982263.415,-93.33840694,44.99331443,U,0,7.62,67.63810756,7.565403226,1.331635556,1088.854762,0.162148077,18.70059107,1.84479165,1993.47325
27003502,473511.8638,4982112.826,-93.33603166,44.99196585,U,0,7.6,20.90884661,7.766315789,3.117857143,782.6888889,0.0405,3.688272727,3.14488635,1913.314229
27003700,474491.7917,4980985.527,-93.32354329,44.98185403,1,1,7.3152,39.97496309,7.690246407,2.136626812,839.5221258,0.306916168,23.334625,2.07404785,1926.636474
27003900,474634.7607,4978543.587,-93.32160704,44.95987722,1,1,15.24,163.7926791,7.706428571,2.385199375,633.2895619,0.083384058,11.10343103,1.35434235,1940.610345
27004700,469736.6942,4964913.818,-93.38289342,44.83699183,1,1,8.2296,170.9707176,8.306530612,3.035027778,304.7021277,0.0413,6.173889286,1.0773239,1941.177037
27004800,470886.7537,4963220.205,-93.36824601,44.82179376,U,0,3.3528,83.91462014,8.3990625,1.323135,297.7866197,0.110583333,73.381,1.93613155,1978.035735
27006100,469048.0028,5003325.429,-93.3939699,45.18273207,U,0,3.3528,37.21781175,7.424259259,1.75652,541.1666667,0.32398,8.658823529,3.44166665,1968.83936
27006900,461179.8475,4969570.841,-93.49150821,44.87849924,U,0,2.5,44.88920155,8.971463415,2.113559322,320.035,0.044047619,11.16914444,0.328426575,1902.672593
27007000,460770.4842,4967261.896,-93.49651231,44.85769217,1,1,5.1816,113.9254011,8.061142857,1.708861489,541.0571429,0.119774194,36.07101,2.482206575,2004.3226
27007100,461076.5578,4968472.695,-93.49273157,44.86860832,1,1,11.2776,30.73503423,7.231578947,5.115182524,339.8153846,0.250392857,14.09285714,3.03402565,2000.39145
27007600,462432.439,4966108.018,-93.47539289,44.84739464,U,0,4.572,96.91368327,7.797282609,1.895910053,538.4305263,0.340470588,29.01854,1.62562335,2016.2772
27007800,464051.5632,4964993.522,-93.45482565,44.83744551,1,1,4.8768,167.1396003,8.426632653,0.83356175,477.7969072,0.119509434,65.82857143,1.4007796,2067.807035
27009800,465885.2662,4989149.605,-93.43325864,45.0549827,1,1,9.144,182.4669818,7.91859375,1.528961814,570.7946154,0.176437879,60.19110345,0.60293615,1932.080842
27010200,465898.2701,4987509.229,-93.43298209,45.04021733,1,1,7.9248,44.66139064,8.231104294,2.160246154,370.9316456,0.179827273,15.22210526,1.47335795,1921.010219
27010400,466900.027,4983747.102,-93.42001565,45.0063995,1,1,14.3256,924.3679962,7.777520107,1.794937626,642.7602757,0.186450877,36.7219901,0.84579565,1894.288384
27011101,467476.214,4991303.386,-93.41319372,45.07444502,U,1,10.668,296.2001406,7.825867347,1.996732921,603.0938967,0.090880769,31.598,1.46350165,1922.580449
27011102,466995.1951,4990376.854,-93.41924361,45.0660825,U,1,6.4008,56.66567453,7.594270833,1.193841667,789.3339623,0.199508824,52.28578947,3.9292139,1957.737171
27011700,460555.5178,4995288.768,-93.50142744,45.10996725,1,1,17.0688,152.0909324,7.729666667,2.827128125,444.6988016,0.156822642,15.33104167,2.4581082,1832.538382
27011800,463526.1034,4993273.079,-93.46351912,45.09198263,1,1,18.5928,237.726142,7.59507177,1.629018901,490.4479199,0.165269,27.49181818,1.07423755,1936.736565
27011900,465291.521,4992369.64,-93.44102186,45.08393915,U,0,2.1336,84.05749205,7.774705882,0.522298578,402.7181818,0.162571429,105.1416667,1.6434998,2035.772747
27013301,461073.933,4977962.432,-93.49349529,44.95403226,U,1,8.8392,187.8495713,8.216900585,3.488418079,420.7336957,0.02554717,4.734736842,0.5039666,1844.111015
27013303,458150.0187,4974879.752,-93.53030694,44.92611691,U,1,9.144,114.6126854,8.136803279,3.556056338,429.9926471,0.02972549,5.735882353,1.1335341,1844.111015
27013304,456389.7931,4972800.373,-93.55243145,44.90729334,U,1,11.5824,166.1808907,8.018226415,3.756381579,409.7421603,0.066225352,5.185555556,0.836807,1844.111015
27013600,457807.3325,4971438.802,-93.53436204,44.89512235,U,0,3.5,25.40744184,7.972325581,0.820547945,412.459375,0.128787879,65.975,3.23751045,2082.167574
27014100,455672.4016,4978808.145,-93.56204583,44.96132857,1,1,6.096,53.47596069,7.811941748,1.151054217,482.8849558,0.195,81.85925926,1.4456238,1986.027706
27015700,454890.1517,4983713.633,-93.57240302,45.0054361,U,0,7.9248,39.7336534,7.713333333,0.732941176,559,0.117888889,56.11666667,4.33015875,1966.543703
27016000,456036.4519,4981877.481,-93.55769785,44.98897994,1,1,10.668,284.9933453,7.722938596,1.227880588,510.4267782,0.42795122,41.47115385,1.14826765,1929.371581
27017600,448815.4909,4986499.159,-93.6497638,45.03009717,1,1,17.9832,832.0218934,7.688873039,1.810116312,369.4155963,0.233899231,31.7952,2.0648014,1823.3725
27018100,446298.9464,4976966.187,-93.6806916,44.94410172,1,1,12.8016,175.4459692,7.612738095,1.300968302,410.0390625,0.458513514,46.89411765,1.70799005,1914.424068
27018200,446751.4773,4975741.181,-93.67482673,44.93310899,1,1,11.2776,143.342684,7.838727273,0.788846154,449.0903955,0.370138889,54.94,0.4952311,1958.50636
27018600,441467.0802,4971497.597,-93.7413001,44.89449585,U,1,1.5,93.23164417,8.385416667,0.47754386,353.9,0.1905,99.17777778,3.2951494,2008.840799
27018800,442915.8451,4987214.079,-93.72473262,45.03608164,U,0,1.761,235.0881187,8.23,0.478076923,357.6363636,0.25995,115.425,3.0967844,1887.876597
27019101,445668.572,4990708.434,-93.69016518,45.06775142,U,1,17.4,352.7175963,7.6484375,1.542739044,427.2375867,0.282181915,59.90214286,1.8306529,1848.416634
27019102,447556.8013,4989703.924,-93.66607589,45.05885204,U,1,17.4,204.5183723,7.451666667,1.297797101,422.3709677,0.359661538,44.675,1.6206607,1848.416634
27019200,441575.5256,4990431.648,-93.74212217,45.06493403,1,1,8.8392,263.2767548,7.86295082,1.729205602,333.8449438,0.129330526,37.99,1.0744331,1874.698924
27068300,480274.036,4971094.337,-93.24981637,44.89299835,U,0,13.716,13.55377872,7.417,1.4024,497.3333333,0.236428571,21.82857143,4.38055555,1990.651652
27071100,469335.8538,4979676.276,-93.38885959,44.96986448,U,0,1.7,42.93071437,8.473333333,1.306716418,416,0.045,12.608024,1.83088615,1894.941427
27073400,466418.1019,4979524.679,-93.42584925,44.96836787,U,0,1.1,39.1529,8.565,1.041111111,1090.5,0.03775,7.564,1.82039215,1861.883079
29002500,365394.731,5204181.422,-94.76980163,46.97747805,U,0,19.812,232.4033152,7.773333333,3.295625,285.6163265,0.026588235,7.796,0.1837523,1512.336142
29004500,366550.0103,5205435.954,-94.75498859,46.98899574,U,0,12.192,175.2069383,8.008947368,3.151978182,334.1,0.041875,3.5475,0.16756905,1476.139033
29007500,366686.8893,5224841.821,-94.75892535,47.16356766,U,0,40.2336,2433.396106,8.543333333,3.980273574,293.3333333,0.012827586,2.877826087,0.15670965,1408.999773
29009300,358083.3179,5198956.483,-94.86424873,46.92895876,U,0,10.668,345.6349048,7.899333333,2.670647368,173.1083333,0.026521739,10.21625,1.18449945,1503.4315
29010103,357213.3235,5210928.864,-94.8794421,47.03645118,U,0,14.9352,269.6679322,8.273333333,4.960642105,226.0833333,0.021333333,1.755,0.1249568,1384.316608
29013000,360455.1879,5224657.8,-94.84104627,47.16062098,U,0,15.5448,35.80040989,7.924444444,5.750516364,85.756,0.01,1.68,1.47340455,1451.460861
29015700,345319.7333,5185858.651,-95.02736886,46.80831366,0,0,7,212.5015822,7.756666667,2.05166875,312,0.031818182,5.254,1.74136065,1486.695985
29016100,347737.1587,5194997.873,-94.99875189,46.89106421,0,0,39.0144,1926.114318,8.41,3.074604975,268.3333333,0.012222222,4.662916667,0.02462415,1453.842016
29021700,348823.5182,5228178.639,-94.99560008,47.18971567,U,0,1,239.753216,9.03,1.8,194.3333333,0.016,3.08,0.2860668,1387.056971
29024100,349713.6153,5245479.257,-94.98968176,47.34550283,U,0,4.8768,204.9263604,8.198888889,2.753745455,332.2,0.038,11.9,2.0943348,1435.362541
29025000,338695.4017,5203542.845,-95.12039383,46.96577351,U,0,4.2672,428.7166208,8.330322581,1.53748288,292.5764706,0.047233333,20.86516129,0.8218046,1562.214094
29030900,336301.737,5244849.983,-95.16688834,47.33662567,U,0,64.9224,237.8983904,7.861724138,2.791125,363.4740741,0.01175,9.15,0.42287155,1436.932833
30000900,493232.0582,5028964.684,-93.08649634,45.41416939,U,0,1.524,298.1597176,9.0124,0.273448925,208.0714286,0.279892857,120.5411765,3.98842665,1932.628367
30002200,488125.7097,5046730.016,-93.15218693,45.5740091,1,1,10.668,228.0634256,7.782857143,1.643534239,264.5,0.046875,22.4,3.1312536,1809.496913
30004300,485448.7306,5044651.955,-93.1864344,45.55525364,1,1,9.144,360.0077965,7.65,1.754300313,288.5,0.049,31.42625,2.67071905,1720.193455
30004400,481799.8202,5053622.779,-93.23351944,45.63591336,U,0,3.3528,145.9278724,8.276666667,1.0389,325.5714286,0.1375,61.2,4.13016945,1875.186287
30007200,473012.8948,5035701.332,-93.34527009,45.4743184,1,1,3.048,387.365787,8.75,0.650674965,176.6666667,0.118333333,57.76,1.4437462,1946.72527
30008000,474179.1928,5039191.81,-93.33053257,45.50578033,U,0,2.4384,269.4317168,9.07,0.342280422,174.125,0.504,363,1.64658105,1953.238347
30008300,476291.0688,5044683.191,-93.30376476,45.55528306,U,0,1.524,275.3932572,9,1.95,142.6666667,0.0125,1.85,3.845189775,1689.731049
30011400,462025.5171,5038711.519,-93.48607003,45.50090121,1,1,3,88.45487481,8.836363636,1.158189091,302.5833333,0.1695,35.15,2.98477535,1902.670321
30013800,463352.1049,5054196.138,-93.47025206,45.64034494,U,0,4.8768,410.8366017,8.665384615,1.48,270.1538462,0.127333333,85.8,1.156007,1851.530406
30014300,464501.5541,5055854.436,-93.45562423,45.6553304,U,0,3.048,156.826606,8.774615385,0.818181818,283.4615385,0.192,40.5,4.4962688,1886.412729
31019000,476043.1676,5239325.143,-93.3169353,47.30696056,1,1,12.2,238.7644366,7.841,3.937785366,328.03125,0.0945,3.951666667,2.18558975,1457.753901
31019100,475734.9307,5238414.911,-93.32096346,47.29875881,1,1,12.2,140.7759677,7.805151515,3.768225067,299.36875,0.08525,3.381666667,2.2097845,1457.753901
31037000,459656.0002,5233546.116,-93.53319783,47.25415674,1,1,10.3632,105.5998997,7.56,2.609725926,108.3333333,0.032098,10.37,4.63813175,1497.518414
31037200,460063.4624,5232616.422,-93.52772982,47.2458163,1,1,16.1544,38.96666076,7.632307692,4.188910112,178.0571429,0.0564375,2.965,2.4381851,1490.603493
31037300,458525.5407,5232579.362,-93.54804787,47.24538744,1,1,17.0688,130.3655334,7.920689655,4.792315862,251.1939394,0.056214286,3.788571429,1.21289215,1470.707515
31055400,449140.6203,5222846.492,-93.67094822,47.15715254,U,0,32.004,1209.972698,8.000925926,4.591886189,281.8113208,0.010428571,2.012,0.1181798,1410.264543
31057600,450645.7713,5240809.853,-93.65307635,47.31889792,U,0,22.86,2715.149836,8.12,4.317434312,230.75,0.040940909,6.048888889,1.8778654,1428.06178
31082400,427002.9179,5270350.243,-93.97076898,47.58245646,0,0,21.3,714.5568552,8.405,3.03,197.5,0.074266667,3.633333333,3.42646685,1445.017543
31082600,424231.5259,5274125.994,-94.00827169,47.6161069,0,0,21.3,3579.300477,8.022,3.239904189,213.94375,0.061733333,8.323333333,2.75863485,1445.017543
31092100,403240.0646,5272901.907,-94.28727567,47.60230072,U,0,8.5344,622.4190995,8.208333333,1.860244675,283.7142857,0.059714286,13.30875,3.2003927,1521.189956
31092800,397044.2697,5260943.002,-94.36687962,47.49377194,U,0,1.524,559.7163413,8.59125,1.056363636,147.2428571,0.03125,8.533333333,1.39556445,1525.6795
31093400,394654.1683,5277474.805,-94.40256698,47.64209584,U,0,3.048,324.6392778,8.106666667,1.131818182,169.5714286,0.06,35.30571429,5.94824655,1441.00753
32002000,330437.9296,4822561.825,-95.09863826,43.53674561,0,0,2.7432,707.6827167,8.566666667,0.522945161,449,0.331307692,211.1975,0.5887348,1888.246992
32004500,322845.3594,4845812.801,-95.20016801,43.74418215,U,0,1.766805678,457.3296828,8.816,0.402201905,462.75,0.215,119.1571429,1.27233535,1901.859889
32005300,322421.8307,4850450.315,-95.20695836,43.78580542,U,0,1.478,89.22924318,8.61,0.413571429,348.5,0.2306,126.5,0,1912.23905
32005702,318573.5347,4846494.339,-95.25341197,43.74928062,U,0,1.146,4874.020871,8.35,0.248571429,801,0.211,167.9,2.2161609,1914.158677
33000100,493455.6079,5109486.656,-93.08472989,46.1389247,U,0,3.6576,314.5339779,7.547272727,0.879058824,85.7,0.0486,35.98333333,4.30316555,1748.68781
33000900,485891.8121,5095686.201,-93.18224823,46.01460362,U,0,3.048,412.2003195,7.513333333,1.876699744,21.65,0.0275,6.197777778,3.9515359,1653.674861
33001500,486364.1991,5082708.805,-93.17577632,45.89781181,U,0,3.048,226.3792886,7.874375,0.747664348,147.1875,0.138916667,40.65,7.0424371,1741.916041
33002800,476827.2225,5091724.46,-93.29915023,45.97870035,1,1,4.2672,1259.242339,8.028571429,1.061242409,141.8388889,0.164888889,42.62380952,3.3726282,1754.529443
33003200,471588.5988,5066096.801,-93.36526359,45.74784473,U,0,14.3256,178.9956948,7.831304348,2.17827525,296.4166667,0.058909091,12.316,4.45353515,1827.057799
33003600,475123.2219,5075249.995,-93.32029393,45.83036463,U,0,2.7432,506.4074536,8.562727273,0.871509029,179.2142857,0.149166667,70.4,4.939691,1744.249808
33004000,468170.6092,5084680.848,-93.41043261,45.9149593,U,0,4.8768,653.492475,7.993529412,1.114772762,121.2888889,0.3718,43.17857143,4.84086875,1688.474116
34003200,359420.3805,4993686.854,-94.78623021,45.08267728,U,0,7.9,89.37029953,8.120357143,1.445903374,480.6666667,0.0206,5.66,0.48395,1834.358727
34006200,356269.3698,5014908.33,-94.8323628,45.27297489,1,1,3.6576,647.1177842,8.31,1.414248763,403.3,0.028708333,9.995833333,0.9371278,1666.933838
34007600,353179.2346,4993604.079,-94.86546588,45.08066499,U,0,2.4,791.0970348,8.295555556,0.659593655,521.1111111,0.267,31.542,2.45149105,1795.165383
34011500,344790.422,5009877.457,-94.97704753,45.2252754,U,0,2.5,148.8433607,8.777142857,1.364,350.6,0.048333333,8.2,1.3715844,1730.552886
34011600,343572.316,5010503.949,-94.99275129,45.2306418,1,1,17.0688,75.32252934,7.857575758,3.755335229,455.8235294,0.277,3.438,0.35455025,1759.261903
34011700,343655.7922,5009573.065,-94.99139598,45.222286,U,0,2.5,68.6679881,9.044375,1.632727273,372.7058824,0.0805,6.233333333,1.5218182,1732.208909
34011900,347375.7174,5008251.812,-94.94363692,45.21121565,1,1,11.8872,78.98581353,8.425,3.80675392,491.3333333,0.014818182,3.405454545,0.67173985,1702.110086
34018600,340668.6108,5002489.357,-95.0271565,45.15789153,U,0,1.5,229.1287061,8.649090909,0.3706,567,0.118666667,25,3.1117822,1851.251806
34019200,340163.6761,5007526.113,-95.03519094,45.20308779,U,0,4.572,1567.875065,8.76372093,1.970582917,650.5714286,0.099235294,20.83117647,0.73008685,1777.380185
34019600,340511.7303,5003815.869,-95.02957506,45.16978941,U,0,3.048,204.2564646,8.667619048,0.654225352,566.8636364,0.10375,29,1.14918435,1855.821658
34020400,337838.7254,5011143.133,-95.06595379,45.23509427,U,0,1,654.3163757,8.79,0.730909091,406.4,0.053,6.27,3.018784,1746.777815
34020600,339783.6144,5019417.286,-95.04386259,45.30997204,1,1,7.9248,758.8917184,8.74,2.897784615,408,0.02475,3.226666667,0.44939565,1755.411032
34020800,337301.6185,5019501.14,-95.07553196,45.3101555,U,0,3,368.4939406,9.1,0.74652,381.2333333,0.0675,16.364,1.4500767,1819.666318
34021700,338585.3168,5013040.328,-95.05706438,45.25233255,1,1,8.8392,705.3908055,7.509090909,2.932885854,400,0.021615385,5.376153846,0.3368471,1740.826802
34022400,335557.2878,5022013.706,-95.09860396,45.33235054,1,1,12.192,521.1049186,8.335333333,2.298534347,410.1333333,0.038722222,10.67571429,0.57876655,1734.321772
34024500,333118.2222,5005479.628,-95.12415468,45.1830454,U,0,4.2672,513.0550717,8.729411765,0.5065625,521.5714286,0.1208,8.8,1.3246291,1855.284439
34024600,334980.1001,5004891.79,-95.10027732,45.17819566,U,0,3.9624,657.7206305,8.864615385,0.739019231,502.4545455,0.091333333,46.23333333,1.505928975,1833.868144
34028300,331527.1545,5001887.935,-95.14318,45.15035849,U,0,1.8288,200.7680931,8.682222222,0.650952381,500.75,0.182,62.6,0.8903029,1809.872082
38026000,637560.5355,5271908.94,-91.1704754,47.58599732,U,0,0.9144,66.2361733,7.26,0.8,54.3,0.017,1.05,6.8863095,1412.635756
38039300,629792.7656,5275713.149,-91.27260888,47.62181227,U,0,9.144,406.1095993,7.527954545,3.292643077,81.44680851,0.013666667,8.241666667,1.556557025,1292.760958
38040600,628590.6963,5245011.233,-91.2975473,47.34591891,U,0,9.144,295.1029288,7.421428571,3.342264564,83.40434783,0.018833333,5,1.39570555,1474.143218
38053900,613954.9401,5254711.015,-91.48874836,47.43588253,U,0,1.8288,175.5803856,7.24,1.209938462,66.83333333,0.02,4.314,9.706404,1214.914398
38065600,602947.4552,5263705.476,-91.63258487,47.51862281,U,0,1.95776651,1329.214015,6.851666667,0.871550769,34.475,0.022,8.1025,8.82160625,1329.249188
38066400,602690.8698,5284619.213,-91.63109043,47.70678737,U,0,3.9624,81.1282586,6.464,2.923090909,25.25,0.011,3.1875,2.4725183,1280.796494
38068600,609012.7341,5277133.822,-91.54871299,47.6384216,U,0,3.781742386,272.8491565,7.273333333,0.700108333,56.85714286,0.027,2.666666667,7.01185135,1385.219744
38074400,594384.5494,5226696.487,-91.75415533,47.18698728,U,0,6.096,237.7215212,7.903846154,3.244007059,124.275,0.014,3.835,2.3357778,1369.442938
40000200,456956.1441,4897204.745,-93.53893673,44.2268002,0,0,3.048,892.0122654,9.338,1.276628955,420.2857143,0.596285714,45.7,3.1675837,1956.660444
40003100,451494.0362,4897656.66,-93.60736407,44.23052552,1,1,9.4488,1357.802544,8.445555556,1.787206184,435.4545455,0.423714286,40.67833333,1.623247925,1923.721501
40003300,448915.3369,4912955.992,-93.64114826,44.36808112,U,0,20.1168,268.8642213,8.224302326,2.832355484,389.1693182,0.251730769,23.86875,0.78978405,1894.024779
40005100,446861.8396,4897534.563,-93.66534971,44.22910325,U,0,16.1544,77.4026774,7.5744,3.84449823,344.4642857,0.0186,4.596666667,4.4084918,1906.770786
40006300,442012.6682,4902673.112,-93.72663155,44.2749927,1,1,15.24,881.7572119,8.278,1.614943182,331.5423729,0.149323529,42.87578947,0.8241802,1989.784453
40009201,439258.8941,4902672.794,-93.76113574,44.27476513,U,1,11,684.5721786,8.615833333,1.7952689,325.8478261,0.136566667,44.70294118,0.86667055,1852.709159
40009202,434161.9817,4902634.203,-93.82499304,44.27397434,U,1,7.0104,438.811772,8.507714286,1.106397473,339.7666667,0.1538,48.90666667,0.51722985,2039.041695
40010400,434928.8365,4904298.126,-93.81559203,44.28902222,U,0,2,376.8103981,9.007142857,0.945454545,404.1428571,0.287,153.9866667,0.30792175,1861.668474
40011700,430413.1383,4900376.834,-93.87166288,44.25330449,U,0,12.4968,1516.114262,8.264166667,1.721432876,360.0714286,0.13772973,67.07695652,0.278648,1991.950153
40012400,426829.2869,4906709.285,-93.9174363,44.30995729,U,0,10.9728,299.999889,8.104285714,1.00314704,424.8333333,0.475666667,33.2,1.524323725,1977.836567
41002101,253265.9569,4916765.493,-96.09634051,44.36218967,U,0,1.8288,547.0790276,8.574444444,0.682812584,665.2111111,0.232333333,46.375,1.2493091,1830.693489
41003400,247511.7916,4920178.964,-96.17009949,44.39089456,U,0,2,221.2030697,8.792,1.019366154,838.6,0.160333333,11.85,1.46284595,1722.309515
41004300,241464.6749,4909381.575,-96.2405481,44.29171072,U,0,2.7432,2699.47835,8.699166667,0.946164922,518.4285714,0.4243,67.03333333,1.0332458,1754.794933
41008900,232570.0368,4922309.079,-96.35848456,44.4046815,U,0,3.314397275,996.2861018,8.7559375,1.629599725,621.22,0.183705882,50.4532,2.9617892,1767.077503
43009800,385658.1651,4961639.42,-94.44570999,44.79900549,U,0,1.7,347.3171972,9.05,0.442307692,419.5,0.1016,45.43333333,3.90976085,1956.747285
44001400,299802.1232,5234429.728,-95.64487904,47.23281372,0,0,8.2296,1127.004654,8.468780488,3.092527138,289.3342857,0.014125,5.1275,0.67218955,1465.133418
45000100,286472.812,5374824.545,-95.89010101,48.49023509,U,0,1.2192,6896.310883,8.432,0.869,278.5,0.031,5.77,6.786947,1438.67726
46002400,381613.0899,4835394.751,-94.46830817,43.66212868,U,0,5.5,83.16646376,8.488571429,0.849451429,359.2888889,0.123,92.325,1.0216013,2029.527434
46002500,381488.8933,4834149.727,-94.46957465,43.65090232,U,0,5.5,138.2032017,8.44,1.1433975,396.1545455,0.132142857,45.53333333,0.4402003,2004.196783
46003000,381702.7238,4832944.864,-94.46666,43.64009126,U,0,5.7912,227.9088988,8.414166667,1.369978654,389.9545455,0.104111111,83.46666667,0.68903225,1997.760179
46003100,381504.7219,4831004.322,-94.46868855,43.62259267,U,0,7.62,548.0516689,8.2,1.1254534,434.1266667,0.1069,54.425,0.60010535,2002.91439
46003400,381093.7568,4829307.407,-94.47340754,43.60725297,U,0,4.8768,182.0878862,8.105833333,0.733561905,407.0090909,0.0978,97.45,0.64230475,2057.608975
46010900,363100.1587,4837403.671,-94.69833427,43.67702985,U,0,6.096,951.0200807,8.515652174,1.25688619,414.0545455,0.1165,150.0571429,1.3294534,1936.011621
47002600,397866.2809,4995498.84,-94.29824835,45.10557959,U,0,8.2296,163.7718705,7.941818182,2.343744552,355.0384615,0.082222222,17.2875,2.51468345,1875.59501
47003200,397975.2524,4993364.933,-94.29642887,45.0863913,U,0,8.8392,201.2038934,8.626153846,1.207148342,341.75,0.284941176,51.77692308,0.88509975,1928.860488
47004600,391692.6105,4991589.911,-94.37585655,45.06948349,1,1,5.1816,2438.09043,8.132,1.24409581,328.75,0.02952,13.40263158,0.2790824,1872.198812
47004901,387490.0177,4981829.497,-94.42704249,44.98099313,U,0,6.4,863.9271849,8.575416667,1.499688092,332.3571429,0.060727273,21.99833333,0.5007244,2465.421539
47005000,386200.9021,4990291.544,-94.44530294,45.05693791,1,1,15.24,292.5220964,7.954615385,2.691745653,487.652381,0.037857143,8.022857143,0.5494019,1816.506289
47006400,388068.5447,4985112.44,-94.42043671,45.01062832,1,1,7.62,189.5482273,7.957083333,1.717722105,373.1576923,0.152428571,7.31,0.9205166,1863.85001
47009500,386631.837,5014501.227,-94.44533141,45.27486529,1,1,4.8768,529.0691257,8.48,0.764509613,429.5166667,0.159038462,71.06,1.5737925,1868.990662
47013800,376468.983,4993804.625,-94.56972368,45.08691932,U,0,1.1,153.2284545,9.463333333,0.887272727,308,0.037,7.155,1.51113495,1771.382184
47017700,368685.5883,4996004.87,-94.66916424,45.10531503,U,0,3.048,782.5813901,9.04375,0.481285272,293.7166667,0.182428571,200.3428571,1.6679575,1881.693408
47018300,370021.685,4993414.21,-94.65151577,45.0822511,U,0,3.048,273.9835819,7.9175,0.610526316,393.28,0.19,225.8,2.90240425,1888.314532
48000200,450184.7693,5121183.206,-93.6461671,46.24239952,1,1,12.192,128250.5327,8.151408451,3.446957241,176.9859155,0.028068182,4.242833333,0.48547845,1632.862617
48001200,444369.8722,5106296.166,-93.71983774,46.10797461,0,0,3.6576,583.7556904,8.654615385,1.635155556,170,0.042,22.01,1.8258815,1627.086785
48001400,440235.6818,5110611.134,-93.77387181,46.14645701,0,0,2,409.1381422,7.95,1.558461538,301.0666667,0.0255,3,4.2190361,1539.843699
49001600,427286.0121,5109597.31,-93.94137711,46.13607563,U,0,15.5448,1103.40191,7.625555556,2.627467925,136.4037037,0.0184375,7.188571429,3.23652415,1610.27787
49014000,372932.1521,5074678.899,-94.63555172,45.81396629,U,1,26.5176,235.6393261,8.013690476,4.001053755,332.4105882,0.045882353,2.308333333,1.04846195,1621.103739
51001800,293475.8214,4883690.943,-95.57926687,44.07727971,U,0,2.4384,126.9019196,8.89,0.497476923,582.475,0.059,78.1,2.12248755,1892.447636
51002100,291105.347,4859036.975,-95.59914798,43.85486383,U,0,2.7432,122.7147588,8.399375,0.833167792,774.9244444,0.137421053,35.29522222,2.92112335,1826.463397
51002400,286296.2514,4869764.462,-95.66322224,43.94997014,U,0,1.504715174,326.045198,8.838,0.253444444,662.6,0.19625,185.1,2.45662635,1886.125654
51006300,278703.832,4892734.895,-95.76734352,44.15429852,0,0,2.7432,1209.245167,8.621666667,0.608394955,622.5555556,0.164,67.94333333,2.085905425,1883.640932
51008200,264417.8409,4894357.579,-95.94649172,44.16442371,U,0,3.262371599,405.7391043,8.793333333,0.345657436,713.4545455,0.142,88.6,2.32670625,1842.689997
56038300,288040.9302,5150577.124,-95.76114355,46.47542385,0,0,18.288,7545.693746,8.676,2.851681712,328.6666667,0.024646341,8.85225,0.319278638,1601.173836
