DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,SURVEYED,EWMSTATUS,avg_secchi,max_secchi,roaddensity_density_mperha,ACCESS.avg.ann.gdd,MIROC5.avg.ann.gdd,IPSL.avg.ann.gdd,GFDL.avg.ann.gdd,MRI.avg.ann.gdd
3036000,Lake or Pond,280357.3017,5184987.564,Becker,Y,0,2.666774458,4.9,37.7049,1487.788990464755,1479.8003354056384,1497.9711412439033,1497.4930089391432,1377.10790263252
3036300,Lake or Pond,282167.9589,5184513.077,Becker,Y,0,3.076574074,6.4,75.4711,1610.83741723149,1605.248203313725,1623.4598545874467,1625.3294248700417,1501.06291151485
3037700,Lake or Pond,278329.0952,5178589.81,Becker,Y,0,2.353666667,3.1,32.4903,1494.4554779431933,1484.744180093095,1498.1434475717501,1497.9836990605268,1385.5616055710234
3038100,Lake or Pond,283887.3869,5185648.39,Becker,Y,0,3.245002198,7.77,75.4711,1531.198914656975,1533.6685691295984,1552.3694275740067,1546.63092786377,1427.6406711559084
3038600,Lake or Pond,284071.2023,5195154.076,Becker,Y,0,2.644978641,6.705,35.2217,1560.0795560661118,1562.5880846824434,1584.067109856185,1578.210437638665,1458.9093011385585
3038700,Lake or Pond,282239.0987,5194814.211,Becker,Y,0,2.6924,3.3528,35.2056,1503.6330328775866,1502.4212618882,1519.3126222463516,1515.888448547835,1398.9086980571567
3047500,Lake or Pond,278686.5035,5180620.475,Becker,Y,0,2.997572292,6.7,58.4443,1597.9273980656599,1597.27509286068,1615.482728183175,1615.5581838217734,1495.2022747920132
3050000,Lake or Pond,272108.1911,5181382.431,Becker,Y,0,3.909420905,6.7,27.6587,1573.8369074399666,1570.8848157413183,1585.997019716315,1588.3928612406917,1467.3225317778067
3050300,Lake or Pond,273249.5288,5180367.732,Becker,Y,0,3.955167273,6.71,33.2254,1530.945295697275,1528.6080901056484,1546.7788668440683,1542.567365698025,1426.731326870635
3057600,Lake or Pond,266513.5936,5183835.341,Becker,Y,0,5.343870615,12.115,40.0909,1551.0200769518783,1554.17447943157,1566.4863528353499,1572.469747909385,1450.519728410985
3058200,Lake or Pond,263241.1885,5180061.453,Becker,Y,0,3.096254902,6.705,44.5934,1549.7320523772116,1543.8528067598318,1558.3749068487032,1559.3409321055033,1440.925870956735
3058800,Lake or Pond,260951.9244,5185361.482,Becker,Y,0,2.370292408,6.2,27.6805,1620.385896450955,1620.0805504339166,1637.5065162999567,1636.661640921955,1516.0206527819216
3059500,Lake or Pond,262694.9827,5184504.816,Becker,Y,0,2.334433657,5.79,29.3227,1535.5440868522483,1528.895386551435,1542.4741002213484,1543.9940029337167,1424.8159358927335
3060200,Lake or Pond,262768.0881,5182869.397,Becker,Y,0,3.482405122,6.4,29.3227,1535.5440868522483,1528.895386551435,1542.4741002213484,1543.9940029337167,1424.8159358927335
4000700,Lake or Pond,386010.2932,5261705.448,Beltrami,Y,0,2.02823,5.18,30.0221,1579.8970005739916,1596.5593815588568,1608.8255724554283,1596.3384919145383,1488.4254442079034
4001100,Lake or Pond,389881.5343,5266872.332,Beltrami,Y,0,3.813155556,5.49,18.0134,1551.218483529905,1572.4816337219384,1574.05616388276,1565.4299065652467,1466.1536180242383
4001500,Lake or Pond,384244.5832,5262691.001,Beltrami,Y,0,2.488284444,3.4,15.8043,1579.8970005739916,1596.5593815588568,1608.8255724554283,1596.3384919145383,1488.4254442079034
4003000,Lake or Pond,383263.2813,5253299.763,Beltrami,Y,0,3.376936073,6.4,36.0916,1554.4725274175717,1569.3594506988384,1577.6854148840084,1573.2353169993216,1462.2799874807183
4003100,Lake or Pond,383397.8927,5264660.4,Beltrami,Y,0,2.16488,2.44,19.0518,1519.3126054546817,1528.8232645475682,1538.9038320328232,1531.6757433537866,1423.1991635998083
4003200,Lake or Pond,385138.8669,5268671.869,Beltrami,Y,0,2.95439931,5.94,10.0108,1592.5437185868734,1608.5081330736084,1615.9369377821233,1611.198736610665,1501.52420683557
4003800,Lake or Pond,375450.7932,5257031.407,Beltrami,Y,0,3.332047664,5.5,32.8712,1559.52747486612,1578.5329814115585,1580.3892957642734,1576.0864993487135,1466.4794125389567
4004200,Lake or Pond,382452.2371,5257389.436,Beltrami,Y,0,3.59,4.9,25.4363,1554.4725274175717,1569.3594506988384,1577.6854148840084,1573.2353169993216,1462.2799874807183
4006900,Lake or Pond,378765.6053,5287832.935,Beltrami,Y,0,2.660000296,7.32,54.815,1544.266812090625,1561.3598634195382,1570.4173117132334,1560.92817070696,1448.03338548062
4007900,Lake or Pond,372571.4264,5253089.475,Beltrami,Y,0,3.015633793,6.4,34.9738,1587.1731680014366,1606.538144028195,1615.1934315370183,1605.75088204082,1495.431724989395
4013500,Lake or Pond,363943.0974,5273006.728,Beltrami,Y,0,3.757906006,6.25,53.0268,1525.7516179089484,1540.9344982537834,1545.842923846545,1541.662068278425,1426.683102471895
4014100,Lake or Pond,357379.936,5255916.258,Beltrami,Y,0,2.9446,3.96,88.1549,1558.1925234271816,1568.7280975993133,1590.312710614045,1584.5767838996817,1463.3917951712965
4014200,Lake or Pond,356225.2552,5254664.925,Beltrami,Y,0,2.532378049,6.25,40.1803,1591.7481743277983,1603.5025616161183,1624.0953232574434,1613.835036773815,1493.0910036352816
4015900,Lake or Pond,359651.8685,5275509.018,Beltrami,Y,0,3.315811554,6.71,43.7931,1457.6529527568466,1468.048219897715,1483.3585009408785,1477.2800707133883,1353.43467252034
5001300,Lake or Pond,409065.841,5064907.184,Benton,Y,0,0.786390981,3.8,38.7275,1878.0277671183817,1909.0195386599232,1886.3024881436734,1898.6027456067932,1776.7010876023417
7004400,Lake or Pond,435926.3612,4893233.802,Blue Earth,Y,1,1.493440485,6.8,73.1354,2046.1079224955618,2073.0519253667635,2031.6351023783616,2059.1604026407035,1921.0204614311033
7005400,Lake or Pond,433248.5622,4895737.786,Blue Earth,Y,1,1.2991152,3.81,65.8484,1974.0680452051283,2003.3903282737951,1955.4524064495267,1981.3882256667785,1850.0287063773333
7007900,Lake or Pond,417777.2175,4857511.654,Blue Earth,Y,1,1.350859353,3.1,20.2353,2057.564517929395,2079.5379895296533,2037.8058858837298,2051.056607584678,1914.777652614175
9000800,Lake or Pond,541359.8476,5163533.842,Carlton,Y,1,3.826360935,6.4,47.826,1413.533093121275,1428.2917369250417,1443.2715770923817,1431.27067150513,1327.4523480266
9003400,Lake or Pond,524769.8395,5149446.059,Carlton,Y,1,2.778178621,7,76.0069,1435.6653978854683,1451.6204731242933,1456.5828416694949,1449.5744931562483,1346.0211737208817
9003500,Lake or Pond,524728.5726,5147797.757,Carlton,Y,1,3.612104455,13,66.8005,1445.642422497585,1464.2762387370467,1466.957721576925,1461.3279496323885,1355.885735310375
10000200,Lake or Pond,458766.2128,4964838.5,Carver,Y,1,2.220684103,9.7,92.216,2025.001469452755,2055.5320922630317,2023.4193104293984,2041.5514373037834,1911.2746952262632
10000500,Lake or Pond,453295.2316,4959665.599,Carver,Y,1,3.527896552,9.1,74.5059,1995.782228711075,2022.5116785100868,1987.8568642361784,2012.2270619244,1879.6014014747068
10000600,Lake or Pond,458129.278,4969419.185,Carver,Y,1,1.534992195,4.6,126.0616,2026.163995245035,2057.2458343723747,2027.6268502927383,2040.1602041837866,1912.75036955471
10000700,Lake or Pond,455808.8316,4969527.077,Carver,Y,1,1.438565401,6.9,58.2076,2069.57601417251,2098.0961827412048,2069.3603014319983,2081.6132736628383,1951.734292986885
10000900,Lake or Pond,451923.2334,4969723.697,Carver,Y,1,2.677137166,8.23,83.788,1905.5566762795834,1937.19574358415,1905.9973211339584,1918.4597766846034,1788.8254844299568
10001200,Lake or Pond,455777.7334,4968803.557,Carver,Y,1,2.898924675,7.2,25.6257,2018.8834307912084,2046.6800249383034,2014.8466706647916,2032.524436271895,1901.7869862404532
10001300,Lake or Pond,457234.7434,4966615.391,Carver,Y,1,1.457567917,4.75,110.723,2052.710002175608,2083.090230984185,2057.2922743755116,2066.4243503192033,1936.0770975402766
10001500,Lake or Pond,450035.3473,4970489.965,Carver,Y,1,1.476571503,4,89.2722,1984.7505807111118,2013.8470598440583,1981.4351796257115,1994.3669704978,1867.4027503489383
10001800,Lake or Pond,448964.4579,4969387.824,Carver,Y,1,1.780411765,5.5,67.7221,1975.1290190875566,2002.9659619364284,1973.4419899689167,1984.0702111239566,1860.1045546997966
10001900,Lake or Pond,449417.4961,4965063.183,Carver,Y,1,2.168862253,7,69.6609,1948.670509984735,1977.4007852723182,1942.8727111117566,1960.223235629215,1834.33992599207
10002900,Lake or Pond,441319.1837,4959435.693,Carver,Y,0,0.79807218,3.585,4.9428,2130.55176868643,2149.309685406938,2121.596693012437,2136.0922676919818,2011.3381354785802
10004100,Lake or Pond,447386.2309,4970187.927,Carver,Y,1,2.878928462,8.83,40.9,1859.256534770665,1886.2914431496467,1851.84936191512,1864.98257365378,1742.0486984309382
10004200,Lake or Pond,442272.4131,4970141.587,Carver,Y,1,1.067381643,5.4,18.1459,1973.7120371855267,1996.2340728343934,1967.4081612290565,1978.779617019085,1852.61022059556
10004300,Lake or Pond,443758.2643,4968752.578,Carver,Y,1,1.208,2.75,2.9742,1930.3116962833901,1959.2344294504767,1919.4761558585183,1931.2668787094983,1814.6509944985733
10004400,Lake or Pond,445713.504,4968365.055,Carver,Y,1,1.6764,2.1336,31.4563,1935.442654591515,1961.6896908853432,1930.6455551151732,1943.8239200544717,1823.36950728184
10004401,Lake or Pond,445173.1132,4968516.596,Carver,N,1,2.742178218,7.15,31.4563,1935.442654591515,1961.6896908853432,1930.6455551151732,1943.8239200544717,1823.36950728184
10004402,Lake or Pond,446245.3759,4968215.903,Carver,N,1,1.603873874,4.3,47.9126,2017.1951434741184,2045.8898124877633,2019.5093872296684,2036.2608931848183,1908.529983291405
10004500,Lake or Pond,447920.1069,4968362.151,Carver,Y,1,2.200882353,7.14,64.3282,1967.4759348413766,1989.2784957830468,1959.380147154785,1975.60957071211,1854.0992497139966
10004700,Lake or Pond,446838.2232,4967089.288,Carver,Y,1,1.989560976,3.95,68.87,2012.0296041458416,2031.4200886735284,1999.5278180064133,2016.3733984247933,1897.3669445229084
10004800,Lake or Pond,446667.9857,4965550.873,Carver,Y,1,1.275933409,7.6,45.0392,1950.20558556969,1970.6830645484217,1942.4893545705884,1952.9469814755435,1835.8991076222032
10005200,Lake or Pond,441004.181,4965322.65,Carver,Y,1,1.690663725,6,35.0387,1940.2184193990101,1967.4861114311734,1928.309065127885,1949.0562757781834,1823.4949617796833
10005300,Lake or Pond,444817.34620000003,4964659.238,Carver,Y,1,2.575627976,6.1,29.2657,1927.3088038909266,1952.6469476340817,1919.8916648480017,1933.4823821933217,1812.0985856463751
10005600,Lake or Pond,446398.2862,4970816.85,Carver,Y,1,2.66085913,5.4,22.3999,1963.9406312541034,1990.01951927901,1958.4939512496867,1971.44594183471,1849.57682412909
10005900,Lake or Pond,438075.9935,4968663.038,Carver,Y,1,2.542670505,7.435,77.877,1959.3027612985616,1983.9824644236332,1950.9176753728584,1961.3689953746866,1846.4438396075684
10008400,Lake or Pond,436404.8982,4966513.274,Carver,Y,1,1.625412903,4.2,77.0026,2022.203167246575,2047.1989893831067,2018.2518050711367,2030.24158784001,1908.3269473868268
10008800,Lake or Pond,430824.8051,4962821.211,Carver,Y,1,1.483132222,4.8,38.0517,2080.38699812021,2096.9562101073084,2070.965472719675,2088.7017564186535,1960.8963568083866
10009500,Lake or Pond,435332.1947,4975508.943,Carver,Y,1,0.656095041,3.05,24.8976,1992.5431711262365,2029.1522831399384,1986.3006000120367,1995.9062483087932,1880.8373673997733
10012100,Lake or Pond,426089.4332,4962103.69,Carver,Y,1,1.13098961,4.6,25.3988,2118.667260207497,2141.8782003332485,2111.6866820036084,2126.88983777028,1998.8605544345432
10021700,Lake or Pond,452122.0698,4964493.94,Carver,Y,1,0.502546584,2.2,83.5571,2107.887209393975,2140.8231651524566,2109.73900134043,2123.7538337861633,1995.7514917987883
10021800,Lake or Pond,452183.4779,4963730.543,Carver,Y,1,0.952101064,3.5,134.1676,2091.4099883148283,2115.695388560655,2080.853230260735,2103.0817113592616,1970.1026844598016
11004300,Lake or Pond,426418.8324,5184036.604,Cass,Y,1,3.132666667,4.2672,42.0876,1654.987112302925,1678.1168220346633,1685.0002413720783,1677.80351724291,1580.7421391143798
11005900,Lake or Pond,424640.5596,5191221.724,Cass,Y,1,3.907021424,6.4,42.9057,1644.17718619617,1665.3289167202918,1671.00241299999,1664.025116204075,1572.6415361838433
11014700,Lake or Pond,409709.2635,5254913.136,Cass,Y,0,3.323991379,7.3152,15.8709,1580.3534195172433,1595.9064437827333,1600.1029260878734,1593.1122159479883,1492.6060720087235
11017400,Lake or Pond,406494.4613,5204100.535,Cass,Y,1,4.401081928,6.7,58.7442,1581.5066643450616,1596.6087628762784,1603.9890911497432,1598.4310207421217,1497.03614401946
11019000,Lake or Pond,408541.7348,5213440.252,Cass,Y,1,2.322061538,3.2004,16.4794,1470.8910008653434,1478.9140446257334,1486.34395329456,1476.55322365808,1386.1129833058333
11020300,Lake or Pond,393301.8298,5224079.882,Cass,Y,1,2.810240606,4.370832,31.4444,1591.2621412225767,1606.9365237115733,1614.3272377849883,1606.3594328057668,1504.5969951592767
11021800,Lake or Pond,396864.3148,5153469.615,Cass,Y,0,2.835809855,5.64,42.549,1720.4074049534584,1736.30485592508,1740.5923775580618,1739.9088380260132,1630.7365631285218
11022000,Lake or Pond,397864.731,5152967.374,Cass,Y,0,2.8967875,4.11,40.768,1720.4074049534584,1736.30485592508,1740.5923775580618,1739.9088380260132,1630.7365631285218
11022100,Lake or Pond,397492.8762,5152298.523,Cass,Y,0,2.534444444,3,24.583,1720.4074049534584,1736.30485592508,1740.5923775580618,1739.9088380260132,1630.7365631285218
11022200,Lake or Pond,395341.3178,5149852.636,Cass,Y,0,1.585073289,2.82,53.7987,1720.4074049534584,1736.30485592508,1740.5923775580618,1739.9088380260132,1630.7365631285218
11024200,Lake or Pond,399816.3886,5189744.842,Cass,Y,0,4.217837073,5.7925,42.4185,1564.1385671156518,1577.205439905565,1588.480058993815,1575.4514669353616,1475.0787442916217
11041300,Lake or Pond,379995.5875,5203131.88,Cass,Y,0,5.683223621,8.2,60.5099,1479.968312900405,1482.5943733465033,1499.4415729161617,1485.41682886997,1395.17355492578
11041500,Lake or Pond,381379.0709,5245728.339,Cass,Y,0,4.547634286,7.16,36.0916,1473.4002650879183,1492.6633428725168,1499.2414501226851,1492.548999082715,1384.097926604735
11050400,Lake or Pond,374536.1569,5235936.146,Cass,Y,0,3.913847574,5.85,45.0482,1515.0870222737733,1533.8721361410367,1535.63141551455,1542.29411464858,1429.4676841436983
13001200,Lake or Pond,510061.2344,5022998.956,Chisago,Y,1,1.29032,1.88976,69.7822,1857.1912260496051,1896.9774437798949,1868.3608505492034,1879.58683726316,1760.31400480207
13002700,Lake or Pond,513928.7285,5025024.402,Chisago,Y,1,1.617435219,11.5,65.8926,1825.6592926747899,1865.7323251058367,1833.6669122646733,1845.0646277621818,1724.3225926997616
13002800,Lake or Pond,511252.3632,5025541.195,Chisago,Y,1,2.58152,14,94.29,1857.1912260496051,1896.9774437798949,1868.3608505492034,1879.58683726316,1760.31400480207
13003500,Lake or Pond,511681.6662,5027050.972,Chisago,Y,1,2.727339592,16,85.0612,1853.8463412683982,1891.0331552794432,1860.2798106467017,1878.6091733207334,1748.5955436543568
13004100,Lake or Pond,507794.9071,5021119.054,Chisago,Y,1,1.34112,1.9812,59.167,1929.06397829755,1976.5767919559685,1940.2396302015834,1953.8233180547,1826.337612469415
13005300,Lake or Pond,504118.6705,5018585.514,Chisago,Y,1,1.676807066,3.403333333,47.079,1859.9942562690685,1901.315412680445,1870.0358296376132,1884.7900245674932,1761.0659690814184
13005400,Lake or Pond,504970.0236,5017716.528,Chisago,Y,0,1.674672131,3.1,51.8488,1852.3879237267583,1897.1088939874085,1861.55797926279,1876.7136366340617,1756.5908866632883
13006800,Lake or Pond,497323.9996,5047449.589,Chisago,Y,1,3.227443721,11.5,54.7363,1754.5184794536183,1783.5658415048733,1764.4767565136017,1772.0971158852549,1659.0492125376934
13008300,Lake or Pond,493884.1058,5053385.429,Chisago,Y,1,1.71704,2.10312,29.7304,1871.1058953034483,1905.5615491241517,1869.3346833469616,1881.9365361525267,1771.495303606175
14000400,Lake or Pond,257177.065,5211347.049,Clay,Y,0,3.137236364,3.9,5.3236,1612.3823419503883,1603.4589977653734,1620.4171948072049,1620.0099246396333,1498.3170491674084
15008100,Lake or Pond,318812.9639,5266860.09,Clearwater,Y,0,3.076571969,4.88,101.1057,1508.8177179313916,1510.28912968889,1535.0079220493199,1529.1907642581484,1406.894207820405
16002600,Lake or Pond,719551.9508,5326981.356,Cook,Y,0,3.0108,5.49,10.6668,1111.823144059602,1114.1503398287732,1117.691989326225,1107.1207795381033,1037.0036390006976
16002700,Lake or Pond,718155.7151,5326381.303,Cook,Y,0,4.753024533,7.75,19.954,1146.0184247756001,1156.6258673664017,1158.7737094053116,1150.9868621628416,1076.0730166730486
16002900,Lake or Pond,716059.7318,5320181.334,Cook,Y,0,2.70824,3.96,9.6534,1194.4520688603834,1197.6851422421,1207.1706668213067,1198.1117690771566,1121.48729095016
16004100,Lake or Pond,711256.4998,5327125.628,Cook,Y,0,5.438945455,6.86,0.156,1087.05805297453,1110.080420379705,1103.0676537586069,1089.4164353413537,1025.1681231880448
16007700,Lake or Pond,710866.8332,5320336.41,Cook,Y,0,4.588785172,6.3,14.9628,1105.2022744997582,1117.3668225311417,1119.9350506193682,1114.1349253422,1034.985860155287
16014100,Lake or Pond,700264.646,5327485.593,Cook,Y,0,4.181933333,5.94,0.1571,1159.7145103502282,1167.2736576214065,1171.2222692347266,1163.722088253075,1089.049424708949
16014300,Lake or Pond,692819.6986,5299897.091,Cook,Y,0,3.01294363,5.94,44.0453,1263.8925455985118,1279.272150701885,1281.181315363075,1277.1727651773733,1185.9440489705235
16014700,Lake or Pond,694690.9891,5325415.02,Cook,Y,0,5.617156522,7.47,22.0089,1236.8734067810217,1238.8604651672051,1244.2813227219817,1239.56672011804,1158.0566547434858
16035600,Lake or Pond,671881.7594,5330298.623,NOT IN MN,Y,0,4.773283761,7.5,18.2754,1154.3420293383551,1154.1075329627733,1160.45168544646,1151.6213371366234,1073.14419931959
18003400,Lake or Pond,434226.7928,5137763.416,Crow Wing,Y,1,4.390224726,9.246666667,58.6131,1582.8626663851549,1600.0378237884815,1598.3408639823951,1596.5806542211499,1491.5494482111117
18003800,Lake or Pond,429742.1407,5138255.585,Crow Wing,Y,1,3.76381106,6.1,32.691,1640.9065683846916,1660.6914411482317,1661.2402676930467,1660.825110118825,1553.5478797810251
18004100,Lake or Pond,430581.7008,5135503.956,Crow Wing,Y,1,4.9276,5.6388,44.3127,1651.6975925662832,1669.6005316967367,1668.2045090718884,1668.0487724318334,1558.27780343411
18004400,Lake or Pond,430599.9309,5134093.648,Crow Wing,Y,1,4.322330435,6.4,32.323,1651.6975925662832,1669.6005316967367,1668.2045090718884,1668.0487724318334,1558.27780343411
18005000,Lake or Pond,429600.3497,5133574.872,Crow Wing,Y,1,3.815045685,7.16,42.1416,1651.6975925662832,1669.6005316967367,1668.2045090718884,1668.0487724318334,1558.27780343411
18009000,Lake or Pond,429052.0004,5147848.052,Crow Wing,Y,0,4.58411866,7.6,119.9252,1675.966492675585,1694.6219470968367,1694.705679264335,1700.2302518343067,1595.380107126015
18009600,Lake or Pond,420107.439,5129044.926,Crow Wing,Y,1,2.19342385,6.85,44.2378,1727.3031058995116,1743.3042064354083,1743.0811972770816,1748.478554868815,1635.11346530837
18013900,Lake or Pond,419150.0305,5146593.465,Crow Wing,Y,0,3.118538182,5.4,33.311,1735.978265583945,1752.2612434894968,1752.8765050457084,1755.1204380029783,1645.1272667617634
18014000,Lake or Pond,418609.6165,5151063.495,Crow Wing,Y,0,3.60024,4.9,15.3924,1729.7314140747017,1745.9141446350866,1746.770775703885,1747.9721580167434,1643.184637277545
18014500,Lake or Pond,410275.1121,5137108.826,Crow Wing,Y,0,2.282021333,5.6,86.2031,1766.9578132282118,1785.4065329332734,1781.1190727369535,1787.929169724615,1671.4448077564766
18018500,Lake or Pond,430006.1245,5176629.105,Crow Wing,Y,1,1.724035714,4.42,25.7684,1729.7928426634282,1746.2153389307932,1751.477487848405,1747.3146061110567,1645.1101567980468
18020300,Lake or Pond,427718.5976,5175046.162,Crow Wing,Y,1,1.592363842,4.2,49.2235,1740.6531139004367,1756.3693433397,1762.06425858436,1759.3386337397167,1653.109277747205
18021200,Lake or Pond,427186.2071,5177734.199,Crow Wing,Y,1,5.241206504,7.8,42.2696,1620.5705228880765,1634.31387290617,1642.0662600864484,1631.3384896507866,1533.4534025853766
18024200,Lake or Pond,417711.3332,5156192.006,Crow Wing,Y,1,3.342362483,9.4,31.4841,1709.0784246206317,1727.5825868463817,1726.1674726307751,1727.4037227100016,1625.7774635004
18024300,Lake or Pond,415630.3528,5153837.506,Crow Wing,Y,1,2.883679918,8.53,24.1841,1729.2172192852283,1744.51027392607,1739.0746512341184,1742.5997952200632,1637.2488581899017
18026100,Lake or Pond,415358.0286,5165356.307,Crow Wing,Y,1,3.243943662,5.2,29.0417,1490.4907500042166,1499.6962694241668,1498.8028253224315,1490.99817051319,1399.0296963883616
18026600,Lake or Pond,418310.1492,5172750.725,Crow Wing,Y,0,2.830850413,4.4,30.2771,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18026900,Lake or Pond,413376.0051,5173541.482,Crow Wing,Y,0,4.353151648,6.1,54.4162,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18027100,Lake or Pond,416416.5685,5171244.969,Crow Wing,Y,0,2.651096154,5.18,54.5322,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18030500,Lake or Pond,410990.0523,5151343.007,Crow Wing,Y,0,4.303095502,8.84,61.3463,1636.87010864606,1655.113048822945,1656.74916971328,1652.4791941730716,1551.3356231705484
18030800,Lake or Pond,409892.1777,5158721.538,Crow Wing,Y,0,5.198569281,11,62.903,1608.96042447884,1629.48762469672,1628.504565883255,1628.4114433733066,1525.9550183265617
18031000,Lake or Pond,406667.6424,5171605.624,Crow Wing,Y,0,3.298685712,6.7,30.7926,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18031100,Lake or Pond,413256.7257,5171582.557,Crow Wing,Y,0,4.303714286,6.58,45.3602,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18031200,Reservoir,413544.6229,5168506.174,Crow Wing,Y,0,4.013248,6.1,63.5738,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18031500,Lake or Pond,411377.8286,5174447.122,Crow Wing,Y,0,4.341953271,6.86,47.6807,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18032000,Lake or Pond,408503.2609,5137761.205,Crow Wing,Y,0,4.2164,4.572,87.4742,1670.5315046123017,1687.97447460385,1684.5943931079316,1685.0109002823501,1578.862241856725
18035200,Lake or Pond,407968.671,5164910.829,Crow Wing,Y,1,5.44638033,8.5,40.3373,1679.0029384942,1694.0058042302535,1701.9275786777066,1703.0188439715982,1597.733125333925
18035400,Lake or Pond,409402.1046,5169843.269,Crow Wing,Y,0,3.917602469,7.2,32.2135,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18035500,Lake or Pond,404105.3968,5168563.586,Crow Wing,Y,0,3.668894382,7.01,37.9752,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18035600,Lake or Pond,405896.6554,5168926.827,Crow Wing,Y,0,4.320764835,7,40.1336,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18036100,Lake or Pond,408079.8431,5167323.115,Crow Wing,Y,1,4.896706667,7.0104,42.9196,1658.8662610624767,1676.5681315956267,1674.996013822045,1677.7316454802801,1576.8857580890067
18036600,Lake or Pond,407066.8436,5174336.342,Crow Wing,Y,0,2.241877778,4,11.459,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318
18037200,Lake or Pond,404626.3181,5143503.451,Crow Wing,Y,0,4.354277229,10.67,57.0502,1571.7467349544067,1591.2079878198433,1588.17677854052,1587.2513718901732,1479.6055129730335
