DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,SURVEYED,EWMSTATUS,avg_secchi,max_secchi,roaddensity_density_mperha,ACCESS.Curr,MIROC5.Curr,IPSL.Curr,GFDL.Curr,MRI.Curr,ACCESS.Futr,MIROC5.Futr,IPSL.Futr,GFDL.Futr,MRI.Futr,ACCESS.domain,MIROC5.domain,IPSL.domain,GFDL.domain,MRI.domain
18044004,Mine Pit Lake (NF),423896.4501,5148918.844,Crow Wing,Y,1,10.88,10.88,28.5816,1599.1046477204734,1606.195536163915,1612.06275833012,1622.68282515112,1518.2910834474185,2028.5814930321071,2133.080833064452,2037.7508927269616,1880.7168477778532,1862.6656099828176,Analog,Analog,Analog,Analog,Analog
18044006,Mine Pit Lake (NF),422730.1484,5148338.675,Crow Wing,Y,0,10.88,10.88,28.5816,1599.1046477204734,1606.195536163915,1612.06275833012,1622.68282515112,1518.2910834474185,2028.5814930321071,2133.080833064452,2037.7508927269616,1880.7168477778532,1862.6656099828176,Analog,Analog,Analog,Analog,Analog
18044100,Mine Pit Lake,422941.8563,5147802.088,Crow Wing,Y,0,11.7348,12.8016,18.6657,1785.289834958015,1797.7667646368168,1802.09750082494,1810.375513437115,1707.0684578858634,2213.7689706114993,2315.219907054188,2211.7141709710236,2060.615597205704,2044.0355327067748,Analog,NonAnalog,Analog,Analog,Analog
19000300,Riverine polygon,510341.7813,4955243.501,Dakota,Y,0,0.6248,1.1,66.9898,2011.6492812736349,2045.25752056767,2018.76814924877,2033.3405392308032,1898.447353057835,2500.884953443312,2629.560674745497,2489.2507161930075,2316.2522578563917,2320.425758115016,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19000400,Lake or Pond,512624.8999,4954137.705,Dakota,Y,0,0.31,0.76,73.1826,2231.7240841847533,2271.93773054642,2237.7741372382534,2260.264690163905,2123.4759845622216,2719.6885159887015,2867.218295808302,2707.956297840202,2545.3579184679124,2558.0181127700284,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19000600,Lake or Pond,501866.6055,4929171.634,Dakota,Y,0,0.7619836,1.8,34.0797,1897.34839334558,1932.722671181947,1890.650997424755,1909.7054564451416,1776.3181237313083,2380.882993504689,2501.0554145332753,2361.3223331757877,2188.846585003778,2196.762412243393,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
19002100,Lake or Pond,480255.7575,4954894.868,Dakota,Y,1,0.918167203,3.66,85.5335,2131.45080375014,2163.529253452845,2128.23387643478,2145.9135543338784,2010.6461434177068,2610.2268695001335,2748.994491235969,2598.6600289093753,2426.161779825723,2437.704503784577,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19002500,Lake or Pond,480060.3091,4952596.85,Dakota,Y,1,1.146863469,2.8,77.6221,2055.76898396398,2089.4001686830516,2049.4999755456834,2071.68970281973,1937.5571778065985,2537.768534044295,2673.6804833937363,2529.28618601954,2361.958349574916,2366.703875057726,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19002600,Lake or Pond,477617.5777,4945825.681,Dakota,Y,1,2.7432,2.7432,63.816,2019.497540149892,2048.616163077213,2012.6141531662383,2026.229010994255,1902.3010269179383,2496.424280159666,2626.796104664372,2484.740611808329,2313.0583143959643,2316.209023018606,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19002700,Lake or Pond,478881.7585,4952116.996,Dakota,Y,1,1.98214527,5.4,92.6389,1916.8190408856367,1949.029179660425,1912.0543843144533,1928.0818365263467,1802.86712639507,2394.665269602827,2519.1269440694755,2383.145721702998,2214.7924281906517,2213.24094151947,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
19003100,Lake or Pond,475483.6171,4949787.6,Dakota,Y,1,2.571705112,6.8,44.2011,1918.690587912025,1947.5348020028516,1912.520100076405,1926.8883561941384,1803.645698191315,2399.691362884442,2520.508263800288,2385.0395144785184,2215.817415191685,2214.7299850330564,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
19005700,Lake or Pond,487029.5739,4963190.544,Dakota,Y,1,1.955112195,6.7,104.1512,2050.318463258872,2079.6710940436665,2044.649750432845,2069.35112618841,1936.0574011326617,2536.143585887566,2667.2697878876015,2525.6779758599064,2350.721789092385,2354.0826430655848,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19005900,Lake or Pond,485624.2613,4962887.159,Dakota,Y,1,1.66660098,3.4,76.7696,2064.1406219458668,2097.061429268518,2063.7037089096216,2080.70685028973,1954.316746490665,2553.790171331216,2682.0948929205556,2541.593319410065,2365.713594118737,2370.6967890712053,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19006500,Lake or Pond,488728.0806,4959479.415,Dakota,Y,1,3.679050794,7.9,37.3234,2002.0530577099885,2032.0537510147865,2004.756968623695,2022.995936710135,1891.317783505815,2490.1554421099504,2619.772551066567,2478.559655955102,2304.4090437611353,2308.9917122710604,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19006700,Lake or Pond,486424.05,4960026.729,Dakota,Y,1,1.391927737,2.3,90.806,2088.283243461885,2128.015214485634,2090.7381399032333,2106.474789751698,1973.9863264350067,2577.1596518681085,2713.023983136602,2566.5783665971267,2395.3512428337312,2401.0561500524623,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19007200,Lake or Pond,488700.4561,4958560.615,Dakota,Y,1,1.874242424,5.5,9.7142,2025.42538702345,2068.649057339685,2017.4816091457185,2039.9797514075017,1909.3935530470417,2510.5904715501665,2643.3166489977675,2500.2877650541864,2331.1115226866264,2336.485651471746,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19007500,Lake or Pond,489816.4206,4959014.433,Dakota,Y,1,2.439264706,4,19.0464,2039.55569548414,2074.253619089638,2039.3803254852733,2061.118853372775,1924.6864022749032,2533.2555846271016,2661.7274286884417,2520.9888214847806,2340.922391311655,2346.747106014563,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19007600,Lake or Pond,489828.5119,4959429.509,Dakota,Y,1,1.840947778,3.51,49.6204,2057.058695152135,2087.47519028792,2054.3796675559865,2072.343767405495,1939.936038370185,2549.6619457984875,2676.5801778309883,2534.248396598662,2355.0666588509753,2362.7802552081025,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
19044600,Lake or Pond,480637.2331,4951978.676,Dakota,Y,1,3.467823529,6.4,85.1868,1975.8019831617585,2007.142850562867,1970.8107552974632,1993.197702557475,1862.075807981325,2459.3516884889327,2586.8364886306563,2446.9987193288343,2274.45924008527,2274.577596756016,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
21004900,Lake or Pond,318040.0777,5079812.959,Douglas,Y,0,3.374182564,7.92,48.1773,1709.5923671046469,1721.8016929554733,1706.3619894845317,1720.15432079003,1598.5139710947017,2122.8381518732385,2235.4915199174643,2138.6782774618814,1965.3071947146611,1962.5428411307432,Analog,Analog,Analog,Analog,Analog
21005200,Lake or Pond,319448.2347,5085481.879,Douglas,Y,0,3.302962543,8.5,71.9184,1642.7567736085384,1656.99300296365,1641.7798929293417,1649.618920058785,1535.5444084340884,2053.0155077922977,2159.3816307034563,2067.8904937957304,1899.5500540039784,1895.6019791518236,Analog,Analog,Analog,Analog,Analog
21005400,Lake or Pond,318736.5117,5082842.145,Douglas,Y,1,3.321019827,8.2,62.5461,1744.9238481192217,1762.2035511823217,1747.3395646405934,1754.190740948197,1637.3720167659233,2155.8289063884113,2266.2747022662593,2174.296747080675,1998.3804799633535,1999.5520796823037,Analog,Analog,Analog,Analog,Analog
21005500,Lake or Pond,320921.4296,5081578.516,Douglas,Y,0,1.759939003,5.03,29.4784,1785.8385182712334,1794.946642752967,1782.970358177915,1799.7440814781585,1670.46127440364,2197.0042362916074,2314.022840163288,2213.232436157929,2040.9154803686904,2039.8700101880224,Analog,NonAnalog,Analog,Analog,Analog
21005600,Lake or Pond,317887.6703,5088803.493,Douglas,Y,1,3.545205446,9.1,67.0541,1643.28390924274,1655.1602270022784,1642.3795648639016,1649.285574316915,1534.8037011491033,2050.78819359603,2157.5681175790164,2066.7529188521967,1895.935008239521,1893.6154536089389,Analog,Analog,Analog,Analog,Analog
21005700,Lake or Pond,317215.188,5092901.301,Douglas,Y,1,4.240989029,10.25,49.6396,1625.8101236359716,1652.4292869183216,1635.7994097877267,1648.4630867124033,1520.2944846898818,2050.502420830436,2145.7097712492846,2067.053301086221,1890.1026368023615,1887.2213174909052,Analog,Analog,Analog,Analog,Analog
21007600,Lake or Pond,321523.1318,5103440.66,Douglas,Y,0,2.582881146,6.4,35.9657,1692.7359453650367,1706.582110014395,1692.211248671137,1704.6811305751885,1579.9615154758517,2104.468572199768,2214.5392391669557,2121.067720940949,1948.4114338385248,1939.869974748362,Analog,Analog,Analog,Analog,Analog
21007900,Lake or Pond,315671.7661,5072145.269,Douglas,Y,0,3.396240908,9.81456,35.2551,1718.7608566890883,1727.4149014737434,1709.5321843481,1721.4190152785684,1601.2107822006333,2129.3529835242307,2234.9814252570377,2143.0532328523095,1965.2592899113024,1970.7045148026664,Analog,Analog,Analog,Analog,Analog
21008000,Lake or Pond,314192.8818,5087785.915,Douglas,Y,0,3.723580926,8.3,69.4655,1643.53551678575,1655.886901528865,1641.2140307642633,1648.7407171702737,1532.4555349651782,2050.2128972304818,2157.1954150001648,2066.30206224364,1895.2128656651648,1892.15765444433,Analog,Analog,Analog,Analog,Analog
21008300,Lake or Pond,316722.1265,5101316.055,Douglas,Y,0,3.778726025,9.1,33.0531,1616.8670577466316,1633.13892053253,1615.461443810965,1629.6991161895317,1509.957559098715,2027.622007986839,2132.128552009778,2046.1029261685785,1869.5750399703163,1865.773828770943,Analog,Analog,Analog,Analog,Analog
21008500,Lake or Pond,311853.2706,5076997.897,Douglas,Y,0,2.791264723,8.23,30.0683,1668.537243085845,1684.14843713221,1675.6734102330863,1682.0229388276384,1563.7810845241183,2082.370664886713,2186.118546445139,2098.896118589326,1925.1600001097447,1924.341535987024,Analog,Analog,Analog,Analog,Analog
21009000,Lake or Pond,313247.6139,5071842.776,Douglas,Y,0,1.856152809,4.9,21.1085,1697.352129807865,1694.527167632495,1675.0566703218817,1692.267963750695,1561.8709669932218,2115.600900826564,2219.420893128059,2116.5587454505912,1939.9248454750789,1948.56150518709,Analog,Analog,Analog,Analog,Analog
21009200,Lake or Pond,307508.8103,5077772.64,Douglas,Y,0,2.153136207,7.3,33.1861,1706.45158964906,1719.315247633145,1703.2948740765082,1712.3695420462268,1590.696292747775,2115.9535383838693,2228.2554397682316,2130.973629612251,1960.6059145167617,1959.601362190549,Analog,Analog,Analog,Analog,Analog
21009300,Lake or Pond,313679.8776,5088794.378,Douglas,Y,0,2.401,3.2,37.9007,1643.53551678575,1655.886901528865,1641.2140307642633,1648.7407171702737,1532.4555349651782,2050.2128972304818,2157.1954150001648,2066.30206224364,1895.2128656651648,1892.15765444433,Analog,Analog,Analog,Analog,Analog
21009400,Lake or Pond,312460.7705,5089020.831,Douglas,Y,0,2.716216667,4.8768,47.6689,1737.816178605455,1745.8331963731666,1733.545669715055,1747.30354099373,1622.66501650426,2146.331078822598,2262.126699525907,2163.206494674958,1990.535807859236,1989.1678661668448,Analog,Analog,Analog,Analog,Analog
21009500,Lake or Pond,311615.6975,5087501.285,Douglas,Y,0,3.137430894,5.7912,22.5438,1734.7932094697949,1744.24867851824,1732.7353985149384,1744.8724883626385,1622.343780109367,2145.893947687718,2263.4064055319654,2163.148388170505,1990.43314280675,1987.2389505179024,Analog,Analog,Analog,Analog,Analog
21010100,Lake or Pond,311834.8802,5086654.352,Douglas,Y,0,3.720473529,6.1,27.8395,1527.5628391133866,1526.75220000957,1512.7451915815,1522.160716385093,1405.38857532459,1927.7213524100423,2030.1377037329885,1939.233187889351,1779.0383230478917,1776.6218015688871,Analog,Analog,Analog,Analog,Analog
21010200,Lake or Pond,310627.3863,5086440.311,Douglas,Y,0,3.218243284,6.7,37.7545,1689.940794723015,1695.69947427241,1680.6628564739149,1694.68968309602,1573.85503999748,2095.320637974589,2206.4598291974507,2109.2216625538604,1940.2781177172585,1937.378522796248,Analog,Analog,Analog,Analog,Analog
21010300,Lake or Pond,312419.8621,5085814.668,Douglas,Y,0,4.019021538,9.4,61.5905,1712.952923350295,1725.0172653390234,1709.7853548464734,1721.4662527418234,1601.5975221103467,2121.14562770077,2234.846481605907,2138.8250686414044,1966.82929174467,1963.9044506796408,Analog,Analog,Analog,Analog,Analog
21010500,Lake or Pond,311605.428,5085836.461,Douglas,Y,0,3.636026087,5.94,35.6676,1527.5628391133866,1526.75220000957,1512.7451915815,1522.160716385093,1405.38857532459,1927.7213524100423,2030.1377037329885,1939.233187889351,1779.0383230478917,1776.6218015688871,Analog,Analog,Analog,Analog,Analog
21010600,Lake or Pond,311121.5389,5083015.303,Douglas,Y,0,4.1148,4.572,60.3518,1686.4503105345634,1707.0478771781534,1700.9219271797233,1709.9271095430784,1580.812484006325,2105.701360970079,2213.575194542208,2125.9802969053144,1947.8292836675532,1946.8071952879068,Analog,Analog,Analog,Analog,Analog
21010800,Lake or Pond,307891.7672,5084954.761,Douglas,Y,0,3.548489552,5.5,38.4945,1634.84262139292,1652.817431470585,1635.5720176507,1643.9388352381084,1530.4667064984767,2045.0819077306237,2150.992384476986,2062.7894771352753,1889.3718445959555,1888.9321463606832,Analog,Analog,Analog,Analog,Analog
21012000,Lake or Pond,313583.4425,5090624.249,Douglas,Y,0,2.529,3.96,17.2394,1640.589995978165,1643.1731514307617,1624.464962904833,1641.42928717403,1518.11035989049,2043.4947594644664,2151.4941597769343,2053.291709364695,1889.805594280356,1887.404930522004,Analog,Analog,Analog,Analog,Analog
21012300,Lake or Pond,312720.4998,5095808.159,Douglas,Y,0,4.079306803,9.1,40.1846,1638.2429827707667,1652.6508902307332,1636.7694152822933,1651.9890603983567,1534.4177101019916,2048.2688303011632,2151.910230863632,2066.2757057684416,1890.1862678760551,1890.2812614690947,Analog,Analog,Analog,Analog,Analog
21013600,Lake or Pond,308344.7202,5099831.598,Douglas,Y,1,2.418737778,3.5,16.0701,1714.520802875535,1725.4494024087485,1717.8231139229767,1727.55099395394,1601.6404462655717,2128.066397962131,2244.3260007562153,2146.5093422709388,1972.2157636508148,1963.8301251364023,Analog,Analog,Analog,Analog,Analog
21014000,Lake or Pond,304307.8236,5074127.283,Douglas,Y,0,2.078150289,6.7,30.4775,1771.0256677927282,1779.2862161927385,1767.5271005751815,1776.56590820914,1656.7662611614617,2178.482673890605,2293.1733972757047,2192.9805351407986,2021.360708937889,2019.149007639082,Analog,NonAnalog,Analog,Analog,Analog
21014400,Lake or Pond,303976.0161,5083344.352,Douglas,Y,0,2.7432,3.6576,40.4136,1724.917201922505,1742.1167595381316,1728.8062363255683,1744.2905831247983,1629.082258974673,2139.0012443855167,2249.080304643795,2161.4793980925433,1984.7901219668368,1983.973627395268,Analog,Analog,Analog,Analog,Analog
21014500,Lake or Pond,303428.0062,5096755.188,Douglas,Y,0,3.723582873,8.23,26.5723,1702.8829637053516,1714.13431850429,1706.4821969775485,1715.9287067406715,1600.4727556688767,2116.190317284089,2222.652871338531,2136.204851764498,1959.7792722101383,1957.869106395707,Analog,Analog,Analog,Analog,Analog
21015000,Lake or Pond,302363.3386,5078019.678,Douglas,Y,0,3.083651429,5.6,30.7304,1758.4341042129015,1767.4188687924516,1754.39300882004,1773.0886352297284,1647.1604398015766,2166.241825279272,2282.3162780356715,2187.6476362542367,2010.6974632270649,2008.454641805276,Analog,NonAnalog,Analog,Analog,Analog
21018000,Lake or Pond,303446.5882,5080727.778,Douglas,Y,0,2.53524631,5.8,34.2202,1631.32014169309,1636.0340225342666,1615.0828603152534,1630.8635112339734,1509.84870624885,2027.6812630675104,2137.1875741962963,2043.14383565615,1877.868069143259,1879.3797415328845,Analog,Analog,Analog,Analog,Analog
21019700,Lake or Pond,302025.8784,5082182.333,Douglas,Y,1,2.1209,4.2672,17.9185,1783.0581348600033,1791.4718419095416,1778.2244641844018,1798.671700484005,1667.4156607174234,2192.699480498333,2310.5469994930195,2214.122005541601,2037.1811652827716,2035.5536183492352,Analog,NonAnalog,Analog,Analog,Analog
21020400,Lake or Pond,304532.8405,5080819.215,Douglas,Y,0,1.34112,1.34112,18.7338,1631.32014169309,1636.0340225342666,1615.0828603152534,1630.8635112339734,1509.84870624885,2027.6812630675104,2137.1875741962963,2043.14383565615,1877.868069143259,1879.3797415328845,Analog,Analog,Analog,Analog,Analog
21021200,Lake or Pond,299149.5745,5097179.28,Douglas,Y,0,2.493869307,5.64,12.5466,1732.9767010396683,1742.3523184144017,1729.7828922415565,1745.1513333813866,1619.3203276500385,2138.984936213774,2254.2819704702147,2160.577358027818,1987.7752863898788,1983.686702335488,Analog,Analog,Analog,Analog,Analog
21021300,Lake or Pond,300475.829,5096249.466,Douglas,Y,0,2.271500559,5.49,22.8944,1717.1164242200916,1720.44281366018,1712.837857192895,1726.9542512838916,1598.1377498062468,2120.25045510688,2234.1043381397526,2140.40261643024,1967.5919999643895,1965.4573195717337,Analog,Analog,Analog,Analog,Analog
21021600,Lake or Pond,300479.3889,5094265.763,Douglas,Y,0,2.619888344,6.1,25.7729,1740.474829906945,1747.99849188412,1735.61405521821,1753.1688453306615,1625.0873781944283,2147.380582433691,2262.0162224270734,2168.5108573842617,1992.6349864660256,1989.4195489565532,Analog,Analog,Analog,Analog,Analog
21025700,Lake or Pond,297288.3033,5078496.162,Douglas,Y,1,1.793965714,2.4384,24.4087,1762.651704561,1768.14247972575,1756.639805939055,1775.8611748002018,1645.9092582228534,2168.3861637260143,2286.5180866090905,2191.067478966823,2016.1314842197232,2013.6991679517073,Analog,NonAnalog,Analog,Analog,Analog
21026400,Lake or Pond,296418.2982,5096711.848,Douglas,Y,0,1.627824,5.03,23.5652,1759.1248144411215,1767.3733929990017,1746.1001202218283,1767.0327205662152,1637.2340217238484,2166.239658633447,2280.781957070928,2186.016466690044,2008.7366626728317,2008.914637435871,Analog,NonAnalog,Analog,Analog,Analog
22007400,Lake or Pond,413207.5862,4852371.912,Faribault,Y,1,1.068496063,4.42,38.495,2093.6268860483915,2122.856594853855,2083.7177340971734,2099.991908374908,1976.96673920192,2577.2258294043563,2697.0002123764975,2559.69531517852,2382.671550218967,2399.317307607429,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
26004000,Lake or Pond,282315.0567,5083115.95,Grant,Y,0,1.991696744,4.88,38.6108,1743.7468924956668,1749.83866607445,1735.6421154131583,1756.2366841418016,1626.74089551153,2149.098707242257,2264.4855564904074,2169.310731466372,1994.6069558028776,1993.4764051804243,Analog,Analog,Analog,Analog,Analog
26009500,Lake or Pond,276585.5057,5089126.645,Grant,Y,0,1.59532,3.96,52.1829,1777.71760366099,1770.69790309623,1767.42910822665,1783.52536450372,1650.109144993675,2185.1479682864783,2293.2621423152036,2202.8466679651137,2026.4173988306384,2027.283578696787,Analog,NonAnalog,Analog,Analog,Analog
26009700,Lake or Pond,276842.437,5100689.434,Grant,Y,0,1.124089712,3,32.0378,1755.9527673190632,1753.45645564413,1741.5176822398766,1766.02328202957,1629.5052681715033,2160.8499452256215,2274.0649751769283,2180.507759207207,2000.8539064443305,1998.9088962471133,Analog,NonAnalog,Analog,Analog,Analog
27000100,Lake or Pond,485246.8824,4969680.489,Hennepin,Y,1,1.63068,2.286,53.1972,1938.206386042355,1972.9003161190117,1930.5574072356817,1951.3275781262917,1821.690833051485,2414.9547896546487,2548.3582715528455,2413.8619367676383,2239.1804649824335,2241.993775079511,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27001400,Lake or Pond,479718.8188,4976527.898,Hennepin,Y,1,0.971640764,5.5,127.3471,2094.566305129607,2136.3210986552135,2101.4832164558165,2127.2722500640166,1985.9260826988464,2589.0245875244636,2729.705341289837,2587.1309882386236,2400.975957975773,2403.791992123238,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27001600,Lake or Pond,475926.2825,4974312.964,Hennepin,Y,1,3.357442975,10,130.0251,1994.3477675929685,2029.78091596467,1995.8553802986185,2020.9026857579715,1882.9307487649437,2477.5362404504267,2616.318514495156,2479.820646651663,2298.586152537378,2297.3256944495556,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27001800,Lake or Pond,481364.3643,4974205.996,Hennepin,Y,1,1.475342122,3.47,94.7058,2057.5156576724485,2086.843563485383,2054.1497207470466,2078.1973758394834,1943.288097020073,2544.771421970612,2683.954356712041,2543.1293333904555,2357.4022294991705,2358.8278688932733,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27001900,Lake or Pond,480883.9376,4972829.157,Hennepin,Y,1,1.316197023,4.3,126.6005,2085.053842191882,2117.2512701362452,2087.5875847483617,2116.0680818788683,1974.7819073788785,2575.623344621965,2716.8690034786837,2573.890531139588,2390.3157810974258,2388.448690639061,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27002900,Lake or Pond,472554.9237,4968393.863,Hennepin,Y,1,0.431818182,1.2,118.2152,2218.732165747552,2254.731422477425,2221.1940833728368,2236.3920349362916,2098.79059506912,2726.2056321032437,2865.7944770925815,2718.886089246206,2525.1116005326735,2534.797534447298,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27003100,Lake or Pond,475395.1173,4976539.934,Hennepin,Y,1,3.894768047,9.85,110.5677,1974.209288608165,2006.1608919005716,1977.43963447697,1991.3027501137235,1860.0643203132415,2453.970672158725,2586.121844580541,2452.102408313235,2270.178710378387,2270.923258833851,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27003700,Lake or Pond,474491.7917,4980985.527,Hennepin,Y,1,2.136626812,5,89.2272,2008.1313367071284,2035.270980185465,2004.4552555284567,2019.85630472765,1888.1488767700216,2491.9551086547285,2622.972191337114,2488.351911701871,2304.209762664707,2303.627589472322,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27003900,Lake or Pond,474634.7607,4978543.587,Hennepin,Y,1,2.385199375,7.6,133.9321,2027.1180487086915,2062.3525252362783,2028.5447935058264,2044.5049383631383,1912.2883596851368,2511.379234142176,2645.1635832678344,2508.536086739877,2324.732451566804,2324.7554790799095,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27004000,Lake or Pond,475792.9222,4978048.118,Hennepin,Y,1,1.68919,5.6,129.0236,2065.5118236789617,2103.7875416257616,2068.81277398855,2091.2276567828567,1960.850299586805,2557.213526674829,2697.656130457873,2557.202335927966,2373.953453884513,2373.62858911382,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27004200,Lake or Pond,473404.0426,4988323.621,Hennepin,Y,1,1.5494,2.4892,99.9197,2092.246647281555,2138.4370161567667,2100.9885550005683,2121.10972391682,1989.0461071730183,2586.678834459131,2724.677394319319,2581.6393112829887,2403.805563875791,2400.064188871298,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27004700,Lake or Pond,469736.6942,4964913.818,Hennepin,Y,1,3.035027778,6.1,60.0751,1986.1634128927817,2017.7447866146767,1989.4138583277584,2000.13021347014,1873.1311963577969,2465.2757311674027,2598.1581288895695,2464.1507173598316,2281.614668271878,2281.017531642236,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27006700,Lake or Pond,466105.0326,4969539.727,Hennepin,Y,1,2.112583333,5.15,59.3242,1997.0600620402815,2027.7501748368,1993.71412578494,2009.86717350117,1881.0461263323716,2478.940282765403,2610.784765853912,2476.4655635455215,2292.2781389600427,2293.691945064216,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27007000,Lake or Pond,460770.4842,4967261.896,Hennepin,Y,1,1.708861489,15.8,120.0002,2059.671425341725,2088.1965814483483,2059.1155168281484,2073.1462615031633,1942.8796973071069,2538.2979846365806,2674.1276943207627,2537.972211844623,2354.492709747521,2355.110026841566,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27007100,Lake or Pond,461076.5578,4968472.695,Hennepin,Y,1,5.115182524,14.3,104.7277,2052.04677512474,2079.4275377705235,2049.558562536949,2067.89075731093,1936.7606324413568,2536.210666327063,2670.329538047015,2533.7522611593654,2348.717502972487,2351.0401964359617,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27007800,Lake or Pond,464051.5632,4964993.522,Hennepin,Y,1,0.83356175,3.3,64.0861,2143.6662773143385,2169.4780098594665,2146.2296310975566,2163.623095782635,2023.52627631391,2627.9121794211705,2768.612743826939,2626.0190272178825,2440.4589366384603,2443.5136936265226,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27008500,Lake or Pond,461517.5469,4977112.102,Hennepin,Y,1,1.64,2.15,70.0713,2081.3433066264115,2117.909559642711,2081.5534635023614,2095.7356976442934,1962.8914169884051,2564.8871032444654,2701.3219662527085,2567.2314180818476,2373.716423247609,2389.682397550095,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27009800,Lake or Pond,465885.2662,4989149.605,Hennepin,Y,1,1.528961814,5,88.0577,2061.2607856824716,2091.344713615325,2061.8896741716935,2077.847317241153,1944.6373101873216,2544.5153773586567,2677.9050396211446,2540.6523838867224,2356.9731761143994,2359.2755835292674,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27010200,Lake or Pond,465898.2701,4987509.229,Hennepin,Y,1,2.160246154,7.59,100.1694,2043.99794164031,2073.4763803556634,2038.8056644256849,2061.02558964536,1926.6393081329336,2526.8307670265117,2659.6279939240626,2523.590141695784,2340.2001319752308,2341.0691428392925,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27010400,Lake or Pond,466900.027,4983747.102,Hennepin,Y,1,1.794937626,5.79,90.5821,2024.9047656228215,2055.6958880152365,2029.6112122120217,2043.3835428929283,1912.120517725945,2504.2936928846957,2639.653434166681,2503.195077228296,2320.8661588884356,2321.6693133366566,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27010700,Lake or Pond,462812.9107,4982346.343,Hennepin,Y,1,2.7703374099999998,8.84,94.9614,1953.9346549801433,1982.1862753405285,1951.0163784231115,1965.8237179777916,1836.668084324125,2433.351730963789,2561.4572731398825,2429.4031934322757,2248.5405199237407,2246.5663774049485,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27011101,Lake or Pond,467476.214,4991303.386,Hennepin,N,1,1.996732921,8,84.6445,1991.54848421986,2026.8781036612231,1997.71069600383,2012.9653104768067,1883.6664079997936,2464.52268411978,2597.669900951019,2463.7594510607582,2285.276381224765,2277.1715441342517,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27011102,Lake or Pond,466995.1951,4990376.854,Hennepin,N,1,1.193841667,3.38,31.8155,2026.2091159369363,2061.3241544542666,2030.992939178533,2046.7968764358216,1914.9497597522284,2503.997656948963,2633.778358228461,2501.5046445850953,2320.3663509696544,2313.580552861331,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27011700,Lake or Pond,460555.5178,4995288.768,Hennepin,Y,1,2.827128125,10.15,97.2299,1913.2411413877237,1945.346580807625,1912.4124754442016,1927.7652811512817,1800.1685496872017,2384.1339668723813,2508.726295542825,2383.091756844671,2204.835374822943,2196.4833537419,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27011800,Lake or Pond,463526.1034,4993273.079,Hennepin,Y,1,1.629018901,6.7,95.5601,2013.3686076163815,2046.1057492790069,2017.4985740717116,2030.90714432048,1903.80187281628,2486.7322309305546,2619.1992871466714,2482.782464085759,2304.587945706827,2296.8178897353523,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
