DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,SURVEYED,EWMSTATUS,avg_secchi,max_secchi,roaddensity_density_mperha,ACCESS.Curr,MIROC5.Curr,IPSL.Curr,GFDL.Curr,MRI.Curr,ACCESS.Futr,MIROC5.Futr,IPSL.Futr,GFDL.Futr,MRI.Futr,ACCESS.domain,MIROC5.domain,IPSL.domain,GFDL.domain,MRI.domain
10008400,Lake or Pond,436404.8982,4966513.274,Carver,Y,1,1.625412903,4.2,77.0026,2022.203167246575,2047.198989383107,2018.2518050711367,2030.24158784001,1908.3269473868268,2485.110885419924,2616.3934285487576,2486.6886743146765,2305.8925149339107,2309.2538863621626,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
10008800,Lake or Pond,430824.8051,4962821.211,Carver,Y,1,1.483132222,4.8,38.0517,2080.38699812021,2096.9562101073084,2070.965472719675,2088.7017564186535,1960.8963568083864,2546.7967572210946,2676.956832376672,2542.6012234207797,2359.3803144684575,2371.107977024337,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
10009500,Lake or Pond,435332.1947,4975508.943,Carver,Y,1,0.656095041,3.05,24.8976,1992.5431711262363,2029.1522831399384,1986.3006000120367,1995.9062483087932,1880.8373673997733,2451.5046375835545,2579.5790125026642,2455.0949620144656,2276.727554612028,2283.119042886615,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
10012100,Lake or Pond,426089.4332,4962103.69,Carver,Y,1,1.13098961,4.6,25.3988,2118.667260207497,2141.8782003332485,2111.6866820036084,2126.88983777028,1998.8605544345432,2586.82906938736,2715.9325079831315,2582.9224290731213,2397.7194386327383,2412.2726915177645,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
10021700,Lake or Pond,452122.0698,4964493.94,Carver,Y,1,0.502546584,2.2,83.5571,2107.887209393975,2140.823165152457,2109.73900134043,2123.7538337861633,1995.7514917987885,2604.575745341165,2740.251724907773,2585.2433609660693,2407.379307688195,2415.7195635005037,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
10021800,Lake or Pond,452183.4779,4963730.543,Carver,Y,1,0.952101064,3.5,134.1676,2091.4099883148283,2115.695388560655,2080.853230260735,2103.0817113592616,1970.1026844598016,2570.5803130306635,2701.1686828966863,2560.8370617214373,2380.027233319957,2383.5681751279258,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
11004300,Lake or Pond,426418.8324,5184036.604,Cass,Y,1,3.132666667,4.2672,42.0876,1654.987112302925,1678.1168220346633,1685.0002413720783,1677.80351724291,1580.7421391143798,2080.4984631940356,2175.4447088822217,2093.472678066783,1935.341123966964,1914.4991547741936,Analog,Analog,Analog,Analog,Analog
11005900,Lake or Pond,424640.5596,5191221.724,Cass,Y,1,3.907021424,6.4,42.9057,1644.17718619617,1665.3289167202918,1671.00241299999,1664.025116204075,1572.6415361838433,2074.697793363936,2169.5924616723423,2080.488662543562,1924.936299049601,1908.6783162693648,Analog,Analog,Analog,Analog,Analog
11014700,Lake or Pond,409709.2635,5254913.136,Cass,Y,0,3.323991379,7.3152,15.8709,1580.3534195172433,1595.9064437827333,1600.1029260878734,1593.1122159479885,1492.6060720087237,1981.897815489099,2083.0285799770386,1997.6932702974864,1845.9900045242157,1838.1683390136695,Analog,Analog,Analog,Analog,Analog
11017400,Lake or Pond,406494.4613,5204100.535,Cass,Y,1,4.401081928,6.7,58.7442,1581.5066643450616,1596.6087628762784,1603.9890911497432,1598.4310207421215,1497.03614401946,1990.9806764208329,2088.2484777444206,1999.248259367028,1853.933193072699,1838.1118426995504,Analog,Analog,Analog,Analog,Analog
11019000,Lake or Pond,408541.7348,5213440.252,Cass,Y,1,2.322061538,3.2004,16.4794,1470.8910008653434,1478.9140446257334,1486.34395329456,1476.55322365808,1386.1129833058333,1863.8028611977263,1954.3267627766636,1867.2744082990823,1732.12687295094,1724.1210072749036,Analog,Analog,Analog,Analog,Analog
11020300,Lake or Pond,393301.8298,5224079.882,Cass,Y,1,2.810240606,4.370832,31.4444,1591.2621412225767,1606.9365237115733,1614.3272377849885,1606.3594328057668,1504.5969951592767,1993.5008716744928,2092.9023876259484,2005.8582697566264,1862.1882266672112,1849.0909020603967,Analog,Analog,Analog,Analog,Analog
11021800,Lake or Pond,396864.3148,5153469.615,Cass,Y,0,2.835809855,5.64,42.549,1720.4074049534584,1736.30485592508,1740.5923775580618,1739.9088380260132,1630.7365631285218,2142.511389183817,2239.324904393377,2142.343300204496,1991.2800886973284,1979.3430299469471,Analog,Analog,Analog,Analog,Analog
11022000,Lake or Pond,397864.731,5152967.374,Cass,Y,0,2.8967875,4.11,40.768,1720.4074049534584,1736.30485592508,1740.5923775580618,1739.9088380260132,1630.7365631285218,2142.511389183817,2239.324904393377,2142.343300204496,1991.2800886973284,1979.3430299469471,Analog,Analog,Analog,Analog,Analog
11022100,Lake or Pond,397492.8762,5152298.523,Cass,Y,0,2.534444444,3,24.583,1720.4074049534584,1736.30485592508,1740.5923775580618,1739.9088380260132,1630.7365631285218,2142.511389183817,2239.324904393377,2142.343300204496,1991.2800886973284,1979.3430299469471,Analog,Analog,Analog,Analog,Analog
11022200,Lake or Pond,395341.3178,5149852.636,Cass,Y,0,1.585073289,2.82,53.7987,1720.4074049534584,1736.30485592508,1740.5923775580618,1739.9088380260132,1630.7365631285218,2142.511389183817,2239.324904393377,2142.343300204496,1991.2800886973284,1979.3430299469471,Analog,Analog,Analog,Analog,Analog
11024200,Lake or Pond,399816.3886,5189744.842,Cass,Y,0,4.217837073,5.7925,42.4185,1564.1385671156518,1577.205439905565,1588.480058993815,1575.4514669353616,1475.0787442916217,1977.2809759311656,2065.3807758072735,1977.4143262404805,1836.9558335380548,1818.969881094033,Analog,Analog,Analog,Analog,Analog
11041300,Lake or Pond,379995.5875,5203131.88,Cass,Y,0,5.683223621,8.2,60.5099,1479.968312900405,1482.5943733465033,1499.4415729161617,1485.41682886997,1395.17355492578,1894.690667320296,1981.6065666310635,1901.492800125287,1746.4714083916726,1724.7443536206863,Analog,Analog,Analog,Analog,Analog
11041500,Lake or Pond,381379.0709,5245728.339,Cass,Y,0,4.547634286,7.16,36.0916,1473.4002650879183,1492.6633428725168,1499.2414501226851,1492.548999082715,1384.097926604735,1877.0982826765264,1970.2553206241032,1888.456391918339,1741.7161189669955,1726.2684633324195,Analog,Analog,Analog,Analog,Analog
11050400,Lake or Pond,374536.1569,5235936.146,Cass,Y,0,3.913847574,5.85,45.0482,1515.0870222737733,1533.872136141037,1535.63141551455,1542.29411464858,1429.4676841436983,1924.6536561618084,2020.6107908679155,1935.5229081930404,1788.6920318270295,1771.264391916338,Analog,Analog,Analog,Analog,Analog
13001200,Lake or Pond,510061.2344,5022998.956,Chisago,Y,1,1.29032,1.88976,69.7822,1857.1912260496051,1896.9774437798949,1868.3608505492032,1879.58683726316,1760.31400480207,2317.164787507262,2442.042543436348,2317.1313898524327,2150.10081894379,2142.570635303619,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
13002700,Lake or Pond,513928.7285,5025024.402,Chisago,Y,1,1.617435219,11.5,65.8926,1825.65929267479,1865.7323251058367,1833.666912264673,1845.0646277621815,1724.3225926997616,2281.3241427990556,2400.9116343082333,2280.180486549418,2117.6022041946326,2104.3015214830302,NonAnalog,NonAnalog,NonAnalog,Analog,Analog
13002800,Lake or Pond,511252.3632,5025541.195,Chisago,Y,1,2.58152,14,94.29,1857.1912260496051,1896.9774437798949,1868.3608505492032,1879.58683726316,1760.31400480207,2317.164787507262,2442.042543436348,2317.1313898524327,2150.10081894379,2142.570635303619,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
13003500,Lake or Pond,511681.6662,5027050.972,Chisago,Y,1,2.727339592,16,85.0612,1853.8463412683984,1891.0331552794432,1860.2798106467017,1878.6091733207336,1748.5955436543568,2315.7162789493673,2437.587255644288,2312.138017540643,2147.181996765209,2135.340549194928,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
13004100,Lake or Pond,507794.9071,5021119.054,Chisago,Y,1,1.34112,1.9812,59.167,1929.06397829755,1976.5767919559685,1940.2396302015832,1953.8233180547,1826.337612469415,2392.39974868997,2517.6976459497946,2392.384174492227,2225.1147622431754,2217.889445048828,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
13005300,Lake or Pond,504118.6705,5018585.514,Chisago,Y,1,1.676807066,3.403333333,47.079,1859.9942562690685,1901.315412680445,1870.0358296376132,1884.7900245674932,1761.0659690814184,2322.650945593187,2443.299684404375,2317.675856513544,2153.178716318428,2144.5406777355056,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
13005400,Lake or Pond,504970.0236,5017716.528,Chisago,Y,0,1.674672131,3.1,51.8488,1852.3879237267583,1897.1088939874085,1861.55797926279,1876.7136366340617,1756.5908866632883,2316.924921349065,2440.3009669791245,2315.478736974988,2149.4902262216574,2140.2825907151214,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
13006800,Lake or Pond,497323.9996,5047449.589,Chisago,Y,1,3.227443721,11.5,54.7363,1754.5184794536185,1783.565841504873,1764.4767565136017,1772.0971158852549,1659.0492125376934,2201.72574008556,2311.092529424704,2195.456183170595,2030.9493017761315,2021.337416067801,Analog,NonAnalog,Analog,Analog,Analog
13008300,Lake or Pond,493884.1058,5053385.429,Chisago,Y,1,1.71704,2.10312,29.7304,1871.1058953034485,1905.5615491241515,1869.3346833469616,1881.9365361525267,1771.495303606175,2319.095980837231,2435.2400126175635,2314.214465024326,2143.620484933794,2137.203645905853,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
14000400,Lake or Pond,257177.065,5211347.049,Clay,Y,0,3.137236364,3.9,5.3236,1612.3823419503883,1603.4589977653734,1620.4171948072049,1620.0099246396333,1498.3170491674084,1995.615178140662,2105.9136952601852,2004.588500913309,1869.144627279488,1851.3301864665364,Analog,Analog,Analog,Analog,Analog
15008100,Lake or Pond,318812.9639,5266860.09,Clearwater,Y,0,3.076571969,4.88,101.1057,1508.8177179313916,1510.28912968889,1535.00792204932,1529.1907642581484,1406.894207820405,1907.959016520956,2004.3006997818436,1922.375672402512,1772.1058320489983,1755.072729601769,Analog,Analog,Analog,Analog,Analog
16002600,Lake or Pond,719551.9508,5326981.356,Cook,Y,0,3.0108,5.49,10.6668,1111.823144059602,1114.1503398287732,1117.691989326225,1107.1207795381033,1037.0036390006976,1437.6921099849635,1507.7035061783165,1473.998435100595,1334.125243970817,1336.4834732258255,Analog,Analog,Analog,Analog,Analog
16002700,Lake or Pond,718155.7151,5326381.303,Cook,Y,0,4.753024533,7.75,19.954,1146.0184247756,1156.6258673664015,1158.7737094053116,1150.9868621628416,1076.0730166730486,1492.8923202018816,1562.5426028882405,1523.3414209944642,1383.2807672166937,1367.5165301969191,Analog,Analog,Analog,Analog,Analog
16002900,Lake or Pond,716059.7318,5320181.334,Cook,Y,0,2.70824,3.96,9.6534,1194.4520688603834,1197.6851422421,1207.170666821307,1198.1117690771566,1121.48729095016,1533.6787467726506,1609.9223696892243,1565.605663460028,1427.0962217870783,1417.5451460727363,Analog,Analog,Analog,Analog,Analog
16004100,Lake or Pond,711256.4998,5327125.628,Cook,Y,0,5.438945455,6.86,0.156,1087.05805297453,1110.080420379705,1103.0676537586069,1089.4164353413537,1025.1681231880448,1445.9034784893884,1507.0910351809368,1473.862782928005,1323.1895580852622,1299.8822207543974,Analog,Analog,Analog,Analog,Analog
16007700,Lake or Pond,710866.8332,5320336.41,Cook,Y,0,4.588785172,6.3,14.9628,1105.2022744997582,1117.3668225311417,1119.9350506193682,1114.1349253422,1034.985860155287,1456.432470883699,1522.0427118185678,1484.22962839849,1343.3463706589157,1328.5789798290143,Analog,Analog,Analog,Analog,Analog
16014100,Lake or Pond,700264.646,5327485.593,Cook,Y,0,4.181933333,5.94,0.1571,1159.7145103502282,1167.2736576214063,1171.2222692347266,1163.722088253075,1089.049424708949,1510.6351140035797,1578.9933949652452,1537.5088018954684,1397.104086170442,1381.54244469055,Analog,Analog,Analog,Analog,Analog
16014300,Lake or Pond,692819.6986,5299897.091,Cook,Y,0,3.01294363,5.94,44.0453,1263.8925455985118,1279.272150701885,1281.181315363075,1277.172765177373,1185.9440489705237,1632.8641625478847,1701.3780863162358,1656.4181583625684,1505.8726564832805,1494.713674432474,Analog,Analog,Analog,Analog,Analog
16014700,Lake or Pond,694690.9891,5325415.02,Cook,Y,0,5.617156522,7.47,22.0089,1236.8734067810217,1238.8604651672051,1244.2813227219815,1239.56672011804,1158.0566547434858,1601.3394778522184,1674.4141880471043,1626.8479589879053,1476.5611027273362,1465.8994628490616,Analog,Analog,Analog,Analog,Analog
16035600,Lake or Pond,671881.7594,5330298.623,NOT IN MN,Y,0,4.773283761,7.5,18.2754,1154.3420293383551,1154.1075329627731,1160.45168544646,1151.6213371366234,1073.14419931959,1493.5352187484957,1564.8897511952496,1524.8636423556577,1382.4079922303952,1381.350604030628,Analog,Analog,Analog,Analog,Analog
18003400,Lake or Pond,434226.7928,5137763.416,Crow Wing,Y,1,4.390224726,9.246666667,58.6131,1582.8626663851549,1600.0378237884815,1598.3408639823951,1596.58065422115,1491.5494482111117,1999.5852287752543,2091.708335968385,2003.102182146868,1851.697704197859,1833.6110026509327,Analog,Analog,Analog,Analog,Analog
18003800,Lake or Pond,429742.1407,5138255.585,Crow Wing,Y,1,3.76381106,6.1,32.691,1640.9065683846916,1660.6914411482317,1661.2402676930467,1660.825110118825,1553.5478797810251,2068.9019248931327,2165.5133265109293,2075.6335070548657,1917.160642014392,1899.6675676874468,Analog,Analog,Analog,Analog,Analog
18004100,Lake or Pond,430581.7008,5135503.956,Crow Wing,Y,1,4.9276,5.6388,44.3127,1651.6975925662832,1669.6005316967369,1668.2045090718884,1668.0487724318334,1558.27780343411,2074.8794627856223,2172.6278803844,2082.768549166994,1923.504395358739,1905.548026567479,Analog,Analog,Analog,Analog,Analog
18004400,Lake or Pond,430599.9309,5134093.648,Crow Wing,Y,1,4.322330435,6.4,32.323,1651.6975925662832,1669.6005316967369,1668.2045090718884,1668.0487724318334,1558.27780343411,2074.8794627856223,2172.6278803844,2082.768549166994,1923.504395358739,1905.548026567479,Analog,Analog,Analog,Analog,Analog
18005000,Lake or Pond,429600.3497,5133574.872,Crow Wing,Y,1,3.815045685,7.16,42.1416,1651.6975925662832,1669.6005316967369,1668.2045090718884,1668.0487724318334,1558.27780343411,2074.8794627856223,2172.6278803844,2082.768549166994,1923.504395358739,1905.548026567479,Analog,Analog,Analog,Analog,Analog
18009000,Lake or Pond,429052.0004,5147848.052,Crow Wing,Y,0,4.58411866,7.6,119.9252,1675.966492675585,1694.6219470968367,1694.705679264335,1700.2302518343067,1595.380107126015,2103.648012814882,2198.5257041303403,2109.024805337392,1951.396637494788,1936.7075239320236,Analog,Analog,Analog,Analog,Analog
18009600,Lake or Pond,420107.439,5129044.926,Crow Wing,Y,1,2.19342385,6.85,44.2378,1727.3031058995116,1743.3042064354083,1743.0811972770816,1748.478554868815,1635.11346530837,2153.518460300907,2253.056444177319,2158.4036575675805,2000.1128859464957,1981.5845813448036,Analog,Analog,Analog,Analog,Analog
18013900,Lake or Pond,419150.0305,5146593.465,Crow Wing,Y,0,3.118538182,5.4,33.311,1735.978265583945,1752.2612434894968,1752.8765050457084,1755.1204380029783,1645.1272667617634,2160.2164761782365,2258.019419318814,2161.931002309199,2009.8101335029153,1994.53972250915,Analog,Analog,Analog,Analog,Analog
18014000,Lake or Pond,418609.6165,5151063.495,Crow Wing,Y,0,3.60024,4.9,15.3924,1729.7314140747017,1745.9141446350866,1746.770775703885,1747.9721580167434,1643.184637277545,2152.8257633402845,2253.301257401761,2157.2084307388027,2002.8367438131015,1985.4834248310744,Analog,Analog,Analog,Analog,Analog
18014500,Lake or Pond,410275.1121,5137108.826,Crow Wing,Y,0,2.282021333,5.6,86.2031,1766.9578132282118,1785.4065329332734,1781.1190727369535,1787.929169724615,1671.4448077564766,2192.4112185983386,2296.6434964633163,2197.18756055459,2040.076507038082,2020.087424998792,Analog,NonAnalog,Analog,Analog,Analog
18018500,Lake or Pond,430006.1245,5176629.105,Crow Wing,Y,1,1.724035714,4.42,25.7684,1729.7928426634282,1746.2153389307932,1751.477487848405,1747.3146061110567,1645.1101567980468,2148.43396055183,2249.701338237649,2147.769276229578,2002.9017185389316,1988.7399129828848,Analog,Analog,Analog,Analog,Analog
18020300,Lake or Pond,427718.5976,5175046.162,Crow Wing,Y,1,1.592363842,4.2,49.2235,1740.653113900437,1756.3693433397,1762.06425858436,1759.338633739717,1653.109277747205,2155.791257794652,2259.403071919949,2157.7189317356665,2013.6229263660648,2001.9111257266536,Analog,Analog,Analog,Analog,Analog
18021200,Lake or Pond,427186.2071,5177734.199,Crow Wing,Y,1,5.241206504,7.8,42.2696,1620.5705228880763,1634.31387290617,1642.0662600864484,1631.3384896507866,1533.4534025853766,2033.9775432516549,2132.1750613672752,2040.3619342329323,1891.803377211979,1879.0182542126197,Analog,Analog,Analog,Analog,Analog
18024200,Lake or Pond,417711.3332,5156192.006,Crow Wing,Y,1,3.342362483,9.4,31.4841,1709.0784246206315,1727.5825868463817,1726.1674726307751,1727.4037227100016,1625.7774635004,2132.020953752549,2231.0285300132196,2137.4579838590143,1981.2255776509728,1965.4870725443443,Analog,Analog,Analog,Analog,Analog
18024300,Lake or Pond,415630.3528,5153837.506,Crow Wing,Y,1,2.883679918,8.53,24.1841,1729.2172192852283,1744.51027392607,1739.0746512341184,1742.5997952200632,1637.2488581899015,2147.0889365299977,2246.204211384535,2149.607903582095,2000.5011601699716,1982.3322140492337,Analog,Analog,Analog,Analog,Analog
18026100,Lake or Pond,415358.0286,5165356.307,Crow Wing,Y,1,3.243943662,5.2,29.0417,1490.4907500042166,1499.6962694241668,1498.8028253224315,1490.99817051319,1399.0296963883616,1892.602229183344,1983.444400376526,1893.5722892528097,1754.5435932810958,1742.440054847559,Analog,Analog,Analog,Analog,Analog
18026600,Lake or Pond,418310.1492,5172750.725,Crow Wing,Y,0,2.830850413,4.4,30.2771,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18026900,Lake or Pond,413376.0051,5173541.482,Crow Wing,Y,0,4.353151648,6.1,54.4162,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18027100,Lake or Pond,416416.5685,5171244.969,Crow Wing,Y,0,2.651096154,5.18,54.5322,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18030500,Lake or Pond,410990.0523,5151343.007,Crow Wing,Y,0,4.303095502,8.84,61.3463,1636.87010864606,1655.113048822945,1656.74916971328,1652.4791941730716,1551.3356231705484,2056.557747707895,2150.1635648072156,2059.9752343284467,1907.396725284842,1893.4443861610416,Analog,Analog,Analog,Analog,Analog
18030800,Lake or Pond,409892.1777,5158721.538,Crow Wing,Y,0,5.198569281,11,62.903,1608.96042447884,1629.48762469672,1628.504565883255,1628.4114433733066,1525.9550183265617,2029.3160293319584,2120.368801433352,2033.703289877922,1879.7744831779537,1866.5576391801592,Analog,Analog,Analog,Analog,Analog
18031000,Lake or Pond,406667.6424,5171605.624,Crow Wing,Y,0,3.298685712,6.7,30.7926,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18031100,Lake or Pond,413256.7257,5171582.557,Crow Wing,Y,0,4.303714286,6.58,45.3602,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18031200,Reservoir,413544.6229,5168506.174,Crow Wing,Y,0,4.013248,6.1,63.5738,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18031500,Lake or Pond,411377.8286,5174447.122,Crow Wing,Y,0,4.341953271,6.86,47.6807,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18032000,Lake or Pond,408503.2609,5137761.205,Crow Wing,Y,0,4.2164,4.572,87.4742,1670.5315046123017,1687.97447460385,1684.5943931079316,1685.01090028235,1578.862241856725,2095.3092487442996,2192.629972250978,2101.8034627588636,1942.5056898830635,1923.291750268684,Analog,Analog,Analog,Analog,Analog
18035200,Lake or Pond,407968.671,5164910.829,Crow Wing,Y,1,5.44638033,8.5,40.3373,1679.0029384942,1694.0058042302535,1701.9275786777066,1703.0188439715982,1597.733125333925,2109.920193236466,2203.615134966264,2113.638983064927,1956.477350150531,1942.1631460298747,Analog,Analog,Analog,Analog,Analog
18035400,Lake or Pond,409402.1046,5169843.269,Crow Wing,Y,0,3.917602469,7.2,32.2135,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18035500,Lake or Pond,404105.3968,5168563.586,Crow Wing,Y,0,3.668894382,7.01,37.9752,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18035600,Lake or Pond,405896.6554,5168926.827,Crow Wing,Y,0,4.320764835,7,40.1336,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18036100,Lake or Pond,408079.8431,5167323.115,Crow Wing,Y,1,4.896706667,7.0104,42.9196,1658.8662610624767,1676.5681315956267,1674.996013822045,1677.73164548028,1576.885758089007,2086.240134635758,2182.8879677784453,2089.3053590186178,1935.1682830558148,1918.607565961556,Analog,Analog,Analog,Analog,Analog
18036600,Lake or Pond,407066.8436,5174336.342,Crow Wing,Y,0,2.241877778,4,11.459,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18037200,Lake or Pond,404626.3181,5143503.451,Crow Wing,Y,0,4.354277229,10.67,57.0502,1571.7467349544067,1591.2079878198433,1588.17677854052,1587.2513718901732,1479.6055129730337,1993.2432073789817,2081.4691812057554,1995.6377130826952,1841.4793662213256,1828.344477787208,Analog,Analog,Analog,Analog,Analog
18037300,Lake or Pond,401478.3842,5145709.807,Crow Wing,Y,0,3.27244882,8.9,83.3935,1712.9778314981634,1731.6641135562816,1733.123280347045,1732.2736484332167,1624.518783138545,2138.7385313967748,2234.6315366304834,2141.277490371548,1987.1185384804285,1973.681274227312,Analog,Analog,Analog,Analog,Analog
18037400,Lake or Pond,402909.9803,5151751.145,Crow Wing,Y,0,2.896766026,4.572,52.2278,1729.789670064417,1747.2378648623317,1751.3659542537985,1748.717271738877,1636.8427331762634,2150.087951028839,2248.4018284807084,2152.1196659808124,2002.034523300725,1986.987453958108,Analog,Analog,Analog,Analog,Analog
18037500,Lake or Pond,402764.8861,5148896.487,Crow Wing,Y,0,4.541807746,9.1,59.5022,1763.9272911004282,1780.2710199577734,1785.4042135349682,1788.84407501449,1674.4835016900815,2190.4557444254615,2295.262994940761,2192.258644253886,2042.516016716296,2028.1271972805112,Analog,NonAnalog,Analog,Analog,Analog
18037700,Lake or Pond,403254.0578,5156211.881,Crow Wing,Y,0,3.858911184,7.77,36.4583,1674.7629690277531,1692.6219213496734,1695.4544428334016,1693.0449173545549,1589.1280801616815,2096.249370417769,2193.4210062749135,2101.2447052514553,1946.9763109939552,1933.4423040438269,Analog,Analog,Analog,Analog,Analog
18037800,Lake or Pond,401702.74,5169204.288,Crow Wing,Y,0,4.492374026,8.4,38.4153,1617.2844586988883,1635.8375797283766,1648.2740039153284,1649.958521039875,1542.6195425099318,2045.349855204636,2140.890868455051,2051.2309495571963,1897.710944808002,1883.3914940555296,Analog,Analog,Analog,Analog,Analog
18037900,Lake or Pond,400900.5526,5134064.359,Crow Wing,Y,1,3.421818993,4.88,97.1958,1683.41589687074,1700.5420624888018,1699.8575837104615,1702.6266423085883,1586.347430987415,2105.125917396377,2205.822720350188,2108.4761396943018,1955.778398627132,1941.3034740185285,Analog,Analog,Analog,Analog,Analog
18038800,Lake or Pond,398751.4402,5143706.718,Crow Wing,Y,0,2.942133333,3.7,39.6857,1727.8123143941516,1746.09750954873,1745.2592216180967,1750.35099494485,1633.06893101453,2155.9697381349165,2255.9361018669065,2157.2579312494186,2001.7961928149973,1987.7436986295584,Analog,Analog,Analog,Analog,Analog
18039800,Lake or Pond,398631.2321,5152265.129,Crow Wing,Y,0,2.8652,3.96,45.3259,1720.4074049534584,1736.30485592508,1740.5923775580618,1739.9088380260132,1630.7365631285218,2142.511389183817,2239.324904393377,2142.343300204496,1991.2800886973284,1979.3430299469471,Analog,Analog,Analog,Analog,Analog
18039900,Lake or Pond,400480.8929,5152573.331,Crow Wing,Y,0,2.3918,3.9624,80.9011,1720.4074049534584,1736.30485592508,1740.5923775580618,1739.9088380260132,1630.7365631285218,2142.511389183817,2239.324904393377,2142.343300204496,1991.2800886973284,1979.3430299469471,Analog,Analog,Analog,Analog,Analog
18040300,Lake or Pond,401033.4555,5154735.225,Crow Wing,Y,0,3.905236379,7.92,63.0523,1674.7629690277531,1692.6219213496734,1695.4544428334016,1693.0449173545549,1589.1280801616815,2096.249370417769,2193.4210062749135,2101.2447052514553,1946.9763109939552,1933.4423040438269,Analog,Analog,Analog,Analog,Analog
18041200,Lake or Pond,400305.0316,5166294.402,Crow Wing,Y,0,2.312960677,5.79,41.0234,1753.193292542457,1769.8383671887716,1772.8298409316017,1774.1205292708617,1665.1616061976702,2176.9264874843784,2275.3124627633765,2177.969292097652,2026.4500777396304,2009.7094043647132,Analog,NonAnalog,Analog,Analog,Analog
18043900,Mine Pit Lake,424529.2314,5148299.586,Crow Wing,Y,0,6.97992,8.8392,28.5816,1707.48607130736,1714.6281966927816,1723.1613734281534,1729.73976254583,1625.10998891604,2135.1192698326126,2242.30597537421,2142.611516480939,1985.2577054639917,1969.1622291700285,Analog,Analog,Analog,Analog,Analog
18044000,Mine Pit Lake,423661.9114,5148702.242,Crow Wing,Y,0,9.0678,9.6012,28.5816,1599.1046477204734,1606.195536163915,1612.06275833012,1622.68282515112,1518.2910834474185,2028.5814930321071,2133.080833064452,2037.7508927269616,1880.7168477778532,1862.6656099828176,Analog,Analog,Analog,Analog,Analog
18044003,Mine Pit Lake (NF),423708.8961,5148637.564,Crow Wing,Y,0,10.88,10.88,28.5816,1627.4899006620385,1635.08468396523,1641.2373104922233,1649.9317794824867,1544.4246853223867,2055.539352917402,2160.0268689449017,2065.477952402105,1907.7959133759105,1890.575847965104,Analog,Analog,Analog,Analog,Analog
