DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,SURVEYED,EWMSTATUS,avg_secchi,max_secchi,roaddensity_density_mperha
27018400,Lake or Pond,442848.8053,4976179.27,Hennepin,Y,1,1.0287,1.2192,14.8031
27018500,Lake or Pond,445377.5584,4975313.024,Hennepin,Y,1,1.422820513,4.2,46.72
27018600,Lake or Pond,441467.0802,4971497.597,Hennepin,N,1,0.47754386,1.37,33.2341
27019100,Lake or Pond,446361.5954,4990339.756,Hennepin,Y,1,0.816864,1.0668,34.6677
27019101,Lake or Pond,445668.572,4990708.434,Hennepin,N,1,1.542739044,7.4,34.6677
27019102,Lake or Pond,447556.8013,4989703.924,Hennepin,N,1,1.297797101,7.6,34.6677
27019200,Lake or Pond,441575.5256,4990431.648,Hennepin,Y,1,1.729205602,7.4,31.6293
27104501,Lake or Pond,471802.661,4966340.02,Hennepin,Y,1,1.528571429,2.9,81.196
29004800,Lake or Pond,371658.4047,5222011.591,Hubbard,Y,0,3.522683721,5.5,64.0984
29006100,Lake or Pond,367691.9654,5231870.433,Hubbard,Y,0,3.82049313,8.2,58.0623
29007700,Lake or Pond,358410.8128,5191429.958,Hubbard,Y,0,1.528887066,4.27,51.9494
29007800,Lake or Pond,357937.0538,5192953.004,Hubbard,Y,0,2.360611765,3.05,33.3566
29008500,Lake or Pond,357058.4482,5188840.907,Hubbard,Y,0,2.315985,5.2,37.9653
29008600,Lake or Pond,359521.9609,5188615.409,Hubbard,Y,0,1.343525874,2.7432,11.8574
29014200,Lake or Pond,354539.2835,5185669.763,Hubbard,Y,0,2.614439024,6.4,52.4331
29014800,Lake or Pond,353575.5964,5211697.368,Hubbard,Y,0,4.600266222,9.814,39.5883
29015700,Lake or Pond,345319.7333,5185858.651,Hubbard,Y,0,2.05166875,2.9,33.1724
29016100,Lake or Pond,347737.15870000003,5194997.873,Hubbard,Y,0,3.074604975,5.18,55.9394
29020800,Lake or Pond,351931.1491,5216553.785,Hubbard,Y,1,4.66787234,7.92,28.4016
29021600,Lake or Pond,350364.104,5228558.056,Hubbard,Y,0,3.175925926,6.4,53.3747
30002200,Lake or Pond,488125.7097,5046730.016,Isanti,Y,1,1.643534239,4.27,51.6175
30004300,Lake or Pond,485448.7306,5044651.955,Isanti,Y,1,1.7543003129999999,4.1,75.0919
30007200,Lake or Pond,473012.8948,5035701.332,Isanti,Y,1,0.650674965,2.4,70.9308
30011400,Lake or Pond,462025.5171,5038711.519,Isanti,Y,1,1.158189091,2.5,30.3607
30013500,Lake or Pond,468358.0874,5046740.91,Isanti,Y,1,4.205536,8.29,77.0468
30013600,Lake or Pond,465683.0125,5046744.036,Isanti,Y,1,1.8519688,7.2,61.7294
31002000,Lake or Pond,488749.0823,5233642.341,Itasca,Y,0,3.105911111,4.19,28.5857
31019000,Lake or Pond,476043.1676,5239325.143,Itasca,Y,1,3.937785366,5.64,35.1247
31019100,Lake or Pond,475734.9307,5238414.911,Itasca,Y,1,3.768225067,5.6,35.1247
31021600,Lake or Pond,469380.4371,5234113.011,Itasca,Y,0,5.239635744,11.5,49.3448
31022700,Lake or Pond,473329.8889,5239240.406,Itasca,Y,0,3.7792,6.5,28.8216
31037000,Lake or Pond,459656.0002,5233546.116,Itasca,Y,1,2.609725926,4.3,68.4633
31037200,Lake or Pond,460063.4624,5232616.422,Itasca,Y,1,4.188910112,7.47,128.072
31037300,Lake or Pond,458525.5407,5232579.362,Itasca,Y,1,4.792315862,7.32,64.1234
31052400,Lake or Pond,457860.9823,5285088.204,Itasca,Y,1,4.572,4.572,9.8727
31053200,Lake or Pond,456057.801,5225983.682,Itasca,Y,0,4.6101,5.334,55.7086
31053300,Reservoir,457641.0855,5231390.569,Itasca,Y,0,2.5918,3.05,94.2346
31053800,Lake or Pond,456550.8106,5259549.757,Itasca,Y,0,3.172771111,6.55,6.7908
31056100,Riverine polygon,449660.4838,5233681.165,Itasca,Y,0,0.61,0.61,7.2988
31065300,Lake or Pond,449977.6008,5266928.058,Itasca,Y,0,4.058147416,6.1,41.3129
31081300,Lake or Pond,431725.2633,5265259.364,Itasca,Y,0,2.420172308,7,21.7539
31081700,Lake or Pond,427614.7255,5259205.323,Itasca,Y,0,0.91,0.91,0
31082400,Lake or Pond,427002.9179,5270350.243,Itasca,Y,0,3.03,3.81,33.2023
31082600,Lake or Pond,424231.5259,5274125.994,Itasca,Y,0,3.239904189,7.9,33.2023
31083400,Lake or Pond,426211.3959,5273022.186,Itasca,Y,0,2.825,3.05,4.3694
31085000,Lake or Pond,422797.9308,5252070.903,Itasca,Y,0,2.948106667,5.15,3.1314
31085300,Lake or Pond,422800.7791,5277646.168,Itasca,Y,0,2.076428571,3.5,33.7578
31087600,Lake or Pond,420998.2066,5279931.702,Itasca,Y,0,0.96,1.16,8.5871
31088200,Lake or Pond,421590.1698,5288067.402,Itasca,Y,0,2.878559459,4.3,36.7086
31092300,Lake or Pond,401497.0971,5259913.072,Itasca,Y,0,1.22,1.22,0
31092500,Lake or Pond,399937.9201,5258869.01,Itasca,Y,0,0.91,0.91,0
32002000,Lake or Pond,330437.9296,4822561.825,Jackson,Y,0,0.522945161,2.19,22.616
32002200,Lake or Pond,331870.3503,4832529.404,Jackson,Y,0,0.612380658,1.52,41.5027
32002400,Lake or Pond,327926.8784,4818177.817,NOT IN MN,Y,0,0.888031333,2.7,27.5183
32003300,Lake or Pond,329035.8345,4821550.998,Jackson,Y,0,0.66602,1.49352,35.6086
32006900,Lake or Pond,303383.5305,4825821.887,Jackson,Y,0,0.479175789,1.5,35.9402
33002800,Lake or Pond,476827.2225,5091724.46,Kanabec,Y,1,1.061242409,1.98,49.6077
34004400,Lake or Pond,355340.398,5004969.631,Kandiyohi,Y,0,1.952318857,7.62,46.4028
34006200,Lake or Pond,356269.3698,5014908.33,Kandiyohi,Y,1,1.414248763,2.6,34.6453
34007900,Lake or Pond,350494.5844,5012745.954,Kandiyohi,Y,1,3.74181858,8.5,91.891
34011600,Lake or Pond,343572.316,5010503.949,Kandiyohi,Y,1,3.755335229,7.3914,65.1498
34011900,Lake or Pond,347375.7174,5008251.812,Kandiyohi,Y,1,3.80675392,7.6,52.3481
34014200,Lake or Pond,344269.1966,5011792.452,Kandiyohi,Y,0,3.862976895,8.84,79.7803
34015400,Lake or Pond,345671.7667,5013706.138,Kandiyohi,Y,0,2.319991258,6.4,68.3543
34017100,Lake or Pond,342810.4961,5005421.733,Kandiyohi,Y,0,2.218226036,9,87.0372
34020600,Lake or Pond,339783.6144,5019417.286,Kandiyohi,Y,1,2.897784615,6.71,56.9242
34020700,Lake or Pond,338927.5251,5020826.995,Kandiyohi,Y,0,1.68,1.68,31.6237
34021700,Lake or Pond,338585.3168,5013040.328,Kandiyohi,Y,1,2.932885854,5.79,25.9675
34022300,Lake or Pond,337673.2587,5021272.219,Kandiyohi,Y,0,1.595,2.29,16.1932
34022400,Lake or Pond,335557.2878,5022013.706,Kandiyohi,Y,1,2.298534347,4.27,39.8062
34025100,Lake or Pond,333757.1191,5020656.366,Kandiyohi,Y,1,0.98298,1.3716,27.6919
37004600,Riverine polygon,266423.299,4997308.188,Lac Qui Parle,Y,0,0.530352,1.524,24.0711
38002400,Lake or Pond,644608.0035,5274361.588,Lake,Y,0,3.05202,4.8768,18.7387
38064500,Lake or Pond,609688.1002,5328635.465,NOT IN MN,Y,0,3.309527053,12,0
38078400,Lake or Pond,595266.0798,5315278.314,Lake,Y,0,1.7272,2.1336,0
38081100,Lake or Pond,593897.9018,5311483.06,Lake,Y,0,1.759186885,3.7,37.0853
38081700,Lake or Pond,588797.8836,5338686.751,Lake,Y,0,2.762704033,5.9,0
39000200,Lake or Pond,338609.9407,5439997.68,NOT IN MN,Y,0,1.032109758,1.7526,10.3408
40000100,Lake or Pond,457883.6961,4901324.552,Le Sueur,Y,0,1.3073104,4.572,30.4496
40000200,Lake or Pond,456956.1441,4897204.745,Le Sueur,Y,1,1.276628955,4.6,68.9313
40003100,Lake or Pond,451494.0362,4897656.66,Le Sueur,Y,1,1.787206184,7.165,67.703
40005600,Lake or Pond,445858.5156,4895763.061,Le Sueur,Y,1,1.237417971,3.8,88.5751
40005700,Lake or Pond,443782.8406,4895499.777,Le Sueur,Y,1,2.313318222,6.86,83.7379
40006300,Lake or Pond,442012.6682,4902673.112,Le Sueur,Y,1,1.614943182,5.43,48.5647
40009201,Lake or Pond,439258.8941,4902672.794,Le Sueur,N,1,1.7952689,7.01,49.4781
40009202,Lake or Pond,434161.9817,4902634.203,Le Sueur,N,1,1.106397473,4.9,56.1054
43011500,Lake or Pond,384608.1316,4981220.783,McLeod,Y,1,0.635248,2.1336,13.9711
44001400,Lake or Pond,299802.1232,5234429.728,Mahnomen,Y,0,3.092527138,6.4,38.9627
44008000,Lake or Pond,295131.1182,5227661.686,Mahnomen,Y,0,3.497297297,7.1,48.015
47001600,Lake or Pond,397682.8202,4984758.743,Meeker,Y,1,0.924678571,2.4,29.1729
47004600,Lake or Pond,391692.6105,4991589.911,Meeker,Y,1,1.24409581,4.4,39.5563
47005000,Lake or Pond,386200.9021,4990291.544,Meeker,Y,1,2.691745653,19,39.1464
47006400,Lake or Pond,388068.5447,4985112.44,Meeker,Y,1,1.717722105,2.7432,17.4219
47006800,Lake or Pond,388272.9758,4991350.201,Meeker,Y,1,2.372684007,8.53,36.2851
47009500,Lake or Pond,386631.837,5014501.227,Meeker,Y,1,0.764509613,3.4,35.443600000000004
47009600,Lake or Pond,387992.0121,5014352.466,Meeker,Y,1,2.478166667,4.57,33.1617
47011900,Lake or Pond,379681.4188,4988074.996,Meeker,Y,1,4.245685358,9.14,55.1627
48000200,Lake or Pond,450184.7693,5121183.206,Mille Lacs,Y,1,3.446957241,7.01,69.1301
48000900,Lake or Pond,447953.4947,5103456.856,Mille Lacs,Y,0,0.859166667,1.1,51.233
48001200,Lake or Pond,444369.8722,5106296.166,Mille Lacs,Y,0,1.635155556,2.8,19.4871
48001400,Lake or Pond,440235.6818,5110611.134,Mille Lacs,Y,0,1.558461538,1.9,10.7289
49007900,Lake or Pond,381077.5664,5118258.595,Morrison,Y,1,4.776182192,9.14,47.5787
49012700,Lake or Pond,376302.7987,5123588.8,Morrison,Y,1,4.508631356,8.23,42.2559
49013300,Lake or Pond,375806.5358,5122430.188,Morrison,Y,1,2.805257644,4.72,62.5897
49013700,Lake or Pond,375254.415,5118866.339,Morrison,Y,0,3.622018529,8.69,49.478
49014000,Lake or Pond,372932.1521,5074678.899,Morrison,N,1,4.001053755,12,40.1805
51006300,Lake or Pond,278703.832,4892734.895,Murray,Y,0,0.608394955,2.18,31.9657
53000700,Lake or Pond,297763.8488,4820719.372,Nobles,Y,0,1.205816,3.7,19.6368
55000400,Lake or Pond,541899.2482,4892807.898,Olmsted,Y,0,1.480900046,5.5,40.5543
56003100,Lake or Pond,319624.7303,5111942.115,Otter Tail,Y,0,1.97898087,4.57,53.8102
56013800,Lake or Pond,303608.1262,5130037.204,Otter Tail,Y,0,3.840104497,8,40.2453
56014100,Lake or Pond,305895.6136,5151261.809,Otter Tail,Y,0,2.011050431,3.66,41.6569
56021400,Lake or Pond,301577.2712,5151439.133,Otter Tail,Y,0,2.017871549,4.42,56.0003
56023900,Lake or Pond,295212.9388,5130235.611,Otter Tail,Y,0,3.909215145,6.606666667,55.873
56024000,Lake or Pond,295386.1257,5136154.829,Otter Tail,Y,0,3.753651612,11.6,27.024
56024100,Lake or Pond,295206.2015,5133887.244,Otter Tail,Y,0,5.117642353,10.67,25.8161
56024200,Lake or Pond,295396.1807,5141837.833,Otter Tail,Y,0,3.536935535,6.7,59.7291
56025300,Lake or Pond,292205.7977,5116544.687,Otter Tail,Y,0,5.780635016,9.14,47.3939
56029800,Lake or Pond,287043.2799,5137694.035,Otter Tail,Y,0,3.480729867,5.5,44.4474
56030300,Lake or Pond,294291.8199,5132592.929,Otter Tail,Y,0,3.981916522,5.5,31.7553
56031000,Lake or Pond,294309.7665,5145902.279,Otter Tail,Y,0,2.204148546,5.2,27.5452
56031100,Lake or Pond,292144.5728,5147327.313,Otter Tail,Y,0,1.22,1.22,11.4594
56032800,Lake or Pond,292841.2557,5165427.663,Otter Tail,Y,0,6.205624896,10.605,32.2192
56033500,Lake or Pond,293242.2962,5163862.102,Otter Tail,Y,0,6.676301156,13.72,35.6761
56036000,Lake or Pond,289919.2151,5172617.615,Otter Tail,Y,0,3.513416918,6.1,32.0405
56037800,Lake or Pond,285340.1894,5137540.245,Otter Tail,Y,0,2.86512,3.2004,44.4474
56038300,Lake or Pond,288040.9302,5150577.124,Otter Tail,Y,0,2.851681712,6.71,30.9364
56038500,Lake or Pond,284180.1343,5155819.085,Otter Tail,Y,0,4.105107076,8.075,35.4491
56038601,Lake or Pond,288008.3708,5162335.129,Otter Tail,Y,0,4.974238992,11.58,34.2435
56038602,Lake or Pond,286349.1004,5162510.725,Otter Tail,Y,0,5.075180135,10.985,35.2293
56038603,Lake or Pond,288646.7991,5160828.805,Otter Tail,Y,0,4.28554742,9.14,28.9729
56038700,Lake or Pond,286917.2975,5167359.656,Otter Tail,Y,0,5.079912681,8.736666667,51.9574
56043700,Lake or Pond,281809.2143,5121062.154,Otter Tail,Y,0,3.16920375,8.76,29.4997
56048100,Lake or Pond,278556.1707,5140718.383,Otter Tail,Y,0,3.15,4.3,25.0936
56050100,Lake or Pond,280894.8262,5165952.842,Otter Tail,Y,0,4.293231034,7.32,40.2743
56051700,Lake or Pond,281533.6946,5159380.645,Otter Tail,Y,0,5.735125412,10.36,34.0585
56052200,Lake or Pond,286092.5699,5159141.305,Otter Tail,Y,0,1.976865455,5.5,26.3014
56052300,Lake or Pond,283697.6203,5167749.001,Otter Tail,Y,0,3.31378406,5.03,65.2463
56057300,Lake or Pond,277831.055,5142467.382,Otter Tail,Y,0,3.7,3.7,9.2301
56058900,Lake or Pond,268052.0919,5117683.966,Otter Tail,Y,0,1.646666667,4,21.4811
56060400,Lake or Pond,270042.7572,5114970.671,Otter Tail,Y,0,1.421428571,2,24.014
56061300,Lake or Pond,270816.1172,5112293.288,Otter Tail,Y,0,2.39050416,6.1,42.174
56071100,Riverine polygon,270094.9629,5141512.691,Otter Tail,Y,0,3.197126667,4,36.901
56074900,Lake or Pond,274084.6458,5166607.651,Otter Tail,Y,0,3.42765977,7.8,59.0366
56075900,Lake or Pond,272530.1098,5169816.322,Otter Tail,Y,0,3.132495738,6.9,41.7292
56076100,Lake or Pond,274629.2466,5176958.252,Otter Tail,Y,0,2.595694864,5.8,51.6239
56076800,Lake or Pond,270092.3085,5173742.976,Otter Tail,Y,0,4.370063079,8.5,54.5075
56077000,Lake or Pond,269769.2473,5174475.133,Otter Tail,Y,0,3.750885167,6.6,54.5075
56078100,Lake or Pond,268161.7436,5122940.906,Otter Tail,Y,0,3.586146963,5.94,50.7404
56078200,Lake or Pond,266497.3793,5132394.32,Otter Tail,Y,0,2.453629091,4.57,54.1411
56078300,Lake or Pond,266760.4879,5131303.119,Otter Tail,Y,0,3.218995556,4.6,43.6683
56078400,Lake or Pond,265328.1151,5146405.674,Otter Tail,Y,0,3.358389167,7.32,40.3624
56078600,Lake or Pond,268870.6003,5176424.686,Otter Tail,Y,0,3.872203999,9.433333333,54.5075
56082400,Reservoir,259394.8224,5125914.994,Otter Tail,Y,0,1.65656,3.7,14.4212
56087700,Lake or Pond,265577.304,5144303.236,Otter Tail,Y,0,3.543620901,6.1,38.3779
56091500,Lake or Pond,264714.749,5165426.333,Otter Tail,Y,0,3.038622857,5.67,43.0403
56094500,Lake or Pond,256413.549,5123168.446,Otter Tail,Y,0,1.373084,2.1,13.0995
56163600,Lake or Pond,291304.3177,5166006.26,Otter Tail,Y,0,5.90242268,9.4,23.6048
56164100,Lake or Pond,292074.7088,5163846.067,Otter Tail,Y,0,2.836363636,4.3,39.522
58006700,Lake or Pond,518683.0705,5136156.703,Pine,Y,1,4.411078259,8.1,62.6014
58008100,Lake or Pond,517185.959,5140120.847,Pine,Y,1,3.193642554,5.2,95.3389
58011900,Lake or Pond,504340.4653,5077660.977,Pine,Y,1,1.119950374,2.1,72.6859
58014200,Lake or Pond,496876.4254,5076789.59,Pine,Y,1,1.065306409,2.74,32.746
60021700,Lake or Pond,268555.7498,5276528.904,Polk,Y,1,2.971349792,8.1,37.534
61004100,Lake or Pond,316412.2831,5035955.235,Pope,Y,1,2.869531341,6.4,53.8255
61006400,Lake or Pond,321653.1541,5061812.394,Pope,Y,0,3.770220354,8.23,71.178
61007200,Lake or Pond,315160.4219,5038506.573,Pope,Y,1,1.50344411,5.5,34.3127
61007800,Lake or Pond,311605.1734,5067966.707,Pope,Y,0,2.393301245,6.86,23.7331
61011100,Lake or Pond,308608.5362,5057422.045,Pope,Y,0,1.497417492,4.88,51.2577
61013000,Lake or Pond,308943.2644,5054513.602,Pope,Y,1,2.902281501,6.325,73.0834
61014900,Lake or Pond,303115.3212,5046137.171,Pope,Y,0,3.154992868,5.18,18.0044
61018000,Lake or Pond,293305.369,5043718.178,Pope,Y,1,0.581468485,2,8.2124
62000100,Lake or Pond,500923.6157,4985935.476,Ramsey,Y,1,2.010295533,5.2,140.4056
62000200,Lake or Pond,498754.0283,4995658.276,Ramsey,Y,1,1.620207402,4.9,69.9818
62000600,Lake or Pond,495486.0615,4985661.028,Ramsey,Y,1,1.374132653,3.3,73.4949
62000700,Lake or Pond,494430.8053,4985183.351,Ramsey,Y,1,2.126621639,6.3,77.2807
62001200,Lake or Pond,495060.6552,4982295.043,Ramsey,Y,1,2.384916201,4.9,94.8291
62001300,Lake or Pond,495823.1131,4981563.291,Ramsey,Y,1,3.153934872,8,104.7023
62001600,Lake or Pond,499630.106,4979969.67,Ramsey,Y,1,1.92020973,3.5,124.5107
62002400,Lake or Pond,496749.9185,4992090.752,Ramsey,Y,1,2.342758621,6,133.4108
62004600,Lake or Pond,492242.8232,4993756.966,Ramsey,Y,1,2.790909091,6.7,59.5418
62005400,Lake or Pond,491086.5501,4982758.803,Ramsey,Y,1,2.67641519,8.4,99.5063
62005600,Lake or Pond,490348.6549,4986864.481,Ramsey,Y,1,2.015166045,6.7,88.5351
62005700,Lake or Pond,487930.1432,4986932.059,Ramsey,Y,1,2.258035189,6.8,127.258
62006100,Lake or Pond,489174.3725,4993988.452,Ramsey,Y,1,2.541080272,6.4,76.2798
62006200,Lake or Pond,490602.6069,4994109.508,Ramsey,Y,0,1.723939394,4.5,53.7737
62006700,Lake or Pond,484061.765,4991344.74,Ramsey,Y,1,1.7272,2.1336,89.8342
62007300,Lake or Pond,490059.823,4991111.686,Ramsey,Y,1,3.168385215,6.2,67.6812
62007500,Lake or Pond,489336.5221,4989064.88,Ramsey,Y,1,1.1176,1.524,72.6197
62007800,Lake or Pond,486581.735,4987764.975,Ramsey,Y,1,2.366608125,8.4,112.2431
62008200,Lake or Pond,490870.6489,4987974.205,Ramsey,Y,1,3.436627517,14,102.9454
66000800,Lake or Pond,471261.0877,4901434.827,Rice,Y,0,0.855167312,3.05,79.6483
66001000,Lake or Pond,473050.1642,4904098.198,Rice,Y,0,0.699489412,1.68,79.6483
66002700,Lake or Pond,472757.3213,4918054.919,Rice,Y,1,0.865005755,3.05,44.5706
66002900,Lake or Pond,474193.0336,4915596.368,Rice,Y,1,1.500496886,6.71,29.5844
66003800,Lake or Pond,468765.0914,4909606.495,Rice,Y,1,1.126929388,4.27,35.8611
66003900,Lake or Pond,468431.2484,4913346.36,Rice,Y,1,1.207806486,4.3,50.3438
66004500,Lake or Pond,461377.8175,4895982.996,Rice,Y,0,0.848666667,1.4,10.1321
66004700,Lake or Pond,464438.385,4908886.66,Rice,Y,1,1.121986,3.96,51.2453
66005200,Lake or Pond,465804.6552,4904676.735,Rice,Y,1,1.088043192,3.975,46.6683
66005500,Lake or Pond,464843.6461,4913075.283,Rice,Y,1,1.409765113,5.2,31.6218
69011800,Lake or Pond,575991.0287,5309657.304,St. Louis,Y,0,5.924982534,9.45,32.1603
69012100,Lake or Pond,577994.227,5342280.145,St. Louis,Y,0,2.9508,5.18,0
69017400,Lake or Pond,579653.5759,5314021.244,St. Louis,Y,0,1.7272,2.1336,2.7606
69022400,Lake or Pond,565768.9753,5354802.901,NOT IN MN,Y,0,2.740208,4.11,0
69037200,Reservoir,562172.5362,5207346.562,St. Louis,Y,0,1.530096,2.10312,41.919
69037800,Lake or Pond,545051.0462,5303469.16,St. Louis,Y,0,2.77368,2.77368,32.8126
69047000,Lake or Pond,554239.9921,5343933.035,St. Louis,Y,0,2.440792,4.9,0
69049000,Lake or Pond,553347.1358,5190548.47,St. Louis,Y,0,4.846602398,9.1,101.6158
69049100,Lake or Pond,555363.4233,5199189.243,St. Louis,Y,0,1.572768,2.1336,17.3516
69051200,Lake or Pond,549561.1633,5190426.682,St. Louis,Y,0,0.70104,0.70104,15.5561
69061700,Lake or Pond,540755.7952,5358587.111,NOT IN MN,Y,0,2.214110173,4.6,0
69084500,Lake or Pond,501034.2272,5368207.693,St. Louis,Y,0,2.533787666,5.33,7.9064
69091400,Lake or Pond,504299.2146,5269482.288,St. Louis,Y,1,3.114285714,3.51,39.4119
69130600,Natural Ore Mine,540683.9408,5258657.224,St. Louis,Y,1,7.12762,11.89,64.2083
70001700,Lake or Pond,470811.7569,4955950.479,Scott,Y,1,1.953601905,2.7,61.9324
70001800,Lake or Pond,469061.8492,4952723.538,Scott,Y,1,1.96056338,3,57.6426
70002600,Lake or Pond,467346.9892,4953365.939,Scott,Y,1,2.729698473,9.53,93.0776
70005000,Lake or Pond,467196.8223,4942383.644,Scott,Y,1,1.247815916,3.9,41.2879
70007200,Lake or Pond,464590.3616,4951202.657,Scott,Y,1,1.325889039,11.1,93.2801
70007600,Lake or Pond,465950.0664,4955479.221,Scott,Y,1,0.704748603,3,32.4735
70009500,Lake or Pond,459078.377,4954458.143,Scott,Y,1,1.539803687,4.1,43.8676
70015300,Lake or Pond,464653.1596,4953936.515,Scott,Y,1,3.2004,3.2004,45.4105
70034300,Mine Pit Lake,465605.183,4959615.995,Scott,Y,1,4.2672,4.2672,34.3087
71005500,Lake or Pond,451028.3816,5037227.586,Sherburne,Y,1,0.771435176,2.1,62.7059
71006700,Lake or Pond,441739.7641,5026734.604,Sherburne,Y,1,0.878836842,1.98,74.6211
71008100,Lake or Pond,440642.8916,5021749.972,Sherburne,Y,1,3.109710029,6.7,82.5471
71008200,Lake or Pond,440918.5712,5020853.573,Sherburne,Y,1,3.640015453,8.2,108.5129
71014700,Lake or Pond,427063.9777,5037878.424,Sherburne,Y,1,0.797677122,3.1,52.4309
73001400,Lake or Pond,404010.0218,5018346.107,Stearns,Y,1,1.261177994,7.5,42.1856
73001500,Lake or Pond,409261.3089,5019579.228,Stearns,Y,1,2.877812766,5.8,33.9525
73003500,Lake or Pond,400333.0316,5020439.968,Stearns,Y,1,2.437601058,5.8,28.7857
73005500,Lake or Pond,395420.6511,5032339.061,Stearns,Y,0,2.737209937,13.2,26.0638
73007000,Lake or Pond,399126.6456,5050324.089,Stearns,Y,0,2.237557391,4.3,38.189
73007100,Lake or Pond,398917.6626,5050609.599,Stearns,Y,0,3.136363636,4.7,43.6247
73007200,Lake or Pond,398500.031,5049671.774,Stearns,Y,0,1.621288066,4.6,51.0528
73008200,Lake or Pond,384587.5705,5033652.706,Stearns,Y,0,2.057823622,6.55,70.0172
73008300,Lake or Pond,385145.6468,5032928.125,Stearns,Y,0,0.726117231,1.68,40.748
73008600,Lake or Pond,386572.3305,5032383.399,Stearns,Y,0,0.775563806,2.29,34.9456
73008700,Lake or Pond,385889.674,5032546.16,Stearns,Y,0,0.775023333,2.13,19.313
73008800,Lake or Pond,385411.7266,5031783.812,Stearns,Y,0,1.550211185,6.71,37.9989
73008900,Lake or Pond,383766.6116,5032431.694,Stearns,Y,0,0.705500787,1.52,41.4524
73010600,Lake or Pond,385566.3867,5041339.728,Stearns,Y,0,5.057482529,11.73,39.1103
73012300,Lake or Pond,386246.2812,5052627.966,Stearns,Y,1,2.841351565,4.72,75.9646
73012800,Lake or Pond,385724.9431,5051417.006,Stearns,Y,1,3.336931633,6.4,126.7983
73013300,Lake or Pond,382231.5216,5031653.02,Stearns,Y,0,1.64592,2.1336,37.8092
73015600,Lake or Pond,379857.7241,5033479.402,Stearns,Y,0,1.68855,4.3,53.9042
73015700,Lake or Pond,380410.5362,5031473.501,Stearns,Y,0,1.192044414,5.335,38.7068
73018300,Lake or Pond,374294.2786,5066770.606,Stearns,Y,1,2.577018367,6.4,18.0155
73019600,Lake or Pond,373076.8503,5025807.081,Stearns,Y,0,1.745252932,7.47,30.2333
73024900,Lake or Pond,360918.9193,5067954.414,Stearns,Y,1,2.912301832,7.3,29.7533
73025100,Lake or Pond,358358.6809,5060147.614,Stearns,Y,0,1.524,1.524,84.3502
75006100,Lake or Pond,277067.4421,5068033.863,Stevens,Y,0,0.697692308,1.4,16.4539
75007400,Lake or Pond,276741.5747,5065935.064,Stevens,Y,0,0.600769231,0.9,25.0092
75007500,Lake or Pond,277227.8887,5064742.352,Stevens,Y,0,0.669253509,2.13,25.0092
77000700,Lake or Pond,369664.2247,5077002.678,Todd,Y,0,5.13521703,9.14,32.6291
77001900,Lake or Pond,370335.5102,5070130.664,Todd,Y,1,2.21276,6.25,18.6865
77008400,Lake or Pond,363996.4924,5070958.79,Todd,Y,0,1.8288,1.9812,41.5373
77008900,Lake or Pond,360670.2702,5071321.662,Todd,Y,1,2.969630047,7.25,37.4059
77015000,Lake or Pond,349514.0963,5071960.736,Todd,Y,1,1.30048,1.8288,58.2482
77016300,Lake or Pond,349876.0305,5080778.202,Todd,Y,0,1.358947368,2.29,16.2764
77016400,Lake or Pond,345958.4803,5080198.694,Todd,Y,0,1.575887536,6.08,19.9471
77018200,Lake or Pond,342253.5162,5077537.87,Todd,Y,0,1.426077333,3.5,22.6346
77019500,Lake or Pond,334568.8199,5081291.686,Todd,Y,0,1.190263158,2.16,63.6795
77020100,Lake or Pond,341443.9271,5090837.228,Todd,Y,0,2.118205128,4.57,31.6113
77021500,Lake or Pond,335804.7553,5085466.099,Todd,Y,0,2.467977136,16.5,52.3506
79000100,Lake or Pond,586673.255,4901134.021,Wabasha,Y,1,0.6953,0.9906,5.647
80003000,Lake or Pond,344445.0274,5184769.275,Wadena,Y,0,1.979015658,4.3,33.1724
80003400,Lake or Pond,340885.3217,5183617.465,Wadena,Y,0,1.036931741,2.87,20.9465
81005500,Lake or Pond,450897.104,4892756.681,Waseca,Y,1,1.90334624,4.95,30.751
82000100,Riverine polygon,517759.3326,4975105.897,Washington,Y,1,1.472353788,15.55,64.2588
82002100,Lake or Pond,511599.6059,4988243.101,Washington,Y,1,1.068771454,6.1,89.9575
82003000,Lake or Pond,512586.2163,5004186.777,Washington,Y,1,2.215771028,4.27,36.4059
82005200,Lake or Pond,511004.389,5007242.009,Washington,Y,1,2.869474286,3.3528,34.6842
82005400,Lake or Pond,510979.9687,5014818.419,Washington,Y,1,1.449103059,4.27,52.3382
82005900,Lake or Pond,514973.2853,5012743.116,Washington,Y,1,1.755896,4.42,58.4578
82007400,Lake or Pond,510721.5032,4979525.896,Washington,Y,1,1.281219512,2.9,47.1224
82009000,Lake or Pond,506699.9929,4975272.666,Washington,Y,1,1.280818713,4,88.2212
82009200,Lake or Pond,507959.397,4974707.534,Washington,Y,1,2.567966935,7.3,136.3289
82009400,Lake or Pond,507096.8753,4972623.643,Washington,Y,1,0.686613725,2,86.9062
82010100,Lake or Pond,504628.8393,4985484.692,Washington,Y,1,3.281483695,7.2,55.8802
82010300,Lake or Pond,504423.9213,4984838.564,Washington,Y,1,3.111447488,5.8,62.1781
82010400,Lake or Pond,506004.1456,4984669.397,Washington,Y,1,4.3383504,7.3,49.5797
