DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,SURVEYED,EWMSTATUS,avg_secchi,max_secchi,roaddensity_density_mperha
82010600,Lake or Pond,509051.2872,4981118.149,Washington,Y,1,4.36774,7.0104,49.391
82010700,Lake or Pond,508363.4687,4983087.195,Washington,Y,1,0.788717949,1.8,44.438
82011800,Lake or Pond,503151.7742,4986796.474,Washington,Y,1,2.342948718,6.3,94.3549
82013000,Lake or Pond,504035.7743,4991717.319,Washington,Y,1,2.54657277,5.2,64.2225
82013300,Lake or Pond,506984.6,4988615.194,Washington,Y,1,2.243483146,4.2,38.7987
82015300,Lake or Pond,504536.1865,4997779.697,Washington,Y,1,2.94459364,5,63.41
82015900,Lake or Pond,504004.2571,5013346.026,Washington,Y,1,1.759383026,4.12,108.9763
82016300,Lake or Pond,499873.7606,5011883.272,Washington,Y,1,1.670827015,4,100.4841
82016700,Lake or Pond,501219.3473,4991539.254,Washington,Y,1,3.863733183,8.5,123.0549
82016800,Lake or Pond,498433.5726,5012328.165,Washington,Y,1,0.794166667,1.4,46.6992
82028700,Lake or Pond,518817.8528,5007455.912,Washington,Y,1,1.881771429,2.1336,52.8047
85001100,Lake or Pond,608775.1504,4877046.576,Winona,Y,1,1.2192,1.8288,162.4971
85001200,Lake or Pond,602452.2384,4880556.528,Winona,Y,1,3.680685714,4.3,147.7769
86001100,Lake or Pond,441248.7811,4999981.788,Wright,Y,1,5.300371429,9.14,27.5472
86002300,Lake or Pond,441556.4028,5002603.75,Wright,Y,1,1.688359355,7.62,35.6012
86003100,Lake or Pond,440234.716,5008725.695,Wright,Y,1,1.283333333,7,17.3691
86005100,Lake or Pond,432228.4967,5007507.297,Wright,Y,1,2.091133333,5.3,40.236
86005300,Lake or Pond,432955.3935,5005440.432,Wright,Y,1,2.3876,3.9624,93.3329
86006600,Lake or Pond,430799.4828,5016175.784,Wright,Y,1,4.279303623,7.62,22.2808
86008800,Lake or Pond,430124.7782,4999761.331,Wright,Y,1,1.2192,1.2192,55.4047
86009000,Lake or Pond,429774.1546,5001449.496,Wright,Y,1,1.005963889,4.3,90.8301
86010600,Lake or Pond,421553.9449,4991319.828,Wright,Y,1,1.033155963,3.1,38.4901
86010700,Lake or Pond,428253.6801,4999328.292,Wright,Y,1,1.678093333,4.27,31.6255
86010800,Lake or Pond,427727.9962,4999017.584,Wright,Y,1,0.9906,1.524,31.6255
86011400,Lake or Pond,423537.2926,4991665.498,Wright,Y,1,2.29630339,7.9,86.2246
86012000,Lake or Pond,421757.783,5006583.341,Wright,Y,1,1.74554,5.49,39.647
86012300,Lake or Pond,426386.9314,5004931.568,Wright,Y,1,4.4196,4.4196,28.4431
86013401,Lake or Pond,424539.9079,5009462.053,Wright,Y,0,3.401868063,8.53,42.4546
86013403,Lake or Pond,426601.8213,5010322.717,Wright,Y,0,2.026778351,5.8,42.4546
86014000,Lake or Pond,423211.3493,5018002.072,Wright,Y,1,1.393406897,3.89,49.5692
86015600,Lake or Pond,422203.2931,5011550.881,Wright,Y,1,2.5689768,5.79,22.4853
86016800,Lake or Pond,424870.5153,5023398.554,Wright,Y,1,1.246065882,5.5,59.9248
86018200,Lake or Pond,420397.1893,5002415.206,Wright,Y,1,1.554487167,5.7912,28.2537
86018300,Lake or Pond,420465.675,5026018.345,Wright,Y,1,1.336613091,6.4,72.4792
86018400,Lake or Pond,417040.1266,4989350.763,Wright,Y,1,0.824904706,3.3528,34.5867
86018800,Lake or Pond,418843.3074,4985726.651,Wright,Y,1,1.250472727,3.35,33.8989
86019900,Lake or Pond,415820.5497,4991539.516,Wright,Y,1,1.615491654,5.9,80.1355
86021700,Lake or Pond,412825.3431,5004158.195,Wright,Y,1,1.935138137,6.708,34.4344
86022100,Lake or Pond,414105.4322,5001527.94,Wright,Y,1,2.059700699,6.71,26.973
86022300,Lake or Pond,419446.5461,5017682.85,Wright,Y,1,1.631305691,4.7,46.5788
86022700,Lake or Pond,416475.8313,5013416.87,Wright,Y,1,2.371124731,9.5,36.6185
86022900,Lake or Pond,419483.8395,5013854.564,Wright,Y,1,1.268472394,5.2,30.9686
86023000,Lake or Pond,419456.5978,5012804.493,Wright,Y,1,1.542212912,6.1,30.9686
86023300,Lake or Pond,418531.5413,5018734.562,Wright,Y,1,3.137513311,5.18,43.3619
86024200,Lake or Pond,414618.9206,5022120.031,Wright,Y,1,2.662142857,4.72,16.4028
86024300,Lake or Pond,412803.432,5020229.853,Wright,Y,0,2.923392453,6.096,46.632
86025100,Lake or Pond,411779.5713,5014106.68,Wright,Y,1,2.673425688,5.2,64.1911
86025200,Lake or Pond,412242.4631,5017384.753,Wright,Y,1,1.3716,1.3716,40.7474
86027300,Lake or Pond,408712.8235,5006852.242,Wright,Y,1,1.385613675,3.35,23.5266
86027900,Lake or Pond,404716.0335,5011384.601,Wright,Y,1,5.607286355,9.3,51.8816
86028100,Lake or Pond,406219.0131,5018936.764,Wright,Y,1,1.71440995,5.9,38.0776
86028400,Lake or Pond,408364.3154,5017116.045,Wright,Y,1,2.489380117,6.25,36.697
86028800,Lake or Pond,408677.7124,5012447.991,Wright,Y,1,2.65544,5.5,42.4865
86028900,Lake or Pond,406237.9944,5011663.671,Wright,Y,1,5.37935631,9.75,51.8816
