DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,EWMSTATUS,avg_secchi,roaddensity_density_mperha,ACCESS.Curr,MIROC5.Curr,IPSL.Curr,GFDL.Curr,MRI.Curr,ACCESS.Futr,MIROC5.Futr,IPSL.Futr,GFDL.Futr,MRI.Futr,ACCESS.domain,MIROC5.domain,IPSL.domain,GFDL.domain,MRI.domain,ACCESS.GAMminK.CurrPred,GFDL.GAMminK.CurrPred,IPSL.GAMminK.CurrPred,MIROC5.GAMminK.CurrPred,MRI.GAMminK.CurrPred,ACCESS.GAMminK.FutrPred,GFDL.GAMminK.FutrPred,IPSL.GAMminK.FutrPred,MIROC5.GAMminK.FutrPred,MRI.GAMminK.FutrPred,ACCESS.GAMbestK.CurrPred,GFDL.GAMbestK.CurrPred,IPSL.GAMbestK.CurrPred,MIROC5.GAMbestK.CurrPred,MRI.GAMbestK.CurrPred,ACCESS.GAMbestK.FutrPred,GFDL.GAMbestK.FutrPred,IPSL.GAMbestK.FutrPred,MIROC5.GAMbestK.FutrPred,MRI.GAMbestK.FutrPred,ACCESS.RF.CurrPred,GFDL.RF.CurrPred,IPSL.RF.CurrPred,MIROC5.RF.CurrPred,MRI.RF.CurrPred,ACCESS.RF.FutrPred,GFDL.RF.FutrPred,IPSL.RF.FutrPred,MIROC5.RF.FutrPred,MRI.RF.FutrPred,mean.curr.preds,var.curr.preds,mean.fut.preds,var.fut.preds
11004300,Lake or Pond,426418.8324,5184036.604,Cass,1,3.132666667,42.0876,1654.987112,1678.116822,1685.000241,1677.803517,1580.742139,2080.498463,2175.444709,2093.472678,1935.341124,1914.499155,Analog,Analog,Analog,Analog,Analog,0.24727944,0.260700682,0.281434301,0.260399662,0.293552281,0.989015371,0.882499079,0.993186355,0.996571621,0.979095329,0.162245843,0.169730936,0.199011569,0.177426828,0.213859476,0.971471708,0.946361021,0.973460643,0.967491841,0.97605303,0.642456667,0.632176667,0.584443333,0.625986667,0.577066667,0.898613333,0.93382,0.902013333,0.872836667,0.8865,0.188119091,0.001077922,0.968478702,3.32E-04
11005900,Lake or Pond,424640.5596,5191221.724,Cass,1,3.907021424,42.9057,1644.177186,1665.328917,1671.002413,1664.025116,1572.641536,2074.697793,2169.592462,2080.488663,1924.936299,1908.678316,Analog,Analog,Analog,Analog,Analog,0.296395505,0.303185767,0.324035682,0.311720416,0.34991809,0.991324128,0.898521458,0.993828846,0.997350834,0.983366108,0.212730823,0.214893677,0.242789765,0.228801827,0.272932424,0.981566813,0.959621093,0.983411925,0.979732092,0.984177358,0.754803333,0.768876667,0.80409,0.826673333,0.741663333,0.91631,0.94916,0.916676667,0.903016667,0.91259,0.228364967,0.001534525,0.977770972,2.18E-04
11014700,Lake or Pond,409709.2635,5254913.136,Cass,0,3.323991379,15.8709,1580.35342,1595.906444,1600.102926,1593.112216,1492.606072,1981.897815,2083.02858,1997.69327,1845.990005,1838.168339,Analog,Analog,Analog,Analog,Analog,0.112444243,0.114194993,0.118018126,0.117874488,0.120340931,0.92256632,0.583118646,0.948498333,0.977924551,0.895012326,0.0810544,0.080780783,0.080284322,0.081961479,0.080767568,0.950466509,0.73401076,0.961000827,0.965592226,0.945240172,0.041423333,0.022396667,0.032027619,0.024436667,0.027863333,0.826926667,0.601796667,0.808416667,0.811186667,0.80272,0.080503557,5.39E-04,0.925521954,0.001283815
11017400,Lake or Pond,406494.4613,5204100.535,Cass,1,4.401081928,58.7442,1581.506664,1596.608763,1603.989091,1598.431021,1497.036144,1990.980676,2088.248478,1999.248259,1853.933193,1838.111843,Analog,Analog,Analog,Analog,Analog,0.306306832,0.304144709,0.311168555,0.308167331,0.316421701,0.979413452,0.836235966,0.984187082,0.993783425,0.965491022,0.256142862,0.250389075,0.248254617,0.251759029,0.248182652,0.987527287,0.924346242,0.989396084,0.990600182,0.984639956,0.737293333,0.735446667,0.727956667,0.72142,0.720486667,0.9453,0.74648,0.92854,0.934733333,0.93534,0.250254051,0.002447598,0.98056833,1.26E-04
11019000,Lake or Pond,408541.7348,5213440.252,Cass,1,2.322061538,16.4794,1470.891001,1478.914045,1486.343953,1476.553224,1386.112983,1863.802861,1954.326763,1867.274408,1732.126873,1724.121007,Analog,Analog,Analog,Analog,Analog,0.044960262,0.046544954,0.045001602,0.043608185,0.045494294,0.5587947,0.18949628,0.585893974,0.780180109,0.472612327,0.065921863,0.072479643,0.066371478,0.062807299,0.059076227,0.697356416,0.134717497,0.727943392,0.868199082,0.590051016,0.552983333,0.538563333,0.55214,0.531876667,0.543396667,0.869246667,0.508743333,0.8757,0.947323333,0.702866667,0.064766115,5.83E-04,0.588199069,0.004558139
11020300,Lake or Pond,393301.8298,5224079.882,Cass,1,2.810240606,31.4444,1591.262141,1606.936524,1614.327238,1606.359433,1504.596995,1993.500872,2092.902388,2005.85827,1862.188227,1849.090902,Analog,Analog,Analog,Analog,Analog,0.126450272,0.129305114,0.134587925,0.127935535,0.134417387,0.938665028,0.648897562,0.957195485,0.981568516,0.914453204,0.081021599,0.07966001,0.080833484,0.079813789,0.081052202,0.953197821,0.786072631,0.961333654,0.963684163,0.949143071,0.531023333,0.557676667,0.530463333,0.531033333,0.535093333,0.97554,0.74875,0.980133333,0.95257,0.980426667,0.087142129,5.17E-04,0.93570737,6.57E-04
11021800,Lake or Pond,396864.3148,5153469.615,Cass,0,2.835809855,42.549,1720.407405,1736.304856,1740.592378,1739.908838,1630.736563,2142.511389,2239.324904,2142.3433,1991.280089,1979.34303,Analog,Analog,Analog,Analog,Analog,0.339451012,0.352800851,0.374515374,0.338322366,0.376382942,0.995418245,0.939946389,0.996686236,0.998590208,0.992215868,0.282213851,0.298906643,0.3432187,0.287324953,0.344804788,0.956449223,0.961571995,0.959708142,0.943117892,0.968753817,0.06542,0.073326667,0.102783333,0.076996667,0.08802,0.91072,0.93749,0.90279,0.890676667,0.917446667,0.309791949,0.00173919,0.962808585,8.26E-04
11022000,Lake or Pond,397864.731,5152967.374,Cass,0,2.8967875,40.768,1720.407405,1736.304856,1740.592378,1739.908838,1630.736563,2142.511389,2239.324904,2142.3433,1991.280089,1979.34303,Analog,Analog,Analog,Analog,Analog,0.338327238,0.351755733,0.373668149,0.338312621,0.375846873,0.995395311,0.939687324,0.996674264,0.998590147,0.992198204,0.283166681,0.300159406,0.344772173,0.289240819,0.346499815,0.956644533,0.961792019,0.959973498,0.94361676,0.968979872,0.065486667,0.093573333,0.127213333,0.0887,0.101713333,0.91333,0.910063333,0.898556667,0.897036667,0.912083333,0.308774899,0.001769853,0.96267263,8.62E-04
11022100,Lake or Pond,397492.8762,5152298.523,Cass,0,2.534444444,24.583,1720.407405,1736.304856,1740.592378,1739.908838,1630.736563,2142.511389,2239.324904,2142.3433,1991.280089,1979.34303,Analog,Analog,Analog,Analog,Analog,0.234281414,0.248669135,0.266620197,0.236532101,0.267773768,0.992328414,0.904789544,0.994553966,0.997675434,0.987217783,0.182428616,0.196121281,0.231026734,0.188474394,0.232486817,0.925726695,0.934720991,0.931943902,0.905224188,0.946936662,0.113106667,0.1385,0.16966,0.153363333,0.12393,0.915436667,0.964903333,0.915496667,0.915423333,0.936646667,0.206593806,0.001397635,0.935279854,0.002161547
11022200,Lake or Pond,395341.3178,5149852.636,Cass,0,1.585073289,53.7987,1720.407405,1736.304856,1740.592378,1739.908838,1630.736563,2142.511389,2239.324904,2142.3433,1991.280089,1979.34303,Analog,Analog,Analog,Analog,Analog,0.239533622,0.252719765,0.267632684,0.226496683,0.263551398,0.992546457,0.906631025,0.994581907,0.997540862,0.986941762,0.161779941,0.170809414,0.199789585,0.156444022,0.198812714,0.915115834,0.923606682,0.919224233,0.88408481,0.935976287,0.110973333,0.11755,0.098733333,0.112843333,0.074673333,0.748013333,0.78713,0.743426667,0.719716667,0.763226667,0.215293433,0.00270851,0.938637472,0.001231529
11024200,Lake or Pond,399816.3886,5189744.842,Cass,0,4.217837073,42.4185,1564.138567,1577.20544,1588.480059,1575.451467,1475.078744,1977.280976,2065.380776,1977.414326,1836.955834,1818.969881,Analog,Analog,Analog,Analog,Analog,0.215010004,0.211170889,0.221930609,0.218057022,0.219286772,0.963315415,0.739918019,0.967773553,0.987289674,0.934651572,0.189976707,0.189128307,0.182134762,0.187455873,0.180635314,0.979945171,0.856868553,0.982430677,0.986302207,0.972328998,0.107916667,0.13778,0.130893333,0.125703333,0.12718,0.90866,0.743986667,0.904763333,0.876343333,0.917753333,0.179213232,0.001508215,0.964809128,3.32E-04
11041300,Lake or Pond,379995.5875,5203131.88,Cass,0,5.683223621,60.5099,1479.968313,1482.594373,1499.441573,1485.416829,1395.173555,1894.690667,1981.606567,1901.4928,1746.471408,1724.744354,Analog,Analog,Analog,Analog,Analog,0.262510839,0.251880766,0.252618617,0.254055754,0.253404258,0.934689894,0.644625855,0.941804744,0.975204611,0.861354668,0.412939548,0.428761837,0.396484279,0.410518307,0.368935806,0.975477529,0.670119317,0.979312023,0.989448713,0.934549121,0.217143333,0.21346,0.20664,0.242353333,0.21186,0.861703333,0.28347,0.86249,0.88156,0.622406667,0.377149333,0.009843914,0.950249594,5.77E-04
11041500,Lake or Pond,381379.0709,5245728.339,Cass,0,4.547634286,36.0916,1473.400265,1492.663343,1499.24145,1492.548999,1384.097927,1877.098283,1970.255321,1888.456392,1741.716119,1726.268463,Analog,Analog,Analog,Analog,Analog,0.151014723,0.15430021,0.151572452,0.156474991,0.148540133,0.850811705,0.477987706,0.875258341,0.945687054,0.773021363,0.259025185,0.261179859,0.246035678,0.244824376,0.239696094,0.935313372,0.478255345,0.950325254,0.976204064,0.88170857,0.10709,0.1054,0.103446667,0.102806667,0.099626667,0.886653333,0.256136667,0.882323333,0.925803333,0.64778,0.218253452,0.004100769,0.883032148,0.002094608
11050400,Lake or Pond,374536.1569,5235936.146,Cass,0,3.913847574,45.0482,1515.087022,1533.872136,1535.631416,1542.294115,1429.467684,1924.653656,2020.610791,1935.522908,1788.692032,1771.264392,Analog,Analog,Analog,Analog,Analog,0.171205312,0.179551586,0.170390549,0.174990033,0.172773636,0.918262677,0.602129654,0.935234697,0.973175767,0.866006863,0.205855863,0.196893331,0.195040248,0.193063691,0.186762803,0.964139815,0.677552844,0.97183162,0.98259024,0.940691244,0.094383333,0.099046667,0.094443333,0.092276667,0.091173333,0.931056667,0.505476667,0.93333,0.920406667,0.907896667,0.183569735,0.001836795,0.937155189,7.02E-04
13001200,Lake or Pond,510061.2344,5022998.956,Chisago,1,1.29032,69.7822,1857.191226,1896.977444,1868.360851,1879.586837,1760.314005,2317.164788,2442.042543,2317.13139,2150.100819,2142.570635,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.643855093,0.674712326,0.681617597,0.683025119,0.684699507,0.9996312,0.993390782,0.999779503,0.999917089,0.999355599,0.725073781,0.766101997,0.766622975,0.769286635,0.770427502,0.794566147,0.921660994,0.77535205,0.671831985,0.835782741,0.908586667,0.914486667,0.94316,0.910263333,0.95205,0.79591,0.99194,0.813883333,0.805016667,0.799956667,0.774041524,0.002866512,0.910595983,0.040129464
13002700,Lake or Pond,513928.7285,5025024.402,Chisago,1,1.617435219,65.8926,1825.659293,1865.732325,1833.666912,1845.064628,1724.322593,2281.324143,2400.911634,2280.180487,2117.602204,2104.301521,NonAnalog,NonAnalog,NonAnalog,Analog,Analog,0.575218576,0.595778947,0.597876929,0.621626718,0.597258289,0.999413192,0.989980104,0.999627572,0.999860276,0.998887571,0.641865281,0.677734749,0.676283727,0.70874584,0.67614746,0.854984826,0.943459209,0.846741633,0.768659899,0.893348773,0.690356667,0.773323333,0.82187,0.832826667,0.78088,0.79506,0.98024,0.810523333,0.804203333,0.901593333,0.691220467,0.003204433,0.932938912,0.020009231
13002800,Lake or Pond,511252.3632,5025541.195,Chisago,1,2.58152,94.29,1857.191226,1896.977444,1868.360851,1879.586837,1760.314005,2317.164788,2442.042543,2317.13139,2150.100819,2142.570635,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.864041099,0.874877284,0.879440072,0.88487931,0.883547719,0.99989506,0.998030238,0.999935277,0.999976755,0.999815477,0.921389215,0.935570597,0.935714933,0.937801008,0.937518859,0.945022002,0.981188352,0.938625742,0.902506838,0.957905169,0.953116667,0.959916667,0.956306667,0.95726,0.9581,0.880056667,0.985876667,0.89186,0.883956667,0.883463333,0.92538141,7.49E-04,0.976361958,0.011303102
13003500,Lake or Pond,511681.6662,5027050.972,Chisago,1,2.727339592,85.0612,1853.846341,1891.033155,1860.279811,1878.609173,1748.595544,2315.716279,2437.587256,2312.138018,2147.181997,2135.340549,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.845062559,0.861584635,0.854480352,0.866544401,0.853070884,0.999880299,0.997708648,0.999921921,0.99997272,0.999769117,0.910470116,0.929660006,0.921247723,0.927749912,0.918713036,0.941068727,0.980017505,0.936503442,0.899412863,0.95731069,0.903676667,0.917993333,0.908136667,0.92209,0.920423333,0.837386667,0.959656667,0.84646,0.84324,0.841586667,0.910390389,8.62E-04,0.973092879,0.01209675
13004100,Lake or Pond,507794.9071,5021119.054,Chisago,1,1.34112,59.167,1929.063978,1976.576792,1940.23963,1953.823318,1826.337612,2392.399749,2517.697646,2392.384174,2225.114762,2217.889445,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.808023185,0.838081658,0.845499446,0.852423554,0.83739232,0.999872048,0.997756679,0.999930736,0.999971491,0.999801502,0.867928797,0.888631144,0.890271487,0.891818272,0.886202538,0.666873144,0.86271306,0.628026588,0.514076009,0.708319591,0.988306667,0.986593333,0.988246667,0.983836667,0.98915,0.823246667,0.907886667,0.825066667,0.829416667,0.820793333,0.88397837,8.10E-04,0.864621291,0.088061972
13005300,Lake or Pond,504118.6705,5018585.514,Chisago,1,1.676807066,47.079,1859.994256,1901.315413,1870.03583,1884.790025,1761.065969,2322.650946,2443.299684,2317.675857,2153.178716,2144.540678,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.602404924,0.645470227,0.643752306,0.660529956,0.647145288,0.99958243,0.992318604,0.999734846,0.999904514,0.999255166,0.706776265,0.760146169,0.75154584,0.765523273,0.754079121,0.76460979,0.911008207,0.754486011,0.649786345,0.818815198,0.770373333,0.864423333,0.870946667,0.87824,0.887796667,0.83647,0.92309,0.831976667,0.828596667,0.82641,0.742329212,0.001645727,0.884855089,0.050713929
13005400,Lake or Pond,504970.0236,5017716.528,Chisago,0,1.674672131,51.8488,1852.387924,1897.108894,1861.557979,1876.713637,1756.590887,2316.924921,2440.300967,2315.478737,2149.490226,2140.282591,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.600384727,0.640451374,0.635914843,0.666960341,0.652209179,0.999582405,0.992534577,0.999747971,0.999908063,0.999264464,0.698364453,0.751101512,0.739672633,0.769065431,0.755614226,0.787314603,0.91958661,0.773482957,0.673665915,0.836118293,0.279656667,0.429593333,0.406993333,0.4454,0.3847,0.76549,0.82679,0.73688,0.727923333,0.729306667,0.741201137,0.001762397,0.896059412,0.04508289
13006800,Lake or Pond,497323.9996,5047449.589,Chisago,1,3.227443721,54.7363,1754.518479,1783.565842,1764.476757,1772.097116,1659.049213,2201.72574,2311.092529,2195.456183,2030.949302,2021.337416,Analog,NonAnalog,Analog,Analog,Analog,0.530088353,0.537230905,0.543829924,0.561122827,0.560388948,0.998874355,0.97821147,0.999142633,0.999712871,0.997564957,0.540105278,0.559199212,0.574718976,0.599360178,0.597301431,0.961752886,0.979714749,0.964297463,0.943417025,0.97583068,0.73322,0.746016667,0.79687,0.755593333,0.778776667,0.901343333,0.92812,0.90134,0.865023333,0.92094,0.554518117,0.003095585,0.972555694,0.001292392
13008300,Lake or Pond,493884.1058,5053385.429,Chisago,1,1.71704,29.7304,1871.105895,1905.561549,1869.334683,1881.936536,1771.495304,2319.095981,2435.240013,2314.214465,2143.620485,2137.203646,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.560899055,0.562081482,0.568401557,0.606021997,0.613315857,0.999388499,0.987770521,0.999617252,0.999853996,0.998852156,0.680327087,0.690073692,0.689252758,0.723514355,0.732501502,0.708278984,0.888200982,0.700640407,0.594963456,0.780853185,0.816313333,0.785056667,0.790993333,0.913233333,0.917086667,0.77551,0.820786667,0.78589,0.780953333,0.778086667,0.686864059,0.002213085,0.847309439,0.059386507
14000400,Lake or Pond,257177.065,5211347.049,Clay,0,3.137236364,5.3236,1612.382342,1603.458998,1620.417195,1620.009925,1498.317049,1995.615178,2105.913695,2004.588501,1869.144627,1851.330186,Analog,Analog,Analog,Analog,Analog,0.103353816,0.102508031,0.103549752,0.095180396,0.096597903,0.916655739,0.589166714,0.939682377,0.979625719,0.888611678,0.064244899,0.062181391,0.063448357,0.062019039,0.061267093,0.937803372,0.756358921,0.948957378,0.95230409,0.935109857,0.01646,0.021015952,0.013216667,0.015051429,0.01024,0.699816667,0.666706667,0.691923333,0.7024,0.689123333,0.063438056,4.27E-04,0.908599958,0.001998341
15008100,Lake or Pond,318812.9639,5266860.09,Clearwater,0,3.076571969,101.1057,1508.817718,1510.28913,1535.007922,1529.190764,1406.894208,1907.959017,2004.3007,1922.375672,1772.105832,1755.07273,Analog,Analog,Analog,Analog,Analog,0.304718081,0.30402703,0.297895865,0.27158568,0.276983825,0.950332053,0.725837238,0.960416545,0.982084335,0.911650812,0.34232849,0.331308404,0.309218627,0.319750137,0.319627094,0.976674073,0.739964405,0.981769505,0.988869682,0.956062209,0.242883333,0.24075,0.24768,0.256466667,0.239956667,0.91862,0.695383333,0.92126,0.91613,0.889513333,0.348092348,0.010945651,0.964654682,3.00E-04
16002600,Lake or Pond,719551.9508,5326981.356,Cook,0,3.0108,10.6668,1111.823144,1114.15034,1117.691989,1107.12078,1037.003639,1437.69211,1507.703506,1473.998435,1334.125244,1336.483473,Analog,Analog,Analog,Analog,Analog,0.038003199,0.046294574,0.040458288,0.033386147,0.035314864,0.051708366,0.046428482,0.054802498,0.063001897,0.049934557,0.012953974,0.011279981,0.010207823,0.013487718,0.016392829,0.106036188,0.118575551,0.100119016,0.07861812,0.104534673,0.07098,0.07115,0.07394,0.07535,0.072833333,0.091773333,0.108996667,0.094953333,0.05856,0.076233333,0.026994289,0.001532618,0.087785182,0.001689049
16002700,Lake or Pond,718155.7151,5326381.303,Cook,0,4.753024533,19.954,1146.018425,1156.625867,1158.773709,1150.986862,1076.073017,1492.89232,1562.542603,1523.341421,1383.280767,1367.51653,Analog,Analog,Analog,Analog,Analog,0.081292713,0.093262318,0.083667388,0.075162405,0.075610353,0.126360409,0.098975597,0.131559119,0.164722092,0.112513392,0.053602152,0.053882836,0.049134932,0.061027368,0.06781731,0.194963376,0.287522415,0.180029257,0.158930646,0.212590287,0.055246667,0.05055,0.055756667,0.056763333,0.055376667,0.167833333,0.172526667,0.14192,0.129086667,0.14906,0.070685268,0.00512699,0.168928737,0.003649671
16002900,Lake or Pond,716059.7318,5320181.334,Cook,0,2.70824,9.6534,1194.452069,1197.685142,1207.170667,1198.111769,1121.487291,1533.678747,1609.92237,1565.605663,1427.096222,1417.545146,Analog,Analog,Analog,Analog,Analog,0.03287222,0.038575091,0.034195091,0.029705814,0.031195109,0.061057077,0.044489785,0.067373891,0.086347429,0.055976963,0.030429246,0.030990519,0.029874411,0.029571068,0.036106062,0.055195171,0.101730909,0.05101741,0.051489633,0.058044016,0.05576,0.055723333,0.053423333,0.051706667,0.0551,0.042873333,0.062766667,0.04015,0.077063333,0.055016667,0.035284771,8.76E-04,0.055280247,3.69E-04
16004100,Lake or Pond,711256.4998,5327125.628,Cook,0,5.438945455,0.156,1087.058053,1110.08042,1103.067654,1089.416435,1025.168123,1445.903478,1507.091035,1473.862783,1323.189558,1299.882221,Analog,Analog,Analog,Analog,Analog,0.06155744,0.073392122,0.065351307,0.057874362,0.057116957,0.085212704,0.072735366,0.087564146,0.106852746,0.073904635,0.019361067,0.018324704,0.017213888,0.028471169,0.029126722,0.195326456,0.212277543,0.191410036,0.161941915,0.211062126,0.10503,0.107766667,0.108876667,0.109776667,0.108466667,0.16828,0.19000381,0.16467,0.163263333,0.202371667,0.044362885,0.004376849,0.157445769,0.006847867
16007700,Lake or Pond,710866.8332,5320336.41,Cook,0,4.588785172,14.9628,1105.202274,1117.366823,1119.935051,1114.134925,1034.98586,1456.432471,1522.042712,1484.229628,1343.346371,1328.57898,Analog,Analog,Analog,Analog,Analog,0.070967335,0.083580675,0.074391366,0.064780442,0.065730838,0.10025432,0.084531218,0.102593775,0.12493574,0.090029491,0.027130241,0.028400668,0.024208572,0.033124098,0.036182036,0.20242076,0.244260278,0.195506778,0.160229848,0.217103456,0.11749,0.107016667,0.116366667,0.109416667,0.11603,0.20089,0.217333333,0.192503333,0.183126667,0.216466667,0.051650397,0.004774005,0.16627326,0.005301694
16014100,Lake or Pond,700264.646,5327485.593,Cook,0,4.181933333,0.1571,1159.71451,1167.273658,1171.222269,1163.722088,1089.049425,1510.635114,1578.993395,1537.508802,1397.104086,1381.542445,Analog,Analog,Analog,Analog,Analog,0.048982851,0.057436085,0.051428107,0.046292278,0.046867959,0.082549315,0.06243809,0.087542751,0.113194989,0.073700224,0.036224364,0.036687438,0.033878292,0.040079803,0.046330103,0.108361224,0.18399144,0.102667315,0.093927788,0.124700052,0.122733333,0.121396667,0.127716667,0.124626667,0.119236667,0.14035,0.20532,0.13542,0.08054,0.132873333,0.045007335,0.002130786,0.093758655,0.001661346
16014300,Lake or Pond,692819.6986,5299897.091,Cook,0,3.01294363,44.0453,1263.892546,1279.272151,1281.181315,1277.172765,1185.944049,1632.864163,1701.378086,1656.418158,1505.872656,1494.713674,Analog,Analog,Analog,Analog,Analog,0.075523894,0.082735424,0.07461041,0.068449507,0.070433882,0.214230189,0.114743953,0.230752179,0.294791029,0.169463036,0.136654294,0.151620192,0.145182388,0.136790928,0.140146627,0.13398158,0.153126551,0.145352548,0.216522397,0.110424673,0.204403333,0.20202,0.202673333,0.199513333,0.20674,0.128883333,0.04176,0.11238,0.159536667,0.051323333,0.126076618,0.004569147,0.12476743,8.30E-04
16014700,Lake or Pond,694690.9891,5325415.02,Cook,0,5.617156522,22.0089,1236.873407,1238.860465,1244.281323,1239.56672,1158.056655,1601.339478,1674.414188,1626.847959,1476.561103,1465.899463,Analog,Analog,Analog,Analog,Analog,0.097761588,0.105938301,0.097098944,0.093758592,0.091158938,0.22835666,0.134692486,0.243599366,0.328529456,0.187762676,0.174786698,0.176447881,0.168176355,0.171760701,0.180561526,0.185736029,0.271065384,0.190818846,0.270523346,0.173328088,0.039666667,0.036573333,0.036273333,0.04244,0.03795,0.068382468,0.119417619,0.043109444,0.258636667,0.03396881,0.146428009,0.007392144,0.17093015,0.002017173
16035600,Lake or Pond,671881.7594,5330298.623,NOT IN MN,0,4.773283761,18.2754,1154.342029,1154.107533,1160.451685,1151.621337,1073.144199,1493.535219,1564.889751,1524.863642,1382.407992,1381.350604,Analog,Analog,Analog,Analog,Analog,0.079284945,0.090884169,0.081548461,0.073225167,0.073595434,0.123418448,0.096381735,0.129150833,0.162779367,0.114699704,0.058009956,0.052965777,0.049072232,0.057874244,0.063954608,0.190095378,0.281975187,0.174864754,0.154910997,0.196155594,0.061506667,0.056213333,0.06115,0.061486667,0.061816667,0.17461,0.177563333,0.14886,0.10702,0.147766667,0.069291419,0.004905641,0.161696841,0.003419631
18003400,Lake or Pond,434226.7928,5137763.416,Crow Wing,1,4.390224726,58.6131,1582.862666,1600.037824,1598.340864,1596.580654,1491.549448,1999.585229,2091.708336,2003.102182,1851.697704,1833.611003,Analog,Analog,Analog,Analog,Analog,0.306826403,0.300757881,0.302253827,0.311398692,0.307435638,0.981885865,0.831400901,0.985094256,0.994084039,0.962748297,0.25501202,0.24915402,0.245385936,0.251453394,0.244568123,0.987987206,0.92085593,0.989514489,0.990510474,0.983774141,0.7341,0.727853333,0.7159,0.70221,0.703216667,0.94258,0.724283333,0.93402,0.937346667,0.93651,0.248517452,0.002432098,0.980694664,1.25E-04
18003800,Lake or Pond,429742.1407,5138255.585,Crow Wing,1,3.76381106,32.691,1640.906568,1660.691441,1661.240268,1660.82511,1553.54788,2068.901925,2165.513327,2075.633507,1917.160642,1899.667568,Analog,Analog,Analog,Analog,Analog,0.241291345,0.249253444,0.256625635,0.255135146,0.262674536,0.987724618,0.860615117,0.991437941,0.996392856,0.975387632,0.166870736,0.169246927,0.180805638,0.179436002,0.186231866,0.976208039,0.942349689,0.978814121,0.97438555,0.979013115,0.595033333,0.61873,0.651983333,0.636583333,0.625443333,0.94615,0.96521,0.952343333,0.937916667,0.949363333,0.172878349,0.001183753,0.970638583,3.64E-04
18004100,Lake or Pond,430581.7008,5135503.956,Crow Wing,1,4.9276,44.3127,1651.697593,1669.600532,1668.204509,1668.048772,1558.277803,2074.879463,2172.62788,2082.768549,1923.504395,1905.548027,Analog,Analog,Analog,Analog,Analog,0.376278289,0.373717852,0.385062088,0.391371732,0.387643487,0.993582944,0.920129423,0.995560863,0.998161782,0.986815881,0.299696671,0.294812656,0.313318698,0.317651518,0.313534925,0.987459953,0.971630492,0.988582776,0.986205672,0.98899983,0.917166667,0.91093,0.900103333,0.917766667,0.897273333,0.92582,0.943363333,0.909583333,0.926186667,0.902476667,0.299037569,0.002497471,0.984401067,1.36E-04
18004400,Lake or Pond,430599.9309,5134093.648,Crow Wing,1,4.322330435,32.323,1651.697593,1669.600532,1668.204509,1668.048772,1558.277803,2074.879463,2172.62788,2082.768549,1923.504395,1905.548027,Analog,Analog,Analog,Analog,Analog,0.291628617,0.293234754,0.302943963,0.307025669,0.306146589,0.990624596,0.889011305,0.993616565,0.997334267,0.981192305,0.217883991,0.215790248,0.231605995,0.233981411,0.233292846,0.980864913,0.957524117,0.982817528,0.979127477,0.983578688,0.67503,0.671833333,0.690126667,0.68007,0.64832,0.947763333,0.964696667,0.944906667,0.93464,0.942176667,0.21656851,0.001776928,0.976094613,2.99E-04
18005000,Lake or Pond,429600.3497,5133574.872,Crow Wing,1,3.815045685,42.1416,1651.697593,1669.600532,1668.204509,1668.048772,1558.277803,2074.879463,2172.62788,2082.768549,1923.504395,1905.548027,Analog,Analog,Analog,Analog,Analog,0.298529409,0.300125445,0.308731872,0.308382883,0.311227461,0.990927764,0.89222822,0.993787181,0.997351152,0.981626689,0.214357135,0.211662049,0.226472256,0.225874005,0.228324221,0.980470234,0.956513657,0.982319592,0.978170798,0.983120473,0.834103333,0.836253333,0.83824,0.850596667,0.80485,0.903153333,0.935556667,0.907856667,0.885723333,0.890013333,0.218582098,0.001436684,0.97653258,2.35E-04
18009000,Lake or Pond,429052.0004,5147848.052,Crow Wing,0,4.58411866,119.9252,1675.966493,1694.621947,1694.705679,1700.230252,1595.380107,2103.648013,2198.525704,2109.024805,1951.396637,1936.707524,Analog,Analog,Analog,Analog,Analog,0.756939269,0.757475757,0.757859975,0.746756548,0.776393811,0.999046734,0.985935899,0.999285168,0.999675869,0.998007155,0.696377931,0.707845934,0.713824467,0.695408214,0.744594428,0.996627412,0.994767065,0.996673428,0.99558812,0.997184727,0.326223333,0.33478,0.330276667,0.305363333,0.33053,0.900086667,0.898146667,0.890486667,0.89601,0.892013333,0.718251244,0.008747606,0.996613377,9.37E-06
