DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,EWMSTATUS,avg_secchi,roaddensity_density_mperha,ACCESS.Curr,MIROC5.Curr,IPSL.Curr,GFDL.Curr,MRI.Curr,ACCESS.Futr,MIROC5.Futr,IPSL.Futr,GFDL.Futr,MRI.Futr,ACCESS.domain,MIROC5.domain,IPSL.domain,GFDL.domain,MRI.domain,ACCESS.GAMminK.CurrPred,GFDL.GAMminK.CurrPred,IPSL.GAMminK.CurrPred,MIROC5.GAMminK.CurrPred,MRI.GAMminK.CurrPred,ACCESS.GAMminK.FutrPred,GFDL.GAMminK.FutrPred,IPSL.GAMminK.FutrPred,MIROC5.GAMminK.FutrPred,MRI.GAMminK.FutrPred,ACCESS.GAMbestK.CurrPred,GFDL.GAMbestK.CurrPred,IPSL.GAMbestK.CurrPred,MIROC5.GAMbestK.CurrPred,MRI.GAMbestK.CurrPred,ACCESS.GAMbestK.FutrPred,GFDL.GAMbestK.FutrPred,IPSL.GAMbestK.FutrPred,MIROC5.GAMbestK.FutrPred,MRI.GAMbestK.FutrPred,ACCESS.RF.CurrPred,GFDL.RF.CurrPred,IPSL.RF.CurrPred,MIROC5.RF.CurrPred,MRI.RF.CurrPred,ACCESS.RF.FutrPred,GFDL.RF.FutrPred,IPSL.RF.FutrPred,MIROC5.RF.FutrPred,MRI.RF.FutrPred,mean.curr.preds,var.curr.preds,mean.fut.preds,var.fut.preds
29007700,Lake or Pond,358410.8128,5191429.958,Hubbard,0,1.528887066,51.9494,1622.541081,1635.522955,1647.0614,1640.097707,1525.083211,2030.630836,2136.041598,2033.723681,1892.239625,1873.986638,Analog,Analog,Analog,Analog,Analog,0.113780969,0.118490123,0.123664238,0.105232353,0.110685356,0.95233119,0.670180123,0.962507185,0.986068409,0.918153284,0.053594486,0.051979859,0.056051495,0.049417551,0.050986392,0.929927222,0.77761796,0.936620952,0.926271426,0.925546826,0.039973333,0.03172,0.027363333,0.03127,0.024573333,0.87147,0.78656,0.868413333,0.871273333,0.860863333,0.075578497,8.88E-04,0.928075557,5.20E-04
29007800,Lake or Pond,357937.0538,5192953.004,Hubbard,0,2.360611765,33.3566,1622.541081,1635.522955,1647.0614,1640.097707,1525.083211,2030.630836,2136.041598,2033.723681,1892.239625,1873.986638,Analog,Analog,Analog,Analog,Analog,0.126737744,0.131999535,0.139245452,0.124168049,0.127370612,0.957597022,0.696864817,0.967137238,0.988415346,0.929357782,0.069497443,0.068552328,0.074619183,0.067896474,0.068748252,0.945954186,0.824366436,0.952535188,0.946246094,0.94469508,0.015893333,0.014956667,0.008636667,0.011573333,0.01431,0.961053333,0.943276667,0.947926667,0.952183333,0.95849,0.081513357,5.09E-04,0.932872034,6.24E-04
29008500,Lake or Pond,357058.4482,5188840.907,Hubbard,0,2.315985,37.9653,1622.541081,1635.522955,1647.0614,1640.097707,1525.083211,2030.630836,2136.041598,2033.723681,1892.239625,1873.986638,Analog,Analog,Analog,Analog,Analog,0.134363709,0.139533265,0.146953811,0.130626245,0.134315524,0.960243363,0.710257404,0.969077965,0.989062141,0.933264208,0.073414725,0.072226876,0.078457303,0.071178433,0.072229552,0.948894977,0.832351176,0.954931308,0.948768942,0.947406894,0.040423333,0.042553333,0.037103333,0.0445,0.04128,0.925196667,0.873726667,0.910873333,0.913036667,0.926816667,0.087056273,5.83E-04,0.937336297,5.16E-04
29008600,Lake or Pond,359521.9609,5188615.409,Hubbard,0,1.343525874,11.8574,1632.28675,1648.327309,1651.613265,1646.106899,1540.181695,2044.871034,2151.7039,2044.721983,1901.868548,1893.856262,Analog,Analog,Analog,Analog,Analog,0.052043116,0.054807877,0.057302733,0.051542134,0.055152577,0.909298751,0.490699318,0.928025594,0.974647075,0.867800921,0.022729195,0.021954284,0.024079968,0.022528235,0.023738985,0.838347147,0.61656906,0.855723881,0.826559249,0.84722489,0.015163333,0.011113333,0.01179,0.012646667,0.015086667,0.70518,0.596746667,0.71104,0.673523333,0.71546,0.032490875,2.09E-04,0.829750708,0.002919373
29014200,Lake or Pond,354539.2835,5185669.763,Hubbard,0,2.614439024,52.4331,1674.58448,1688.551179,1699.480358,1695.342597,1577.804039,2085.503671,2193.918458,2088.996026,1946.824804,1927.371546,Analog,Analog,Analog,Analog,Analog,0.268076958,0.279540969,0.297056444,0.260218437,0.273720695,0.989327038,0.894495967,0.992185267,0.997225815,0.982031175,0.173984306,0.180252199,0.209306829,0.171125006,0.182892993,0.967064513,0.946048809,0.96982223,0.957727925,0.9725839,0.056893333,0.05883,0.05187,0.039426667,0.066766667,0.902363333,0.931133333,0.891783333,0.890323333,0.886653333,0.201197596,0.001425378,0.966235638,2.91E-04
29014800,Lake or Pond,353575.5964,5211697.368,Hubbard,0,4.600266222,39.5883,1427.497604,1441.097003,1452.445426,1443.817092,1333.756764,1828.471448,1920.45729,1834.489608,1694.015506,1674.766781,Analog,Analog,Analog,Analog,Analog,0.144499087,0.147365576,0.142551122,0.144939163,0.138002308,0.76337154,0.387668892,0.776751736,0.901088848,0.650635833,0.320191215,0.332772099,0.318216123,0.309315739,0.303366277,0.869667514,0.319962719,0.886782783,0.959449213,0.740973769,0.148086667,0.13227,0.13732,0.12011,0.138286667,0.663376667,0.379843333,0.658646667,0.878213333,0.384703333,0.267225435,0.008618924,0.771654267,0.004176684
29015700,Lake or Pond,345319.7333,5185858.651,Hubbard,0,2.05166875,33.1724,1524.137343,1531.044796,1535.081456,1527.985616,1426.144739,1917.383895,2022.404817,1920.251577,1782.907251,1775.017285,Analog,Analog,Analog,Analog,Analog,0.064650535,0.064564457,0.063202295,0.060598187,0.061912941,0.764436595,0.321735227,0.788562906,0.919946271,0.687191669,0.05686336,0.060516213,0.055559336,0.053380245,0.053190478,0.856225425,0.31271785,0.873136699,0.929920503,0.802787609,0.00668,0.008406667,0.008223333,0.007846667,0.005883333,0.887816667,0.136413333,0.892963333,0.89095,0.77297,0.064090955,4.98E-04,0.804489461,0.001507109
29016100,Lake or Pond,347737.1587,5194997.873,Hubbard,0,3.074604975,55.9394,1563.43177,1581.895892,1596.272116,1587.06053,1475.68473,1982.252915,2083.582671,1980.509104,1836.878428,1821.169628,Analog,Analog,Analog,Analog,Analog,0.186606899,0.194374892,0.200233639,0.185962066,0.188982853,0.959783442,0.706462352,0.963565008,0.988076636,0.924526303,0.146132874,0.141888401,0.138163039,0.137583987,0.13655998,0.973579552,0.812255004,0.976208211,0.980532596,0.962858821,0.037606667,0.040806667,0.050373333,0.039393333,0.039526667,0.932586667,0.846196667,0.93143,0.91799,0.941526667,0.150451819,0.001299839,0.959733262,2.55E-04
29020800,Lake or Pond,351931.1491,5216553.785,Hubbard,1,4.66787234,28.4016,1537.457015,1545.665134,1562.968147,1550.470998,1442.691997,1941.590207,2043.082124,1948.484563,1808.122869,1787.058711,Analog,Analog,Analog,Analog,Analog,0.168881568,0.168261972,0.174662854,0.171976992,0.167605057,0.927977184,0.62909983,0.941196553,0.97951194,0.881324137,0.182903028,0.184804053,0.172345355,0.184776517,0.173640576,0.969088774,0.749450537,0.974774251,0.984172571,0.952051887,0.544316111,0.578793492,0.579676905,0.535627482,0.531516154,0.959036667,0.596386825,0.947013333,0.94733,0.93278,0.164442595,0.00177167,0.945217525,8.33E-04
29021600,Lake or Pond,350364.104,5228558.056,Hubbard,0,3.175925926,53.3747,1548.052393,1555.952987,1573.156643,1562.709669,1449.315096,1951.861925,2047.827126,1959.462546,1818.165575,1801.434097,Analog,Analog,Analog,Analog,Analog,0.174154876,0.174793184,0.178673556,0.166440989,0.166842532,0.936885107,0.654546529,0.949017559,0.979208815,0.899307013,0.1522336,0.150885586,0.141620673,0.145308882,0.143564688,0.966701858,0.751160476,0.972275911,0.980002731,0.952685477,0.03282,0.03204,0.02773,0.045036667,0.032703333,0.91403,0.844176667,0.904563333,0.884556667,0.916713333,0.152087321,0.001304899,0.946982178,3.85E-04
30002200,Lake or Pond,488125.7097,5046730.016,Isanti,1,1.643534239,51.6175,1791.370608,1825.095037,1807.069287,1813.669844,1696.601024,2244.510677,2355.15054,2236.99798,2071.094688,2062.785194,NonAnalog,NonAnalog,Analog,Analog,Analog,0.403749838,0.433453183,0.446409699,0.435349981,0.441827516,0.998591145,0.972401359,0.998969449,0.999624137,0.997000003,0.41663326,0.466178811,0.488354933,0.47884788,0.483007447,0.851851443,0.936343069,0.855344977,0.779911744,0.8994207,0.637783333,0.65913,0.624103333,0.640586667,0.65885,0.804693333,0.900336667,0.793716667,0.791476667,0.884186667,0.489364909,0.003205011,0.919298901,0.011921001
30004300,Lake or Pond,485448.7306,5044651.955,Isanti,1,1.754300313,75.0919,1699.125396,1726.830584,1705.799736,1711.723933,1597.842191,2144.904121,2248.821553,2134.237697,1972.973445,1963.980851,Analog,Analog,Analog,Analog,Analog,0.304079673,0.300420522,0.297484597,0.306823765,0.296336271,0.99577139,0.923829629,0.996236508,0.998725467,0.989669772,0.194673364,0.183013989,0.188763854,0.214310134,0.192698903,0.949112914,0.948179509,0.953672192,0.924585443,0.963701496,0.687163333,0.6934,0.675916667,0.685003333,0.66273,0.972973333,0.98965,0.973493333,0.8878,0.976776667,0.247653376,0.004793602,0.964545513,4.36E-04
30007200,Lake or Pond,473012.8948,5035701.332,Isanti,1,0.650674965,70.9308,1975.054343,2013.83638,1975.007171,1998.366458,1873.409434,2444.649699,2569.435049,2437.779317,2263.562116,2253.802085,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog,0.874225503,0.894949733,0.886997145,0.88819731,0.899630665,0.999933833,0.998563827,0.999961675,0.999984195,0.999868481,0.880321439,0.889733085,0.887430882,0.884368198,0.89324264,0.504554408,0.773412962,0.457517742,0.337571804,0.559617858,0.788513333,0.78996,0.787343333,0.786866667,0.772263333,0.559003333,0.572813333,0.58843,0.574656667,0.578206667,0.898023113,0.001505609,0.813673071,0.111361273
30011400,Lake or Pond,462025.5171,5038711.519,Isanti,1,1.158189091,30.3607,1922.324573,1959.037142,1931.683125,1948.312274,1818.95743,2384.653182,2509.459606,2384.668953,2214.562552,2204.305712,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog,0.655728802,0.709657131,0.710801788,0.697849894,0.702025602,0.999709475,0.994802209,0.999845976,0.999937271,0.999509491,0.745239389,0.786751707,0.78402614,0.77319915,0.779149011,0.50465218,0.767930397,0.469487862,0.358741701,0.572508906,0.909636667,0.915966667,0.91766,0.92544,0.933766667,0.76307,0.827403333,0.7858,0.7767,0.78076,0.769497762,0.001910761,0.763527242,0.101798945
30013500,Lake or Pond,468358.0874,5046740.91,Isanti,1,4.205536,77.0468,1762.40388,1789.724997,1773.824284,1785.389198,1670.710866,2209.502877,2321.226176,2207.646513,2042.439613,2027.973875,Analog,NonAnalog,Analog,Analog,Analog,0.735751036,0.746861095,0.745449097,0.754165142,0.764104962,0.999562229,0.991633821,0.999685386,0.999891308,0.999017392,0.775864912,0.805620718,0.80301385,0.808772464,0.823417295,0.98382916,0.991980048,0.984067707,0.975213228,0.989708749,0.67567,0.69319,0.706633333,0.689716667,0.72547,0.87689,0.916503333,0.884923333,0.818466667,0.92907,0.779232408,0.003268411,0.988220465,3.72E-04
30013600,Lake or Pond,465683.0125,5046744.036,Isanti,1,1.8519688,61.7294,1816.9153,1845.765267,1827.712598,1838.470805,1722.190265,2263.059052,2377.578337,2260.88751,2093.139585,2081.621941,NonAnalog,NonAnalog,NonAnalog,Analog,Analog,0.562714869,0.589411451,0.593375211,0.578662269,0.606726682,0.999253237,0.985868436,0.999508288,0.999810887,0.998444232,0.627646315,0.67340087,0.675029404,0.658112931,0.691924296,0.880481232,0.952942317,0.87688686,0.814146645,0.917869284,0.817366667,0.810123333,0.788796667,0.700936667,0.812486667,0.800546667,0.95639,0.80543,0.808213333,0.895303333,0.671960975,0.002687505,0.939147426,0.012315571
31002000,Lake or Pond,488749.0823,5233642.341,Itasca,0,3.105911111,28.5857,1471.572242,1482.570979,1489.012272,1480.824968,1381.896721,1843.068154,1939.422458,1862.323139,1722.628312,1714.288555,Analog,Analog,Analog,Analog,Analog,0.082970138,0.084794702,0.082311699,0.082046189,0.082148817,0.647630699,0.285549491,0.71286862,0.846737901,0.598889228,0.132679507,0.14195347,0.131710903,0.126325196,0.122696486,0.776375224,0.223726769,0.841559713,0.923052577,0.720403615,0.204003333,0.198740952,0.19168,0.161420556,0.168696667,0.704923333,0.112985397,0.875574444,0.919106667,0.687431212,0.119546101,0.001464907,0.694788904,0.004183112
31019000,Lake or Pond,476043.1676,5239325.143,Itasca,1,3.937785366,35.1247,1544.429969,1554.570241,1563.320358,1549.861823,1455.211726,1929.795913,2030.084461,1943.068449,1806.265555,1789.820639,Analog,Analog,Analog,Analog,Analog,0.163388806,0.158606365,0.164454599,0.164317336,0.166373451,0.909292845,0.607814773,0.931545091,0.972477157,0.877816853,0.159081444,0.164630449,0.152316078,0.157021745,0.14929519,0.959591914,0.714087598,0.969215348,0.980362881,0.947342349,0.649163333,0.64895,0.658356667,0.645243333,0.64992,0.957376667,0.622156667,0.948123333,0.953386667,0.941836667,0.147556003,0.001229021,0.933656904,8.53E-04
31019100,Lake or Pond,475734.9307,5238414.911,Itasca,1,3.768225067,35.1247,1544.429969,1554.570241,1563.320358,1549.861823,1455.211726,1929.795913,2030.084461,1943.068449,1806.265555,1789.820639,Analog,Analog,Analog,Analog,Analog,0.155281974,0.151032899,0.15646741,0.155625983,0.158181939,0.904174843,0.593932761,0.92766541,0.970691744,0.871204334,0.148667072,0.153959641,0.142251891,0.146211235,0.139468172,0.956372627,0.697540785,0.96673149,0.978677235,0.943228521,0.676616667,0.6781,0.686113333,0.658733333,0.675356667,0.964536667,0.667586667,0.964416667,0.964313333,0.955906667,0.139001121,0.001099181,0.92877044,8.94E-04
31021600,Lake or Pond,469380.4371,5234113.011,Itasca,0,5.239635744,49.3448,1474.682528,1486.739389,1488.582671,1480.80973,1388.977938,1861.051023,1959.043701,1878.823293,1735.136655,1716.960469,Analog,Analog,Analog,Analog,Analog,0.210274964,0.204334562,0.20086389,0.210881667,0.205164478,0.871996866,0.555815127,0.898778866,0.955934487,0.813003249,0.351318585,0.368603747,0.348547665,0.340559089,0.317277358,0.945093706,0.556715245,0.96149674,0.982424368,0.903811029,0.11795,0.15541,0.139343333,0.12531,0.127723333,0.90824,0.400056667,0.92533,0.948913333,0.761906667,0.310308694,0.007416158,0.908654665,0.001384601
31022700,Lake or Pond,473329.8889,5239240.406,Itasca,0,3.7792,28.8216,1550.959528,1565.506058,1572.77676,1561.875795,1465.839544,1942.893195,2044.729448,1957.765312,1816.783715,1801.656617,Analog,Analog,Analog,Analog,Analog,0.143897287,0.143395494,0.148201954,0.148399202,0.151062627,0.910477535,0.596470089,0.935523187,0.973870568,0.878938573,0.131698702,0.133457026,0.126029012,0.129637054,0.124165323,0.957549762,0.717259429,0.967889535,0.977559077,0.946566963,0.09144,0.083575238,0.0827,0.088170952,0.074013333,0.943743333,0.717288571,0.952993333,0.941776667,0.937147879,0.122736644,9.46E-04,0.931193371,9.57E-04
31037000,Lake or Pond,459656.0002,5233546.116,Itasca,1,2.609725926,68.4633,1600.270374,1615.170421,1623.268631,1612.089533,1515.662671,1999.609023,2100.600643,2012.346273,1873.203229,1857.8497,Analog,Analog,Analog,Analog,Analog,0.224600601,0.220734086,0.23207361,0.214813808,0.232850538,0.969584443,0.798115523,0.978531816,0.990710445,0.957171651,0.140915963,0.134976684,0.138596905,0.132552721,0.139746567,0.974577908,0.889116764,0.978195697,0.978313759,0.972452367,0.648826667,0.650523333,0.653513333,0.65628,0.655866667,0.978496667,0.91441,0.91925,0.975066667,0.979746667,0.162766897,0.002027524,0.9678087,1.53E-04
31037200,Lake or Pond,460063.4624,5232616.422,Itasca,1,4.188910112,128.072,1568.124169,1584.192893,1595.229925,1584.68584,1487.221864,1972.41693,2076.424465,1986.091655,1844.468174,1829.062329,Analog,Analog,Analog,Analog,Analog,0.607064913,0.591598436,0.601259989,0.582555266,0.601944516,0.992610783,0.941689423,0.994352027,0.997761403,0.988243851,0.560460674,0.544359713,0.530364324,0.526155497,0.525581571,0.996134637,0.973077179,0.996679843,0.997158753,0.994984514,0.67975,0.667953333,0.68403,0.671943333,0.674526667,0.975186667,0.818053333,0.974006667,0.97172,0.973133333,0.564005863,0.016710173,0.994660364,1.85E-05
31037300,Lake or Pond,458525.5407,5232579.362,Itasca,1,4.792315862,64.1234,1543.99484,1561.017251,1567.822633,1556.0599,1458.596877,1947.540552,2048.170345,1960.205379,1817.372584,1802.591083,Analog,Analog,Analog,Analog,Analog,0.30601726,0.297388984,0.305770142,0.308424536,0.306330729,0.967374439,0.79469246,0.975187858,0.990391933,0.950152133,0.316220402,0.314403379,0.295917298,0.303201133,0.289674983,0.986043297,0.881961184,0.988866558,0.992205926,0.980775143,0.671436667,0.679636667,0.664806667,0.676853333,0.66871,0.912586667,0.741513333,0.91234,0.92204,0.91115,0.297264671,0.00385545,0.977543515,1.59E-04
31052400,Lake or Pond,457860.9823,5285088.204,Itasca,1,4.572,9.8727,1375.317011,1372.878056,1385.463689,1369.173521,1281.37702,1740.594853,1825.68455,1759.165855,1616.808269,1618.889163,Analog,Analog,Analog,Analog,Analog,0.076438231,0.07881188,0.075137594,0.076420845,0.074329509,0.387473924,0.16598757,0.430133253,0.600122868,0.356120758,0.219756879,0.236991935,0.236758781,0.219640984,0.21173329,0.408896353,0.123258397,0.490231843,0.73104348,0.351883177,0.491636667,0.483026667,0.48153,0.469703333,0.492616667,0.283206667,0.258655,0.345106667,0.564726667,0.322769524,0.172879432,0.007246855,0.317473296,0.006286701
31053200,Lake or Pond,456057.801,5225983.682,Itasca,0,4.6101,55.7086,1463.504551,1488.241696,1484.138372,1485.935175,1375.384743,1864.117021,1959.698667,1879.159104,1734.63547,1722.621675,Analog,Analog,Analog,Analog,Analog,0.205758191,0.209047473,0.199746718,0.210340806,0.198815758,0.877587956,0.557845386,0.899986049,0.955976957,0.826224315,0.357414242,0.354525309,0.347386565,0.327768907,0.3281895,0.946119897,0.546997546,0.960477183,0.981684387,0.911076124,0.147236667,0.143446667,0.1408,0.12111,0.135486667,0.90084,0.327726667,0.891266667,0.931236667,0.69519,0.307644131,0.007211708,0.909055532,0.001254325
31053300,Reservoir,457641.0855,5231390.569,Itasca,0,2.5918,94.2346,1620.875988,1637.230668,1644.275624,1633.55413,1533.794557,2018.885962,2120.800355,2031.093499,1890.35791,1875.673676,Analog,Analog,Analog,Analog,Analog,0.355617751,0.346440028,0.36403525,0.335753613,0.359361487,0.986292467,0.890894607,0.990265443,0.995763607,0.979852153,0.227646217,0.214984722,0.229512852,0.213284278,0.228156728,0.985509648,0.946087484,0.986951852,0.985584967,0.984787206,0.27239,0.266406667,0.29075,0.272896667,0.292796667,0.93505,0.909873333,0.95203,0.953433333,0.957413333,0.271698943,0.006618278,0.982914842,6.56E-05
31053800,Lake or Pond,456550.8106,5259549.757,Itasca,0,3.172771111,6.7908,1546.517619,1556.096681,1567.338279,1551.287199,1453.007378,1933.43876,2033.217878,1951.770185,1803.485774,1792.682367,Analog,Analog,Analog,Analog,Analog,0.075905624,0.075615736,0.079681008,0.077882327,0.078104447,0.815051251,0.392577692,0.870909391,0.940545088,0.763473664,0.06633537,0.069947724,0.064285724,0.066748323,0.064245466,0.9036307,0.475588571,0.930368368,0.951307557,0.879726228,0.025496667,0.043286667,0.016796667,0.021066667,0.035806667,0.729696667,0.379106667,0.70025,0.705153333,0.686023333,0.064080536,4.49E-04,0.847892395,0.003510828
31056100,Riverine polygon,449660.4838,5233681.165,Itasca,0,0.61,7.2988,1468.010253,1478.053421,1482.53863,1473.648257,1377.369685,1855.68306,1948.964559,1866.897431,1730.097231,1718.246755,Analog,Analog,Analog,Analog,Analog,0.013344065,0.01435945,0.01354828,0.01227325,0.012913572,0.24752473,0.06452117,0.293512906,0.472746054,0.189806248,0.014814201,0.016212424,0.014758331,0.013138072,0.013145126,0.295654649,0.030252267,0.353563909,0.549544971,0.205705992,0.07796,0.07734,0.076626667,0.086873333,0.077403333,0.520563333,0.182873333,0.43654,0.382496667,0.370653333,0.02089258,1.83E-04,0.271063009,0.004543649
31065300,Lake or Pond,449977.6008,5266928.058,Itasca,0,4.058147416,41.3129,1463.432726,1472.995798,1485.192841,1470.157847,1373.915546,1852.515495,1948.10905,1868.830574,1722.320435,1709.175014,Analog,Analog,Analog,Analog,Analog,0.142569755,0.141848245,0.140779636,0.14101105,0.139331984,0.797275948,0.422996156,0.83478415,0.92248794,0.721748674,0.253599554,0.27080347,0.246872348,0.245463364,0.235079035,0.897487446,0.377255411,0.926430793,0.966391488,0.830244226,0.087086667,0.125213333,0.097093333,0.096413333,0.07963,0.673103333,0.385,0.880666667,0.900186667,0.56113,0.21879789,0.004454098,0.83238987,0.002737545
31081300,Lake or Pond,431725.2633,5265259.364,Itasca,0,2.420172308,21.7539,1552.251915,1564.819339,1573.963252,1562.82481,1462.365965,1946.018253,2042.843444,1957.512421,1813.906953,1806.082563,Analog,Analog,Analog,Analog,Analog,0.072096651,0.073569593,0.075533221,0.071622853,0.074023755,0.830433057,0.402548557,0.87080164,0.941435387,0.78116799,0.053800753,0.054577247,0.051161618,0.051499179,0.050570527,0.897666308,0.473798475,0.918508454,0.94031757,0.875827762,0.039956667,0.034113333,0.03662,0.03404,0.036406667,0.941163333,0.7232,0.961996667,0.95314,0.94475,0.057655534,3.37E-04,0.857596856,0.001758863
31081700,Lake or Pond,427614.7255,5259205.323,Itasca,0,0.91,0,1555.140011,1576.783515,1575.211538,1563.685475,1473.692778,1948.402745,2041.821455,1957.640993,1818.932265,1821.860075,Analog,Analog,Analog,Analog,Analog,0.019954619,0.021052417,0.021410832,0.020198523,0.021527502,0.567306567,0.161968832,0.642331453,0.798561247,0.542092,0.010878437,0.011070073,0.01033261,0.009956265,0.009984557,0.636629372,0.162328505,0.686551328,0.74772602,0.625006694,0.018973333,0.019003333,0.021123333,0.020086667,0.01993,0.492203333,0.35192,0.536013333,0.500633333,0.558143333,0.015998859,9.01E-05,0.601084838,0.006115762
31082400,Lake or Pond,427002.9179,5270350.243,Itasca,0,3.03,33.2023,1540.137834,1554.484814,1558.497183,1559.266464,1444.456728,1938.51775,2035.248444,1955.151581,1798.391102,1791.957008,Analog,Analog,Analog,Analog,Analog,0.112194401,0.116808113,0.11331668,0.112631874,0.110628665,0.883063054,0.486533037,0.916911733,0.961152551,0.83066494,0.101268961,0.100008834,0.096588375,0.096534658,0.095934061,0.939073422,0.555566844,0.954356222,0.967001271,0.915894584,0.042793333,0.02014,0.036176667,0.053,0.037,0.91726,0.449076667,0.900903333,0.920543333,0.909786667,0.09922702,6.57E-04,0.902911284,0.001079819
31082600,Lake or Pond,424231.5259,5274125.994,Itasca,0,3.239904189,33.2023,1540.137834,1554.484814,1558.497183,1559.266464,1444.456728,1938.51775,2035.248444,1955.151581,1798.391102,1791.957008,Analog,Analog,Analog,Analog,Analog,0.122322161,0.126913313,0.123386901,0.12352817,0.120797733,0.892799401,0.510148232,0.923978208,0.964878563,0.844195924,0.113592223,0.112261072,0.108559511,0.108994797,0.107891894,0.946031023,0.587215245,0.9597031,0.971055862,0.925436468,0.08903,0.039206667,0.083073333,0.100746667,0.077853333,0.927306667,0.427496667,0.903636667,0.9274,0.914286667,0.109036297,7.49E-04,0.911943466,0.001036586
31083400,Lake or Pond,426211.3959,5273022.186,Itasca,0,2.825,4.3694,1550.59392,1555.087416,1569.679534,1554.880032,1457.079343,1941.774324,2039.989316,1956.763229,1808.989208,1802.211836,Analog,Analog,Analog,Analog,Analog,0.063205331,0.063183761,0.066206034,0.062872948,0.065168804,0.800847683,0.358932174,0.855448128,0.933540829,0.751027176,0.050845229,0.053499696,0.049512891,0.051530234,0.04924953,0.887170734,0.436248135,0.914591919,0.938323047,0.865292814,0.028296667,0.02708,0.02858,0.040393333,0.029836667,0.731226667,0.479066667,0.711196667,0.709516667,0.70446,0.051386842,3.16E-04,0.829713362,0.003848648
31085000,Lake or Pond,422797.9308,5252070.903,Itasca,0,2.948106667,3.1314,1576.573832,1591.382336,1597.268817,1584.545127,1486.711914,1972.552522,2070.657906,1985.230295,1841.211541,1831.897355,Analog,Analog,Analog,Analog,Analog,0.074571358,0.075128347,0.079806449,0.078573278,0.079737605,0.870031801,0.464888011,0.907856128,0.95973219,0.8350303,0.051531366,0.052034636,0.051276739,0.052244026,0.051316276,0.917065971,0.609127913,0.934478582,0.945490515,0.909228189,0.022963333,0.022073333,0.031776667,0.025033333,0.0285,0.714653333,0.577783333,0.69248,0.70181,0.6883,0.052793525,3.30E-04,0.874865995,0.002880565
31085300,Lake or Pond,422800.7791,5277646.168,Itasca,0,2.076428571,33.7578,1563.91909,1565.929162,1581.158676,1567.251921,1467.462905,1946.938388,2042.235613,1960.844403,1815.695735,1812.915486,Analog,Analog,Analog,Analog,Analog,0.079474725,0.07789552,0.080970284,0.072747046,0.077795639,0.838424075,0.417511736,0.880444652,0.941512764,0.803096966,0.051630697,0.05243607,0.049039581,0.04906745,0.048418634,0.896892861,0.475996091,0.918336272,0.937407737,0.881720656,0.009236667,0.010013333,0.009356667,0.01057,0.008603333,0.869943333,0.64394,0.924546667,0.916413333,0.918996667,0.06039568,4.25E-04,0.865555218,0.001038151
31087600,Lake or Pond,420998.2066,5279931.702,Itasca,0,0.96,8.5871,1481.365315,1488.39579,1498.224566,1484.341435,1392.971618,1858.945028,1947.846259,1871.429833,1730.38091,1737.230067,Analog,Analog,Analog,Analog,Analog,0.01781486,0.018775698,0.018214906,0.016471475,0.017583044,0.305882244,0.080903786,0.362002308,0.53403452,0.282716765,0.01882671,0.020872585,0.01836877,0.017247291,0.016624865,0.378867158,0.041362294,0.449714621,0.62592471,0.34188475,0.043093333,0.052616667,0.048063333,0.049976667,0.05418,0.467866667,0.15755,0.592403333,0.667353333,0.38756,0.024728717,1.98E-04,0.343300721,0.004459983
31088200,Lake or Pond,421590.1698,5288067.402,Itasca,0,2.878559459,36.7086,1494.747344,1495.244456,1511.255805,1495.542496,1400.404012,1870.424742,1963.400041,1883.497846,1739.780403,1742.015843,Analog,Analog,Analog,Analog,Analog,0.093812351,0.092507796,0.092615434,0.088101975,0.09111328,0.737039013,0.331918404,0.780271374,0.890211095,0.696444184,0.120380955,0.132812652,0.117165217,0.118925698,0.112472009,0.850875751,0.280965682,0.885583859,0.941392509,0.81640162,0.100066667,0.098673333,0.107146667,0.111526667,0.112023333,0.966203333,0.222196667,0.973993333,0.98384,0.87498,0.116534596,0.001149013,0.784867931,0.002416414
31092500,Lake or Pond,399937.9201,5258869.01,Itasca,0,0.91,0,1616.585592,1635.45529,1638.689411,1632.131215,1532.456725,2012.074321,2113.028227,2025.168735,1882.303745,1888.564273,Analog,Analog,Analog,Analog,Analog,0.028614264,0.031068424,0.03231308,0.028850666,0.032013334,0.780123929,0.308170936,0.848396619,0.925045611,0.78315363,0.011551153,0.01131243,0.012122458,0.011474209,0.01239744,0.729764272,0.391852678,0.763122607,0.751585136,0.749172834,0.019583333,0.02193,0.023056667,0.018833333,0.020936667,0.505663333,0.443453333,0.498573333,0.52551,0.542393333,0.01854052,1.08E-04,0.726015788,0.0059102
